SourcedStatement,SourceType,Name,Title,Justification
"""It's obvious that running against Harris is more challenging for Trump given the shift in these numbers, but it's certainly not insurmountable,"" Matt Wolking, a Republican campaign strategist who worked on Trump's 2020 campaign, said in response to the Reuters/Ipsos poll results.",Named Person Sources,Matt Wolking,Republican campaign strategist,a Republican campaign strategist who worked on Trump's 2020 campaign
"He said Trump needs to stay as focused as possible in his campaign ""so he's not scaring"" away voters who were leaning his way because they didn't like Biden.",Named Person Sources,Matt Wolking,Republican campaign strategist,a Republican campaign strategist who worked on Trump's 2020 campaign
"""We see it in this poll that people are more motivated about the future than the past,"" said Aimee Allison, founder of She the People, a liberal group that aims to grow the numbers of women of color in elected office.",Named Person Sources,Aimee Allison,founder,"founder of She the People, a liberal group that aims to grow the numbers of women of color in elected office"
"""They see Kamala Harris as the future, and Republicans see this election as just about Trump.",Named Person Sources,Aimee Allison,founder,"founder of She the People, a liberal group that aims to grow the numbers of women of color in elected office"
"Voters are more likely to be engaged when given the option of 'more than' beating Trump.""",Named Person Sources,Aimee Allison,founder,"founder of She the People, a liberal group that aims to grow the numbers of women of color in elected office"
Democrat Kamala Harris leads Republican Donald Trump 45% to 41% in a Reuters/Ipsos poll published on Thursday that showed the vice president sparking new enthusiasm among voters and shaking up the race ahead of the Nov. 5 election.,Document Sources,Reuters/Ipsos,,a Reuters/Ipsos poll published on Thursday
The 4 percentage point advantage among registered voters was wider than a 1 point lead Harris held over the former president in a late July Reuters/Ipsos poll.,Document Sources,Reuters/Ipsos,,a late July Reuters/Ipsos poll
"The new poll, which was conducted in the eight days ended Wednesday and had a 2 percentage point margin of error, showed Harris picking up support among women and Hispanics.",Document Sources,Reuters/Ipsos,,"The new poll, which was conducted in the eight days ended Wednesday and had a 2 percentage point margin of error"
"Across four Reuters/Ipsos polls conducted in July, Harris had a 9 point lead among women and a 6 point lead among Hispanics.",Document Sources,Reuters/Ipsos,,four Reuters/Ipsos polls conducted in July
"Trump led among white voters and men, both by similar margins as in July, though his lead among voters without a college degree narrowed to 7 points in the latest survey, down from 14 points in July.",Document Sources,Reuters/Ipsos,,
"In the seven states where the 2020 election was closest - Wisconsin, Pennsylvania, Georgia, Arizona, North Carolina, Michigan and Nevada - Trump had a 45% to 43% lead over Harris among registered voters in the poll.",Document Sources,Reuters/Ipsos,,the poll
A separate Bloomberg News/Morning Consult poll published later on Thursday showed that Harris was either leading or tied with Trump in each of those states.,Document Sources,Bloomberg News/Morning Consult,,A separate Bloomberg News/Morning Consult poll published later on Thursday
That poll showed Harris led Trump by 2 percentage points among registered voters across the seven states and was ahead by 1 point — a statistical tie — among likely voters.,Document Sources,Bloomberg News/Morning Consult,,That poll
The margin of error was 1 percentage point across the seven states.,Document Sources,Bloomberg News/Morning Consult,,The margin of error was 1 percentage point across the seven states
"Voters picked Trump as having a better approach to managing the U.S. economy, 45% to 36%, a wider margin than Trump had in another Reuters/Ipsos poll this week.",Document Sources,Reuters/Ipsos,,another Reuters/Ipsos poll this week
"Harris, by contrast, had a 47% to 31% advantage on abortion policy.",Document Sources,Reuters/Ipsos,,The issue is salient for Democrats after the conservative U.S. Supreme Court in 2022 struck down women's national right to abortion.
Some 41% of voters in the poll - and 70% of Democrats - said they were worried the next president might sign a national ban on abortions.,Document Sources,Reuters/Ipsos,,the poll
"The latest poll's survey period partially overlapped with the Aug. 19-22 Democratic National Convention in Chicago where Harris formally accepted her party's nomination, and it remains to be seen whether the same level of enthusiasm for Harris will continue.",Document Sources,Reuters/Ipsos,,The latest poll's survey period partially overlapped with the Aug. 19-22 Democratic National Convention in Chicago where Harris formally accepted her party's nomination
"The poll was conducted nationally and gathered responses from 4,253 U.S. adults, including 3,562 registered voters.",Document Sources,Reuters/Ipsos,,"The poll was conducted nationally and gathered responses from 4,253 U.S. adults, including 3,562 registered voters."
"Independent candidate Robert F. Kennedy Jr., who suspended his campaign on Aug. 23 while the poll was still being conducted, had the support of 6% of voters in the survey.",Document Sources,Reuters/Ipsos,,the survey
Some 73% of Democratic registered voters in the Reuters/Ipsos poll said they were more excited about voting in November after Harris entered the race.,Unnamed Group of People,Democratic registered voters,,Some 73% of Democratic registered voters in the Reuters/Ipsos poll
"And while a March Reuters/Ipsos poll found that 61% respondents who intended to vote for Biden were doing so mainly to stop Trump, 52% of Harris voters in the August poll were voting to support her as a candidate rather than primarily to oppose Trump.",Unnamed Group of People,Harris voters,,52% of Harris voters in the August poll
"But Trump voters also voiced enthusiasm about their candidate, with 64% saying their choice was more motivated by backing Trump than opposing Harris.",Unnamed Group of People,Trump voters,,Trump voters
"Voters picked Trump as having a better approach to managing the U.S. economy, 45% to 36%, a wider margin than Trump had in another Reuters/Ipsos poll this week.",Unnamed Group of People,Voters,,Voters
Some 41% of voters in the poll - and 70% of Democrats - said they were worried the next president might sign a national ban on abortions.,Unnamed Group of People,voters,,41% of voters in the poll
Some 41% of voters in the poll - and 70% of Democrats - said they were worried the next president might sign a national ban on abortions.,Unnamed Group of People,Democrats,,70% of Democrats
