SourcedStatement,SourceType,Name,Title,Justification
,Named Organization Sources,City of Memphis,,Leaders have sought a rental registry for years
,Named Organization Sources,Shelby County,,"Received a $250,000 grant to deploy for explaining tenant rights"
,Named Organization Sources,Tennessee General Assembly,,Passed the bill cutting tenants’ right to a continuance in half
,Named Organization Sources,The Works Inc.,,"Nonprofit employing Brian Rees, who has represented hundreds of tenants in eviction proceedings"
,Named Organization Sources,Tennessee Association of Realtors (TAR),,Strong lobbying group opposing the rental registry bill and supporting the bill cutting tenants’ right to a continuance
,Named Organization Sources,House Republican Caucus,,Press secretary did not respond to MLK50’s inquiries
,Named Organization Sources,House Commerce Committee’s Business and Utilities Subcommittee,,Failed to pass the rental registry bill
"“It just shortens the whole timeline in which a person can lose their home,”",Named Person Sources,Brian Rees,Staff Attorney at The Works Inc.,Has represented hundreds of tenants in eviction proceedings in recent years
"“Landlords have always had a very strong lobbying group,”",Named Person Sources,Judge Deborah Henderson,Judge,Judges thousands of eviction cases per year
"If the governor signed it, Henderson said, it would have “devastating” consequences for renters.",Named Person Sources,Judge Deborah Henderson,Judge,Judges thousands of eviction cases per year
"The bill will help landlords free up apartments more quickly for the thousands of Tennesseeans seeking a home, said Sen. Art Swann.",Named Person Sources,Sen. Art Swann,Senator,Sponsored the legislation in the Senate
"“(TAR) has the connection with a lot of legislators, especially on the commerce committee, where this was going to be,”",Named Person Sources,Rep. Dwayne Thompson,Representative (D-Cordova),Sponsored the rental registry bill
"“How are you going to find the (bad actors)? It looks to me like the good people will do it but the bad people aren’t going to change,”",Named Person Sources,Rep. Pat Marsh,Representative (R-Shelbyville),Opposed the rental registry bill during the subcommittee hearing
"“I really am happy to see that pass,”",Named Person Sources,Brian Rees,Staff Attorney at The Works Inc.,Sees the legislation as a win for tenants
"“It’s disheartening to see them make a change that will affect families who are struggling,”",Named Person Sources,Brian Rees,Staff Attorney at The Works Inc.,Has represented hundreds of tenants in eviction proceedings in recent years
"According to the Tennessee Lookout’s database, the Tennessee Association of Realtors is the sixth largest spender on Tennessee politics, having spent $6.5 million on lobbying, campaign donations and other political expenditures since 2009.",Document Sources,Tennessee Lookout,,Database providing information on political expenditures
"According to the Tennessee Lookout, the Tennessee Association of Realtors has been Sen. Art Swann’s top funder since the start of 2009, giving him $18,750.",Document Sources,Tennessee Lookout,,Database providing information on political funding
"According to the Tennessee Lookout, the Tennessee Association of Realtors has given Rep. Clark Boyd $11,500 since 2009, making it his No. 6 funder.",Document Sources,Tennessee Lookout,,Database providing information on political funding
"“The good people will do it but the bad people aren’t going to change,”",Unnamed Group of People,Landlord representatives,,Spoke against the rental registry bill during the subcommittee hearing
,Unnamed Group of People,Participants of “The People vs The State of TN”,,Marched in front of the capitol in Nashville on April 17 (as depicted in the photo)
,Unnamed Group of People,Thousands of Tennesseeans seeking a home,,Mentioned as beneficiaries of the bill helping landlords free up apartments more quickly
