SourcedStatement,SourceType,Name,Title,Justification
The Poor People’s Campaign is planning simultaneous actions on March 2 at over 30 state capitols…,Named Organization Sources,Poor People’s Campaign,,announcing plans for a mass mobilization of 15 million poor and low-wealth voters
SEIU 1199,Named Organization Sources,SEIU 1199,,"affiliation of Janice Guzman, organizer with the Massachusetts Poor People's Campaign"
They're saying that they're not voting because people are not speaking to their issues and that they're just not interested in those candidates.,Named Person Sources,Robert Paul Hartley,Columbia University researcher,"quoted in the New York Times, explaining low-wage voter turnout"
"In 2024, the election is going to be about mobilization…",Named Person Sources,Celinda Lake,President of Lake Research Partners,providing analysis at the National Press Club
For far too long extremists have blamed poor people and low wage people for their plight while moderates too often have ignored poor people…,Named Person Sources,Rev. Dr. William Barber,Leader of the Poor People’s Campaign,announcing plans for a mass mobilization of 15 million poor and low-wealth voters
"I work for MassHealth as a Personal Care Attendant, helping to take care of people with disabilities and who are sick and need help with their daily activities. But I do not have health insurance myself…",Named Person Sources,Janice Guzman,Organizer with the Massachusetts Poor People's Campaign and SEIU 1199,sharing personal experience to highlight the need for the Poor People’s Campaign
"We are mobilizing, organizing, registering and educating people for a movement that votes…",Named Person Sources,Rev. Dr. Liz Theoharis,Leader of the Poor People’s Campaign,outlining the goals of the campaign
"only 46 percent of voters with household income less than twice the federal poverty rate cast a ballot in 2016, as compared to a 68 percent turnout rate for voters who had a household income more than twice the poverty line.",Document Sources,Columbia University study,,"undertaken with the support of the Poor People’s Campaign, studying the low-wage voter cohort"
They're saying that they're not voting because people are not speaking to their issues and that they're just not interested in those candidates.,Unnamed Group of People,low-wage voters,,"referenced in a Columbia University study of the 2016 electorate, explaining their low turnout"
Poor and low wage people have the power to determine and decide the 2024 elections and elections beyond.,Unnamed Group of People,poor and low-wage people,,highlighted by Rev. Dr. William Barber as the 'sleeping giant' that can impact elections
Increased participation even by miniscule percentages could be game changers.,Unnamed Group of People,"low-income, low-wage voters",,analyzed by Celinda Lake as the biggest bloc of potential voters
