SourcedStatement,SourceType,Name,Title,Justification
Associated Press coverage of race and voting receives support from the Jonathan Logan Family Foundation.,Named Organization Sources,Jonathan Logan Family Foundation,,supports Associated Press coverage of race and voting
"Voting, King said in an interview, gives 'a little bit of your strength back and a little bit of your voice back. Being able to vote, being able to have a say in what happens in your society, in your state, is extremely important.'",Named Person Sources,TJ King,outreach specialist with the Nebraska AIDS Project,came off probation in August after serving time for drug and theft convictions
"Restoring voting rights really is an issue where we’ve seen bipartisan momentum,” said Patrick Berry, counsel for the Democracy program at the Brennan Center.",Named Person Sources,Patrick Berry,counsel for the Democracy program at the Brennan Center,counsel for the Democracy program at the Brennan Center
"In Nebraska, nearly 18,000 people are unable to vote because of felony convictions, said the Sentencing Project’s director of advocacy, Nicole Porter.",Named Person Sources,Nicole Porter,director of advocacy at the Sentencing Project,director of advocacy at the Sentencing Project
"You’re civically dead and you can’t vote for the people who are levying those taxes,” he said.",Named Person Sources,Steve Smith,part of a large coalition of groups supporting the measure,part of a large coalition of groups supporting the measure
"The bill’s author, Democratic state Sen. Justin Wayne, said he was going door to door in his first election in 2016 and was told by would-be constituents that they could not vote.",Named Person Sources,Justin Wayne,Democratic state Sen.,the bill’s author
"I do think that hopefully the waiting period reinforces the fact that voting is something very special, and hopefully that will be part of the things that an individual would consider if they’re tempted to break the law again,” she said.",Named Person Sources,Kathy Wilcot,member of the University of Nebraska Board of Regents,the lone dissenter from among the nearly 20 witnesses who spoke on Wayne’s bill
"I felt so hopeless and helpless not being able to have my voice heard in this last election,” King said.",Named Person Sources,TJ King,outreach specialist with the Nebraska AIDS Project,came off probation in August after serving time for drug and theft convictions
"For the people she works with, being able to register to vote provides a sense of acceptance, especially when there are so many barriers on where they can live, jobs they can work and who they can associate with, she said.",Named Person Sources,Demetrius Gatson,executive director of Q.U.E.E.N.S Butterfly House,has no right to vote because they haven’t completed their sentences
"You can’t harm society by voting,” he said. “You can only help it.",Named Person Sources,Steven Scott,owner of a physical rehabilitation and athletic coaching center,paroled in 2015 after serving more than four years on assault and other charges
"At least 14 states have introduced proposals this year focused on restoration of voting rights, according to the Brennan Center for Justice.",Document Sources,Brennan Center for Justice,,according to the Brennan Center for Justice
"More than 4.6 million people are disenfranchised in the United States because of felony convictions, according to the Sentencing Project, which studies the issue and advocates for restoration of voting rights for former felons.",Document Sources,Sentencing Project,,"according to the Sentencing Project, which studies the issue and advocates for restoration of voting rights for former felons"
Several of them said they were confused by the arrests because they had been allowed to register to vote.,Unnamed Group of People,several of them,,former felons arrested by a new election police unit
"Three of the witnesses with criminal records who spoke in favor of the legislation said in later interviews the waiting period is not a deterrent to future crime, but rather a barrier for those who have served their sentences.",Unnamed Group of People,three of the witnesses,,witnesses with criminal records who spoke in favor of the legislation
