GT_Sentence,LLM_Sentence,Sentence_Match_Score,Source_Type_GT,Source_Type_LLM,Source_Type_Match,Name_GT,Name_LLM,Name_Match_Score,Title_GT,Title_LLM,Title_Match_Score,Justification_GT,Justification_LLM,Justification_Match_Score,Title_and_Justification_GT,Title_and_Justification_LLM,Title_and_Justification_Match_Score
"shaw, the chairman of the board, provided the only comment: “i would like to say this has been a long, difficult case, and i want to thank all the parties, and especially thank our staff for the diligence, hard work, and all the parties for just the professionalism and decorum shown on this case.”","i would like to say this has been a long, difficult case, and i want to thank all the parties, and especially thank our staff for the diligence, hard work, and all the parties for just the professionalism and decorum shown on this case.",100,Named_Person,Named_Person,Yes,jason shaw,jason shaw,100,"chairman of the board, georgia public service commission",chairman of the board,1.0,,,0.0,"chairman of the board, georgia public service commission ",chairman of the board ,1.0
"the decision disappointed the landowners, who were not allowed to speak at the meeting but issued a statement vowing to continue fighting to keep their land by appealing in court.",,0,Anonymous_Groups,,No,landowners,,0,,,0.0,,,0.0, ,,0.0
"blaine smith, a black man who is one of the heirs of 600 acres that came into their family in the 1920s, said in a statement: “we’re determined to keep fighting against this attempt to take our ancestral land from us.”",were determined to keep fighting against this attempt to take our ancestral land from us.,88,Named_Person,Named_Person,Yes,blaine smith,blaine smith,100,,,0.0,a black man who is one of the heirs of 600 acres that came into their family in the 1920s,a black man who is one of the heirs of 600 acres that came into their family in the 1920s,1.0, a black man who is one of the heirs of 600 acres that came into their family in the 1920s, a black man who is one of the heirs of 600 acres that came into their family in the 1920s,1.0
"“we want to keep our property whole, so we can pass it down to our children and they can continue to build generational wealth,” smith added.","we want to keep our property whole, so we can pass it down to our children and they can continue to build generational wealth.",99,Named_Person,Named_Person,Yes,blaine smith,blaine smith,100,,,0.0,a black man who is one of the heirs of 600 acres that came into their family in the 1920s,a black man who is one of the heirs of 600 acres that came into their family in the 1920s,1.0, a black man who is one of the heirs of 600 acres that came into their family in the 1920s, a black man who is one of the heirs of 600 acres that came into their family in the 1920s,1.0
"the construction would also have an impact on other black residents in the community, who believe it would affect their quality of life.",,0,Anonymous_Groups,,No,other black residents,,0,,,0.0,,,0.0, ,,0.0
"but, some legal experts and landowners told capital b that black communities aren’t experiencing “just” and “fair” processes and say there needs to be more accountability to stop government abuse of eminent domain.",,0,Anonymous_Groups,,No,legal experts and landowners,,0,,,0.0,,,0.0, ,,0.0
"“as black people, ownership of land and property is more valuable than a dollar amount because it allows a certain type of economic freedom that we are often deprived of,” attorney sharika robinson told capital b last year. “i don’t know what is ‘just’ about replacing that economic liberty with a dollar amount that will not increase in value.”","as black people, ownership of land and property is more valuable than a dollar amount because it allows a certain type of economic freedom that we are often deprived of.",100,Named_Person,Named_Person,Yes,sharika robinson,sharika robinson,100,attorney,attorney,0.9999998807907104,,,0.0,attorney ,attorney ,0.9999998807907104
"“georgia law does not permit a private company to take land through eminent domain unless the land will be put to a public use,” said bill maurer, senior attorney for institute for justice who represents the landowners. “building a rail spur that will only be used by a few private companies, and not the public at large, is not a public use. we look forward to making it clear to the court that the [public service commission] made an error in considering sandersville’s land grab as a public use.”","building a rail spur that will only be used by a few private companies, and not the public at large, is not a public use. we look forward to making it clear to the court that the [public service commission] made an error in considering sandersvilles land grab as a public use.",100,Named_Person,Named_Person,Yes,bill maurer,bill maurer,100,senior attorney for institute for justice,senior attorney for institute for justice,1.0,"the property owners are represented by the nonprofit institute for justice, a public interest law firm.",who represents the landowners,0.5155220627784729,"senior attorney for institute for justice the property owners are represented by the nonprofit institute for justice, a public interest law firm.",senior attorney for institute for justice who represents the landowners,0.8104863166809082
"benjamin tarbutton iii, the owner of sandersville railroad, has contended this development is expected to create 20 temporary construction jobs, a dozen permanent jobs with an average salary and benefits package of $90,000, and generate over $1.5 million annually for hancock county.","this development is expected to create 20 temporary construction jobs, a dozen permanent jobs with an average salary and benefits package of $90,000, and generate over $1.5 million annually for hancock county.",100,Named_Person,Named_Organization,No,benjamin tarbutton iii,sandersville railroad,19,"owner, sandersville railroad",,0.0,,"benjamin tarbutton iii, the owner of sandersville railroad, has contended",0.0,"owner, sandersville railroad "," benjamin tarbutton iii, the owner of sandersville railroad, has contended",0.8302291631698608
other residents told capital b they feared potential damage to their homes from the train.,,0,Anonymous_Groups,,No,other residents,,0,,,0.0,,,0.0, ,,0.0
"there are also environmental concerns, said jamie rush, senior staff attorney with the southern poverty law center’s economic justice project who represents the no railroad in our community coalition, a coalition of residents who aren’t losing their property to the railroad but will be affected by the train.",,0,Named_Person,,No,jamie rush,,0,"senior staff attorney, southern poverty law center’s economic justice project",,0.0,who represents the no railroad in our community coalition,,0.0,"senior staff attorney, southern poverty law center’s economic justice project who represents the no railroad in our community coalition",,0.0
"“the reality is if you’ve ever lived near a train, or you’ve ever ridden on a train or been near a train, it’s not the same as trucks driving by,” rush said last year. “even if the train is not going through your property, the fact that a train is near your property — all of the noise pollution, the vibrations of a train … all of that affects your property value, your peace of mind and your home.”",,0,Named_Person,,No,jamie rush,,0,"senior staff attorney, southern poverty law center’s economic justice project",,0.0,who represents the no railroad in our community coalition,,0.0,"senior staff attorney, southern poverty law center’s economic justice project who represents the no railroad in our community coalition",,0.0
"in april, capital b reported that thomas k. bond, a hearing officer with the georgia public service commission, approved sandersville’s request to move forward with condemning properties to construct their railroad spur.",,0,Named_Organization,,No,capital b,,0,,,0.0,,,0.0, ,,0.0
"“the proposed condemnation … serves a legitimate public purpose and is necessary for the proper accommodation of the business,” bond wrote. “the petition of sandersville railroad, as amended, is granted.”","the petition of sandersville railroad, as amended, is granted.",100,Named_Person,Documents,No,thomas k. bond,georgia public service commission,21,"hearing officer, georgia public service commission",,0.0,,"in april, capital b reported that thomas k. bond, a hearing officer with the georgia public service commission, approved sandersvilles request to move forward with condemning properties to construct their railroad spur.",0.0,"hearing officer, georgia public service commission "," in april, capital b reported that thomas k. bond, a hearing officer with the georgia public service commission, approved sandersvilles request to move forward with condemning properties to construct their railroad spur.",0.7363608479499817
"two weeks after the hearing, georgia state rep. spencer fyre sent a letter to the commission describing the land acquisition as a “heist attempt,” where private businesses are looking to increase their profits by taking folks’ land despite their resistance to sell.",,0,Documents,,No,letter,,0,,,0.0,georgia state rep. spencer fyre sent a letter to the commission,,0.0, georgia state rep. spencer fyre sent a letter to the commission,,0.0
"“i truly hate to have to say this, but if david v. goliath had been decided by the ga public service commission, they’d have confiscated david’s slingshot and handed it to the philistines,” fyre wrote.","i truly hate to have to say this, but if david v. goliath had been decided by the ga public service commission, theyd have confiscated davids slingshot and handed it to the philistines.",100,Documents,Named_Person,No,letter,spencer fyre,33,,georgia state rep.,0.0,georgia state rep. spencer fyre sent a letter to the commission,,0.0, georgia state rep. spencer fyre sent a letter to the commission,georgia state rep. ,0.4859668016433716
,"the railroad project involves constructing a 4.5-mile rail spur to connect the hanson quarry, a rock mine owned by heidelberg materials, to a main train line along a nearby highway.",0,,Named_Organization,No,,capital b,0,,,0.0,,,0.0,, ,0.0
,i dont know what is just about replacing that economic liberty with a dollar amount that will not increase in value.,0,,Named_Person,No,,sharika robinson,0,,attorney,0.0,,,0.0,,attorney ,0.0
,georgia law does not permit a private company to take land through eminent domain unless the land will be put to a public use.,0,,Named_Person,No,,bill maurer,0,,senior attorney for institute for justice,0.0,,who represents the landowners,0.0,,senior attorney for institute for justice who represents the landowners,0.0
,the proposed condemnation serves a legitimate public purpose and is necessary for the proper accommodation of the business.,0,,Named_Person,No,,thomas k. bond,0,,a hearing officer with the georgia public service commission,0.0,,,0.0,,a hearing officer with the georgia public service commission ,0.0
