GT_Sentence,LLM_Sentence,Sentence_Match_Score,Source_Type_GT,Source_Type_LLM,Source_Type_Match,Name_GT,Name_LLM,Name_Match_Score,Title_GT,Title_LLM,Title_Match_Score,Justification_GT,Justification_LLM,Justification_Match_Score,Title_and_Justification_GT,Title_and_Justification_LLM,Title_and_Justification_Match_Score
,"tonya love, former district director for california assemblymember rob bonta and current chief of staff for councilmember carroll fife, failed to qualify for the council race earlier this month because she hadnt gathered enough signatures.",0,,Named_Person,No,,tonya love,0,,"former district director for california assemblymember rob bonta;current chief of staff for councilmember carroll fife,prospective district 7 councilmember",0.0,,"the lawyers stated in their brief,loves lawyers, from the political law firm kaufman legal group, said in their petition that love had gathered 67 signatures in total and that three of the signatures were unfairly disqualified.,love's lawyers,the lawyer representing love",0.0,,"former district director for california assemblymember rob bonta;current chief of staff for councilmember carroll fife,prospective district 7 councilmember the lawyers stated in their brief,loves lawyers, from the political law firm kaufman legal group, said in their petition that love had gathered 67 signatures in total and that three of the signatures were unfairly disqualified.,love's lawyers,the lawyer representing love",0.0
,the elections code and oakland ordinances only require that registered voters residing within the district sign the petition.,0,,Named_Person,No,,tonya love,0,,"former district director for california assemblymember rob bonta;current chief of staff for councilmember carroll fife,prospective district 7 councilmember",0.0,,"the lawyers stated in their brief,loves lawyers, from the political law firm kaufman legal group, said in their petition that love had gathered 67 signatures in total and that three of the signatures were unfairly disqualified.,love's lawyers,the lawyer representing love",0.0,,"former district director for california assemblymember rob bonta;current chief of staff for councilmember carroll fife,prospective district 7 councilmember the lawyers stated in their brief,loves lawyers, from the political law firm kaufman legal group, said in their petition that love had gathered 67 signatures in total and that three of the signatures were unfairly disqualified.,love's lawyers,the lawyer representing love",0.0
,"the three individuals who signed the nomination petition but did not have their signatures counted met these basic requirements and, in addition, substantially complied with the applicable law.",0,,Named_Person,No,,tonya love,0,,"former district director for california assemblymember rob bonta;current chief of staff for councilmember carroll fife,prospective district 7 councilmember",0.0,,"the lawyers stated in their brief,loves lawyers, from the political law firm kaufman legal group, said in their petition that love had gathered 67 signatures in total and that three of the signatures were unfairly disqualified.,love's lawyers,the lawyer representing love",0.0,,"former district director for california assemblymember rob bonta;current chief of staff for councilmember carroll fife,prospective district 7 councilmember the lawyers stated in their brief,loves lawyers, from the political law firm kaufman legal group, said in their petition that love had gathered 67 signatures in total and that three of the signatures were unfairly disqualified.,love's lawyers,the lawyer representing love",0.0
,"in its implementation, it looks like the rov attempted to do that here.",0,,Named_Person,No,,michael markman,0,,"judge,alameda county superior court judge",0.0,,,0.0,,"judge,alameda county superior court judge ",0.0
,the timing of reids decision led to a scramble across deep east oakland for potential candidates to run for office.,0,,Named_Person,No,,treva reid,0,,sitting councilmember,0.0,,citing the increasing health care needs of her mother,0.0,,sitting councilmember citing the increasing health care needs of her mother,0.0
,it also triggered a clause in state election law that gives prospective candidates an extra five days to submit signatures when an incumbent city councilmember chooses not to run for reelection.,0,,Named_Person,No,,treva reid,0,,sitting councilmember,0.0,,citing the increasing health care needs of her mother,0.0,,sitting councilmember citing the increasing health care needs of her mother,0.0
,"after reid dropped out, love, who had already qualified for the at-large councilmember race against 10 other candidates, decided to switch her candidacy to district 7, where she lives and where her political connections might give her a better path to victory.",0,,Named_Person,No,,tonya love,0,,"former district director for california assemblymember rob bonta;current chief of staff for councilmember carroll fife,prospective district 7 councilmember",0.0,,"the lawyers stated in their brief,loves lawyers, from the political law firm kaufman legal group, said in their petition that love had gathered 67 signatures in total and that three of the signatures were unfairly disqualified.,love's lawyers,the lawyer representing love",0.0,,"former district director for california assemblymember rob bonta;current chief of staff for councilmember carroll fife,prospective district 7 councilmember the lawyers stated in their brief,loves lawyers, from the political law firm kaufman legal group, said in their petition that love had gathered 67 signatures in total and that three of the signatures were unfairly disqualified.,love's lawyers,the lawyer representing love",0.0
,that gave love only about 48 hours to gather and validate the needed 50 signatures by the end of the day on wednesday.,0,,Named_Person,No,,tonya love,0,,"former district director for california assemblymember rob bonta;current chief of staff for councilmember carroll fife,prospective district 7 councilmember",0.0,,"the lawyers stated in their brief,loves lawyers, from the political law firm kaufman legal group, said in their petition that love had gathered 67 signatures in total and that three of the signatures were unfairly disqualified.,love's lawyers,the lawyer representing love",0.0,,"former district director for california assemblymember rob bonta;current chief of staff for councilmember carroll fife,prospective district 7 councilmember the lawyers stated in their brief,loves lawyers, from the political law firm kaufman legal group, said in their petition that love had gathered 67 signatures in total and that three of the signatures were unfairly disqualified.,love's lawyers,the lawyer representing love",0.0
,"one person who tried but failed to gather enough signatures to run for the district seat was david newton, a nephew of black panther party founder huey newton.",0,,Named_Person,No,,david newton,0,,nephew of black panther party founder huey newton,0.0,,one person who tried but failed to gather enough signatures to run for the district seat,0.0,,nephew of black panther party founder huey newton one person who tried but failed to gather enough signatures to run for the district seat,0.0
,"in an interview with the oaklandside last week, newton was resigned to his failure to gather enough signatureshe picked up 37but said he would work with whoever came out ahead in the race to help improve the community.",0,,Named_Person,No,,david newton,0,,nephew of black panther party founder huey newton,0.0,,one person who tried but failed to gather enough signatures to run for the district seat,0.0,,nephew of black panther party founder huey newton one person who tried but failed to gather enough signatures to run for the district seat,0.0
,"while on fifes staff, love worked on the citys covid-19 budgeting and most recently helped shepherd fifes work with local community advocates on developing a legal tactical urbanism community pilot.",0,,Named_Person,No,,tonya love,0,,"former district director for california assemblymember rob bonta;current chief of staff for councilmember carroll fife,prospective district 7 councilmember",0.0,,"the lawyers stated in their brief,loves lawyers, from the political law firm kaufman legal group, said in their petition that love had gathered 67 signatures in total and that three of the signatures were unfairly disqualified.,love's lawyers,the lawyer representing love",0.0,,"former district director for california assemblymember rob bonta;current chief of staff for councilmember carroll fife,prospective district 7 councilmember the lawyers stated in their brief,loves lawyers, from the political law firm kaufman legal group, said in their petition that love had gathered 67 signatures in total and that three of the signatures were unfairly disqualified.,love's lawyers,the lawyer representing love",0.0
,"tactical urbanism is an increasingly popular way for locals to physically work with city staff to put up road infrastructure, like traffic islands, that slows down roads and leads to fewer collisions.",0,,Named_Person,No,,tonya love,0,,"former district director for california assemblymember rob bonta;current chief of staff for councilmember carroll fife,prospective district 7 councilmember",0.0,,"the lawyers stated in their brief,loves lawyers, from the political law firm kaufman legal group, said in their petition that love had gathered 67 signatures in total and that three of the signatures were unfairly disqualified.,love's lawyers,the lawyer representing love",0.0,,"former district director for california assemblymember rob bonta;current chief of staff for councilmember carroll fife,prospective district 7 councilmember the lawyers stated in their brief,loves lawyers, from the political law firm kaufman legal group, said in their petition that love had gathered 67 signatures in total and that three of the signatures were unfairly disqualified.,love's lawyers,the lawyer representing love",0.0
