GT_Sentence,LLM_Sentence,Sentence_Match_Score,Source_Type_GT,Source_Type_LLM,Source_Type_Match,Name_GT,Name_LLM,Name_Match_Score,Title_GT,Title_LLM,Title_Match_Score,Justification_GT,Justification_LLM,Justification_Match_Score,Title_and_Justification_GT,Title_and_Justification_LLM,Title_and_Justification_Match_Score
"“jaws dropped,” jim baker, a consultant for a state public safety enhancement initiative, recounted at a recent public meeting. “the providers recognized those folks and came to the realization that if they’re falling through the cracks in their system, who ends up dealing with them?”","the providers recognized those folks and came to the realization that if theyre falling through the cracks in their system, who ends up dealing with them?",99,Named_Person,Anonymous_Groups,No,jim baker,,0,"consultant, state public safety enhancement initiative",,0.0,"former commander of the vermont state police and one-time rutland city police chief,recounted at a recent public meeting.",a consultant for a state public safety enhancement initiative,0.30833762884140015,"consultant, state public safety enhancement initiative former commander of the vermont state police and one-time rutland city police chief,recounted at a recent public meeting.", a consultant for a state public safety enhancement initiative,0.6870397329330444
"“the 20 people that are consuming a lot of resources clearly need some, but they’re not getting the right ones,” brattleboro assistant police chief jeremy evans recently told the town selectboard. “we’re trying to get everything we have out to the service providers so that they can use that data to inform their decision-making.”","the 20 people that are consuming a lot of resources clearly need some, but theyre not getting the right ones.",99,Named_Person,Named_Person,Yes,jeremy evans,jeremy evans,100,brattleboro assistant police chief,"brattleboro assistant police chief,assistant police chief",1.0000001192092896,"recently told the town selectboard.,wrote the selectboard in a recent memorandum.",,0.0,"brattleboro assistant police chief recently told the town selectboard.,wrote the selectboard in a recent memorandum.","brattleboro assistant police chief,assistant police chief ",0.7178109884262085
"“compared to communities your size, you are consistently higher,” baker, former commander of the vermont state police and one-time rutland city police chief, recently told local leaders of their figures.","compared to communities your size, you are consistently higher.",99,Named_Person,Named_Person,Yes,jim baker,jim baker,100,"consultant, state public safety enhancement initiative",former commander of the vermont state police and one-time rutland city police chief,0.25088128447532654,"former commander of the vermont state police and one-time rutland city police chief,recounted at a recent public meeting.",consultant for a state public safety enhancement initiative,0.3085273504257202,"consultant, state public safety enhancement initiative former commander of the vermont state police and one-time rutland city police chief,recounted at a recent public meeting.",former commander of the vermont state police and one-time rutland city police chief consultant for a state public safety enhancement initiative,0.9376891851425171
"a study by the vermont nonprofit crime research group shows brattleboro police are dispatched most to the local quality inn, where the state is housing people otherwise without shelter (authorities received 181 calls there in the first half of this year), as well as to such downtown locations as the whetstone path park (112 calls so far in 2024), the groundworks collaborative shelter (93) and transportation center parking garage (57).","a study by the vermont nonprofit crime research group shows brattleboro police are dispatched most to the local quality inn, where the state is housing people otherwise without shelter (authorities received 181 calls there in the first half of this year), as well as to such downtown locations as the whetstone path park (112 calls so far in 2024), the groundworks collaborative shelter (93) and transportation center parking garage (57).",100,Documents,Named_Organization,No,,crime research group,0,,,0.0,study by the vermont nonprofit crime research group,vermont nonprofit,0.6904137134552002, study by the vermont nonprofit crime research group, vermont nonprofit,0.6904137134552002
"“the disorder we are witnessing, especially in our downtown area, has many causes and impacts,” evans wrote the selectboard in a recent memorandum. “not all of these are criminal in nature.”","the disorder we are witnessing, especially in our downtown area, has many causes and impacts.",100,Named_Person,Named_Person,Yes,jeremy evans,jeremy evans,100,brattleboro assistant police chief,"brattleboro assistant police chief,assistant police chief",1.0000001192092896,"recently told the town selectboard.,wrote the selectboard in a recent memorandum.",,0.0,"brattleboro assistant police chief recently told the town selectboard.,wrote the selectboard in a recent memorandum.","brattleboro assistant police chief,assistant police chief ",0.7178109884262085
"in the case of people receiving no-trespass notices, offenders are barred from locations if their actions “significantly disrupt the ability to provide services,” the assistant police chief said in an interview.","in the case of people receiving no-trespass notices, offenders are barred from locations if their actions significantly disrupt the ability to provide services.",100,Named_Person,Named_Person,Yes,jeremy evans,jeremy evans,100,brattleboro assistant police chief,"brattleboro assistant police chief,assistant police chief",1.0000001192092896,"recently told the town selectboard.,wrote the selectboard in a recent memorandum.",,0.0,"brattleboro assistant police chief recently told the town selectboard.,wrote the selectboard in a recent memorandum.","brattleboro assistant police chief,assistant police chief ",0.7178109884262085
"“you have a lot of people looking for help,” evans said, “but there’s a small percentage that, for whatever reason, are unable or unwilling to accept it.”","you have a lot of people looking for help, but theres a small percentage that, for whatever reason, are unable or unwilling to accept it.",100,Named_Person,Named_Person,Yes,jeremy evans,jeremy evans,100,brattleboro assistant police chief,"brattleboro assistant police chief,assistant police chief",1.0000001192092896,"recently told the town selectboard.,wrote the selectboard in a recent memorandum.",,0.0,"brattleboro assistant police chief recently told the town selectboard.,wrote the selectboard in a recent memorandum.","brattleboro assistant police chief,assistant police chief ",0.7178109884262085
"according to police, the brattleboro individual most reported (identified only as someone cited in 63 calls for the first half of this year) was acting criminally just 14% of the time.",,0,Named_Organization,,No,police,,0,,,0.0,,,0.0, ,,0.0
"authorities believe social services could help with other behavioral issues, although they note the person faces no-trespass notices at 19 locations.",,0,Anonymous_Groups,,No,authorities,,0,,,0.0,,,0.0, ,,0.0
"“unfortunately, many of those are providers,” evans said, “which creates a huge, huge problem.”","unfortunately, many of those are providers, which creates a huge, huge problem.",100,Named_Person,Named_Person,Yes,jeremy evans,jeremy evans,100,brattleboro assistant police chief,"brattleboro assistant police chief,assistant police chief",1.0000001192092896,"recently told the town selectboard.,wrote the selectboard in a recent memorandum.",,0.0,"brattleboro assistant police chief recently told the town selectboard.,wrote the selectboard in a recent memorandum.","brattleboro assistant police chief,assistant police chief ",0.7178109884262085
