SourcedStatement,SourceType,Name,Title,Justification
Alameda County recommends that any families who were notified that their schools had elevated lead levels should get their child a blood lead test.,Named Organization Sources,Alameda County,,providing health guidance for affected families
"In Berkeley Unified, water fixtures testing above 1 part per billion are taken offline and repaired.",Named Organization Sources,Berkeley Unified,,used as a comparison to highlight different lead remediation thresholds
"“This mistake has caused families stress, anxiety and panic, further limiting our community’s trust in this district,”",Named Person Sources,Max Simmons,OUSD Student Director,expressing concerns as a student representative
"“I sincerely apologize for the stress and concern this has caused our school sites, students and families. We understand the gravity of this situation and we are fully committed to taking immediate, transparent and corrective action,”",Named Person Sources,Kyla Johnson-Trammell,Superintendent,apologizing and committing to action as the district’s leader
"“There is so much trust rebuilding that has to be done for our community. We have failed. And when I say ‘we’ I mean OUSD has failed at its most basic job of not poisoning our students,”",Named Person Sources,Stuart Loebl,Sixth-grade Science Teacher at Frick United Academy of Language,expressing concerns and criticism as a teacher
"“Why didn’t you do your job? You knew months ago that the water was contaminated. You didn’t act, and you let those kids come back to school and drink poisoned water,”",Named Person Sources,Marina Muñoz,Parent at Madison Park Academy and Organizer with Communities for a Better Environment,speaking as a concerned parent and community organizer
"“This is not new to Oakland, but it is something that we need to tackle as an entire city, and we need to have community partners, philanthropic partners, as well as our county and state folks to support us in dealing with this issue,”",Named Person Sources,Valarie Bachelor,Director and Chair of OUSD’s Facilities Committee,discussing the need for collaborative efforts to address the issue
"In 2017, when OUSD was considering its clean drinking water policy, the cost to upgrade all the pipes would have been $38 million, Thomas said. Today, that number could be $50 or $60 million.",Document Sources,OUSD’s clean drinking water policy document (2017),,referenced by Preston Thomas to explain the estimated cost of upgrading pipes
The district’s safe drinking water policy states that any water sources showing lead at above 5 parts per billion must be taken offline and repaired.,Document Sources,OUSD’s safe drinking water policy,,cited to explain the district’s protocol for addressing lead contamination
"“Why didn’t you do your job? You knew months ago that the water was contaminated. You didn’t act, and you let those kids come back to school and drink poisoned water,”",Unnamed Group of People,Community members,,pointed out that other districts have lower thresholds for remediation; spoke at the school board meeting
“Now who is going to cover our medical bills? I demand you test all the kids in the district. I want to find out which kids are sick with lead poisoning!”,Unnamed Group of People,Community members,,pointed out that other districts have lower thresholds for remediation; spoke at the school board meeting
"Teachers from Frick United Academy of Language demanded to know why, if testing took place in April, fountains weren’t shut down until August.",Unnamed Group of People,Teachers,,from Frick United Academy of Language; raised concerns about the delayed shutdown of water fountains
