SourcedStatement,SourceType,Name,Title,Justification
"Researchers at the University of Pennsylvania are surveying the 1,000 Breathe participants, along with a control group of people not receiving funds.",Named Organization Sources,University of Pennsylvania,,"surveying the 1,000 Breathe participants, along with a control group of people not receiving funds"
"Strength Based Community Change also offers workshops on financial literacy, investing and credit repair.",Named Organization Sources,Strength Based Community Change,,"offers workshops on financial literacy, investing and credit repair"
"The pilot program will allow researchers to track its impact in a large, diverse region, said Sean Kline, director of the Stanford Basic Income Lab, which studies guaranteed income programs across the country.",Named Person Sources,Sean Kline,Director of the Stanford Basic Income Lab,"director of the Stanford Basic Income Lab, which studies guaranteed income programs across the country"
"“Whenever L.A. city or county or Chicago or New York do something bold like this, it’s a really important signal that this big policy idea found its footing during COVID and represents a possible way forward in terms of supporting low income people across America,” Kline said.",Named Person Sources,Sean Kline,Director of the Stanford Basic Income Lab,"director of the Stanford Basic Income Lab, which studies guaranteed income programs across the country"
"Every six months, program participants and members in the control group receive the same survey questions about their wellbeing, financially and mentally, said Amy Castro, director of Penn’s Center for Guaranteed Income Research.",Named Person Sources,Amy Castro,Director of Penn’s Center for Guaranteed Income Research,director of Penn’s Center for Guaranteed Income Research
"“There is so much we don’t know yet,” Castro said. “We don’t know how long people need to receive cash to create what level of change.”",Named Person Sources,Amy Castro,Director of Penn’s Center for Guaranteed Income Research,director of Penn’s Center for Guaranteed Income Research
"There’s also anecdotal evidence that participants are spending some on things that may help them build wealth, like starting a business or saving for a down payment on a home, said Brian Arredondo, a coach for program participants.",Named Person Sources,Brian Arredondo,Coach for program participants,a coach for program participants
"Arredondo regularly checks in with about 300 participants. He said participants come to him with a huge variety of needs, from questions about investing and money management to how to find a good mechanic.",Named Person Sources,Brian Arredondo,Coach for program participants,a coach for program participants
"“People need help with normal, everyday interactions that may be easy for some individuals,” he said. “But for others, they don’t have any prior experience with them.”",Named Person Sources,Brian Arredondo,Coach for program participants,a coach for program participants
"Participants report feeling more free to spend money on self care, outings with family members or sharing their wealth with community members. It’s those hard-to-measure impacts that are key, said Ely Fournier, who oversees the program coaches at Strength Based Community Change.",Named Person Sources,Ely Fournier,Overseer of program coaches at Strength Based Community Change,who oversees the program coaches at Strength Based Community Change
"“It can’t just be the money,” Fournier said. “It’s the opportunity and the access to experiences sometimes that really make a big difference when there is even a little bit more resources folks can have.”",Named Person Sources,Ely Fournier,Overseer of program coaches at Strength Based Community Change,who oversees the program coaches at Strength Based Community Change
