SourcedStatement,SourceType,Name,Title,Justification
A spokesperson for Southern California Edison on Monday said the power outages will impact some homes longer than others: They say 20 will be without power indefinitely and 38 will be without power for one to three weeks. The rest were slated to be without power for 24 hours.,Named Organization Sources,Southern California Edison,,A spokesperson for Southern California Edison
"On Thursday, SoCalGas announced that it was shutting off gas service to additional 29 homes in the western Seaview area and another 25 homes in the Portuguese Bend Beach Club starting at 3 p.m. Friday. The shut-offs are expected to last indefinitely, the utility added.",Named Organization Sources,SoCalGas,,SoCalGas announced
A spokesperson for Southern California Edison told LAist that the utility is not providing generators because they feel the ground is too unstable for that to be a long-term solution.,Named Organization Sources,Southern California Edison,,A spokesperson for Southern California Edison
- Never touch a fallen power line. Call the power company to report fallen power lines.,Named Organization Sources,Southern California Edison,,Advice from Southern California Edison
- Do not drive through standing water if downed powerlines are in the water.,Named Organization Sources,Southern California Edison,,Advice from Southern California Edison
"- If you’re in a vehicle with a fallen power line on it, stay in the vehicle and remain calm until help arrives. It is OK to use your cellphone to call 911. If you must leave the vehicle, remember to exit away from downed power lines and exit by jumping from the vehicle and landing with both feet together. You must not touch the vehicle and the ground at the same time. Then proceed away from the vehicle by shuffling and not picking up your feet until you are several yards away.",Named Organization Sources,Southern California Edison,,Advice from Southern California Edison
- Water and electricity don’t mix. Water is an excellent conductor of electricity. Do not step in or enter any water that a downed power line may be touching.,Named Organization Sources,Southern California Edison,,Advice from Southern California Edison
- Look first. Don't touch. The person may still be in contact with the electrical source. Touching the person may pass the current through you.,Named Organization Sources,CDC,,Advice from the CDC if you believe someone has been electrocuted
- Call or have someone else call 911 or emergency medical help.,Named Organization Sources,CDC,,Advice from the CDC if you believe someone has been electrocuted
"- Turn off the source of electricity if possible. If not, move the source away from you and the affected person using a nonconducting object made of cardboard, plastic or wood.",Named Organization Sources,CDC,,Advice from the CDC if you believe someone has been electrocuted
"- Once the person is free of the source of electricity, check the person's breathing and pulse. If either has stopped or seems dangerously slow or shallow, begin cardiopulmonary resuscitation (CPR) immediately.",Named Organization Sources,CDC,,Advice from the CDC if you believe someone has been electrocuted
"- If the person is faint or pale or shows other signs of shock, lay him or her down with the head slightly lower than the trunk of the body and the legs elevated.",Named Organization Sources,CDC,,Advice from the CDC if you believe someone has been electrocuted
"- Don't touch burns, break blisters, or remove burned clothing. Electrical shock may cause burns inside the body, so be sure the person is taken to a doctor.",Named Organization Sources,CDC,,Advice from the CDC if you believe someone has been electrocuted
"“The land movement has created a dangerous situation, and Edison is deciding to disconnect to keep that community safe,” said Jim Hanggi, a spokesperson for the utility. “It is a fluid situation and we’re working on solutions to keep the power flowing but as conditions change we’ll need to adjust to keep the community safe.”",Named Person Sources,Jim Hanggi,spokesperson for the utility,a spokesperson for the utility
"Gordon Leon told LAist he plans to move into a tiny home on his property and bought four generators to power it. He said he’s had no gas for weeks now, but water is still running. The power in his house has been shut off indefinitely, so his plan is to move off the grid.",Named Person Sources,Gordon Leon,,"Impacted residents, many of whom are older, have disabilities and bought their homes decades ago"
Leon said he and his neighbors are just trying to 'figure out how to survive.'”,Named Person Sources,Gordon Leon,,"Impacted residents, many of whom are older, have disabilities and bought their homes decades ago"
"Leon doesn't want to leave his neighborhood because he loves its beauty and that he gets to look at the ocean every day, he said.",Named Person Sources,Gordon Leon,,"Impacted residents, many of whom are older, have disabilities and bought their homes decades ago"
"The city’s mayor, John Cruikshank, told LAist on Monday that Southern California Edison should have done more earlier to transition residents off grid and prevent additional outages.",Named Person Sources,John Cruikshank,Mayor,The city’s mayor
"“We’re hearing that our residents want to stay in their homes, and we're doing everything we can to keep them in their homes,” Cruikshank said. “We're going to do everything we can to push the governor and the federal government to provide them funds.”",Named Person Sources,John Cruikshank,Mayor,The city’s mayor
The city states on its website that it is working to identify ‘hotels and other accommodations that can offer discounted rates for residents.’,Document Sources,city of Rancho Palos Verdes,,The city states on its website
Some say they weren’t given sufficient warning about the power shutoffs and aren’t sure where to go.,Unnamed Group of People,impacted residents,,"many of whom are older, have disabilities and bought their homes decades ago"
Others plan to stay.,Unnamed Group of People,impacted residents,,"many of whom are older, have disabilities and bought their homes decades ago"
