SourcedStatement,SourceType,Name,Title,Justification
"Customs and Border Protection plans to spend about $67.8 million acquiring 277 new surveillance towers and upgrading 191 existing towers along the entire 2,000-mile-long border over the next 14 years, the most recent federal contracts show.",Named Organization Sources,U.S. Customs and Border Protection,,responsible for border surveillance and security
"The Department of Homeland Security “has also acknowledged the need for better coordination, communication, and oversight,” it said in its 2021 report on its border technology.",Named Organization Sources,Department of Homeland Security,,parent organization of Customs and Border Protection; overseeing border security and technology
Anduril did not respond to a request for comment.,Named Organization Sources,Anduril,,defense company providing border surveillance technology
"Gov. Gavin Newsom has said California cannot continue providing the same level of humanitarian services for the coming fiscal year that it has in the past along the border, not while it is facing a $38 billion budget shortfall.",Named Organization Sources,Office of Gov. Gavin Newsom,,provider of state-level humanitarian services for migrants
"“That’s where we’ve seen a huge number of these towers go up,”",Named Person Sources,Dave Maass,"Director of Investigations, Electronic Frontier Foundation",expertise in tracking border surveillance installations
"“These towers aren’t checking people’s papers,”; “People have lived on the border longer than the United States has been a country. Just being somebody who lives on the border, whose family are on both sides of the border, doesn’t make you a criminal and shouldn’t put you under suspicion.”",Named Person Sources,Dave Maass,"Director of Investigations, Electronic Frontier Foundation",expertise in digital privacy and border surveillance
"“The towers deployed in California have 360-degree, AI-fueled visual and auditory surveillance capabilities,”; “If they wanted to, the government could track the movements of any individual living on the California border,”",Named Person Sources,Erika Pinheiro,"Executive Director, Al Otro Lado",expertise in humanitarian support for migrants and refugees
"“There’s just such a lack of accountability with those billions of dollars,”; “We saw this too under the Trump administration,”; “Where is this money going, if we have babies sitting out in the desert for up to a week at a time without any food or water?”",Named Person Sources,Erika Pinheiro,"Executive Director, Al Otro Lado",advocacy for humanitarian support and accountability in border spending
"The agency has received more than $700 million in funding for surveillance since fiscal year 2017, according to a 2021 report by the Office of Inspector General.",Document Sources,Office of Inspector General,,official report from 2021; providing funding information for surveillance
"Customs and Border Protection describes them on its website as “a partner that never sleeps, never needs to take a coffee break, never even blinks.”",Document Sources,Customs and Border Protection website,,official website description; providing information on surveillance tower capabilities
"Dozens of migrants at a time have waited in makeshift camps in California — enduring the barren desert with little food, water or shelter — for hours or sometimes a day or more.",Unnamed Group of People,migrants,,"waiting in makeshift camps in California; enduring the barren desert with little food, water or shelter"
Migrants sometimes huddle under the towers for protection from the elements,Unnamed Group of People,migrants,,seeking protection from the elements; presence in open-air sites
People have lived on the border longer than the United States has been a country.,Unnamed Group of People,residents,,long-time residents of the border area; having family on both sides of the border
