SourcedStatement,SourceType,Name,Title,Justification
"Customs and Border Protection says the surveillance equipment is necessary to monitor remote, rugged areas like Jacumba Hot Springs and the Otay Mountain Wilderness in San Diego County, which are increasingly becoming destinations for migrants from around the world to cross into the United States.",Named Organization Sources,U.S. Customs and Border Protection,,official statement; explaining the necessity of surveillance equipment
"The Department of Homeland Security “has also acknowledged the need for better coordination, communication, and oversight,” it said in its 2021 report on its border technology.",Named Organization Sources,Department of Homeland Security,,official report; addressing border technology and oversight
"Gov. Gavin Newsom has said California cannot continue providing the same level of humanitarian services for the coming fiscal year that it has in the past along the border, not while it is facing a $38 billion budget shortfall.",Named Organization Sources,Office of Governor Gavin Newsom,,official statement; explaining the state's budget constraints
"“That’s where we’ve seen a huge number of these towers go up,”",Named Person Sources,Dave Maass,"Director of Investigations, Electronic Frontier Foundation",expertise in tracking border surveillance installations
"“These towers aren’t checking people’s papers,”; “People have lived on the border longer than the United States has been a country. Just being somebody who lives on the border, whose family are on both sides of the border, doesn’t make you a criminal and shouldn’t put you under suspicion.”",Named Person Sources,Dave Maass,"Director of Investigations, Electronic Frontier Foundation",expertise in digital privacy and border surveillance
"“The towers deployed in California have 360-degree, AI-fueled visual and auditory surveillance capabilities,”; “If they wanted to, the government could track the movements of any individual living on the California border,”",Named Person Sources,Erika Pinheiro,"Executive Director, Al Otro Lado",expertise in humanitarian support for migrants and refugees
"“There’s just such a lack of accountability with those billions of dollars,”; “We saw this too under the Trump administration,”; “Where is this money going, if we have babies sitting out in the desert for up to a week at a time without any food or water?”",Named Person Sources,Erika Pinheiro,"Executive Director, Al Otro Lado",expertise in humanitarian aid and border policies
"According to a 2021 report by the Office of Inspector General, the agency has received more than $700 million in funding for surveillance since fiscal year 2017.",Document Sources,Office of Inspector General,,official report; providing funding information for surveillance
"The Department of Homeland Security said in its 2021 report on its border technology, “has also acknowledged the need for better coordination, communication, and oversight.”",Document Sources,Department of Homeland Security,,official report; addressing border technology and oversight
"dozens of migrants at a time have waited in makeshift camps in California — enduring the barren desert with little food, water or shelter — for hours or sometimes a day or more.",Unnamed Group of People,migrants,,waiting in makeshift camps in California; enduring harsh conditions
migrants sometimes huddle under the towers for protection from the elements,Unnamed Group of People,migrants,,seeking protection from the elements; present in open-air sites
residents whose backyards are being monitored by the surveillance towers,Unnamed Group of People,residents,,living on the border; having their backyards monitored by surveillance towers
