SourcedStatement,SourceType,Name,Title,Justification
A Southwest spokesperson told The Oaklandside that the assertion that any Oakland employee was forced to work while sick or take unpaid absences is unfounded.,Named Organization Sources,Southwest Airlines,,
"“Southwest Airlines fully complies with applicable sick leave laws in Oakland and California, as well as with the terms of a December 2020 settlement agreement with the city,” the spokesperson said in a statement.",Named Organization Sources,Southwest Airlines,,
"“Although Southwest remains willing to address the city’s concerns about sick leave policies, the airline is prepared to vigorously defend itself against these frivolous claims in court, including by asking the court to address the city’s own breach of the settlement agreement.”",Named Organization Sources,Southwest Airlines,,
"On Wednesday, City Attorney Barbara Parker filed a lawsuit in Alameda County Superior Court that accuses the airline of violating Oakland and California sick leave laws.",Named Person Sources,Barbara Parker,,
The city attorney claims that Southwest’s violations have potentially affected thousands of workers.,Named Person Sources,Barbara Parker,,
"“The City of Oakland is committed to protecting workers by ensuring that all employers in Oakland are complying with laws that protect their rights,” Parker said in a statement.",Named Person Sources,Barbara Parker,,
"According to the city attorney, Southwest didn’t restore those hours for all workers.",Named Person Sources,Barbara Parker,,
"In a press release, the city attorney said Southwest’s practices were especially detrimental during the COVID-19 pandemic, when workers were forced to report to work even when they were sick.",Named Person Sources,Barbara Parker,,
“We are grateful that the City of Oakland is holding Southwest accountable.,Named Person Sources,Eric Swygert,,
"We hope that Southwest policies and practices will finally change for good,” Eric Swygert, a Southwest employee and an elected ramp representative with the Transport Workers Union of America Local 555, said in a statement.",Named Person Sources,Eric Swygert,,
"According to the complaint, Southwest has been denying some of its workers in Oakland the right to use earned paid sick leave.",Document Sources,,,According to the complaint
The city claims that Southwest has also retaliated against workers who tried to use their leave and discouraged them from filing complaints with the city.,Document Sources,,,
The lawsuit — filed just a couple days after Labor Day—claims that Southwest has also violated an existing settlement agreement that was supposed to resolve similar problems.,Document Sources,,,
"In 2017, the city received complaints that Southwest had a policy whereby it zeroed out unused accumulated sick leave pay on January 1 of every year, rather than carry it forward.",Document Sources,,,
"In December 2020, the city and Southwest signed a settlement in which, among other things, the airline agreed to fully restore the sick leave hours it had canceled for certain workers between 2017 and 2020.",Document Sources,,,
"Some of the newer complaints from Southwest workers were filed with Oakland’s Department of Workforce Employment Standards, which enforces wage and hour laws in the city.",Unnamed Group of People,Southwest workers,,"Some of the newer complaints from Southwest workers were filed with Oakland’s Department of Workforce Employment Standards, which enforces wage and hour laws in the city."
