SourcedStatement,SourceType,Name,Title,Justification
"The Economic Roundtable, the nonprofit research organization the city commissioned to carry out the study, submitted its report to the L.A. Housing Department.",Named Organization Sources,Economic Roundtable,,The city commissioned the Economic Roundtable to carry out the study.
The city’s housing officials have been in possession of the Economic Roundtable report since May.,Named Organization Sources,Economic Roundtable,,The city commissioned the Economic Roundtable to carry out the study.
LAist obtained the report through a public records request.,Named Organization Sources,LAist,,LAist obtained the report through a public records request.
"The National Apartment Association, a trade group for property owners, concluding that California landlords earn 7 cents of profit on average for every dollar of rent.",Named Organization Sources,National Apartment Association,,Landlord advocates strongly disputed the report’s conclusions.
The Apartment Association of Greater Los Angeles pointed to recent data from the National Apartment Association.,Named Organization Sources,Apartment Association of Greater Los Angeles,,Landlord advocates strongly disputed the report’s conclusions.
"“What [the report] is trying to do is make a PR effort to lay the groundwork to chip away at what little ability landlords have in L.A. to be able to raise rents and be able to keep up with their costs,” Yukelson said.",Named Person Sources,Daniel Yukelson,Apartment Association of Greater Los Angeles representative,LAist shared the report with advocates for landlords and tenants.
"“Small landlords are able to maintain their profits and draw income above their expenses — they haven't been overly burdened by rent stabilization,” said Christina Boyar, a legal fellow with Public Counsel and a member of the Keep L.A. Housed coalition.",Named Person Sources,Christina Boyar,Legal fellow with Public Counsel and a member of the Keep L.A. Housed coalition,LAist shared the report with advocates for landlords and tenants.
"“The cost of electricity is just going to continue going up,” Yukelson with the Apartment Association said.",Named Person Sources,Daniel Yukelson,Apartment Association of Greater Los Angeles representative,LAist shared the report with advocates for landlords and tenants.
"“As we await the finalized version of this report, it’s heartening to see so much data supporting the policy changes that renters have been demanding — especially when it comes to preventing excessive rent increases that can devastate working families,” Soto-Martínez told LAist.",Named Person Sources,Hugo Soto-Martínez,Council member,"Soto-Martinez, one of the council members who requested the report be commissioned — has already called for capping increases at 3%."
"“The substance of the report is final. It was submitted as a final report and accepted by the city as a final work product,” Flaming said.",Named Person Sources,Daniel Flaming,President of the Economic Roundtable and a co-author of the report,Flaming said he didn’t have a good answer for why the report was kept under wraps.
"Over the course of 193 pages, the report offers an extensive analysis of the L.A. rental housing market, challenges facing both tenants and landlords, and the impact of the city’s Rent Stabilization Ordinance.",Document Sources,Economic Roundtable,,LAist obtained the report through a public records request.
The report notes that because L.A. has a 3% floor on annual increases — even in years when the consumer price index is lower — landlords have often been allowed to raise rents above inflation.,Document Sources,Economic Roundtable,,LAist obtained the report through a public records request.
The report recommends changing the formula for deciding annual increases for rent-controlled apartments.,Document Sources,Economic Roundtable,,LAist obtained the report through a public records request.
"About 59% of the city’s renters spend more than 30% of their income on rent, a level considered unaffordable by federal government standards.",Unnamed Group of People,renters,,Housing costs are a major burden for many L.A. households.
About one-fifth of L.A. renters are living below the federal poverty line.,Unnamed Group of People,renters,,Housing costs are a major burden for many L.A. households.
Just over half of those renters spend 90% of their income or more on rent.,Unnamed Group of People,renters,,Housing costs are a major burden for many L.A. households.
