SourcedStatement,SourceType,Name,Title,Justification
"The U.S. Army was making 14,000 artillery shells a month prior to the conflict. Now, officials at the plant told Morning Edition that the army is producing 36,000 shells a month, up from 24,000 just six months ago.",Named Organization Sources,U.S. Army,,officials at the plant told Morning Edition
"The Tobyhanna Army Depot, which specializes in logistics support and radar equipment for foreign allies such as Ukraine, estimates that the company has a $2.4 billion dollar impact on the area and that it is the largest industrial employer in the region.",Named Organization Sources,Tobyhanna Army Depot,,which specializes in logistics support and radar equipment for foreign allies such as Ukraine
"“We’re all about quality jobs, and that’s a quality organization,”",Named Person Sources,Bob Durkin,President and Chief Executive Officer of the Scranton Chamber of Commerce,the president and chief executive officer of the Scranton Chamber of Commerce
"“It’s not $277 million that stays here. But, you know, it’s a good chunk of it,”",Named Person Sources,Matt Cartwright,Congressman,who sits on the House Appropriations Committee and represents Scranton and other parts of Northeastern Pennsylvania
"“I don’t really think that people dwell or concentrate on anything that’s going on outside of their sphere of influence,”",Named Person Sources,Rich Hansen,Commander’s Representative at the Scranton Army Ammunition Plant,the Commander’s Representative at the Scranton Army Ammunition Plant
"“We had a job fair in the middle of a heat wave and there was still a line going out of the door,”",Named Person Sources,Danielle Weinschenk,Lead Public Affairs Specialist at the Tobyhanna Army Depot,the lead Public Affairs Specialist at the Tobyhanna Army Depot
"“With the Ukraine support, you know, one day I was sitting there thinking about what needs to be done, and it kind of hit me that what we were doing directly affects whether people live or die,”",Named Person Sources,Jim Jarick,Senior Technology Center Engineer at the Tobyhanna Army Depot,a senior technology center engineer at the Tobyhanna Army Depot
"“At the height of last year’s counteroffensive, the Ukrainians were firing about 6,000 a day, ”",Named Person Sources,Mark Cancian,Senior Advisor at the Center for Strategic and International Studies,a senior advisor at the Center for Strategic and International Studies
"“Our first task is to save our people,”",Named Person Sources,Olksandr Popov,Commander of a Ukrainian Artillery Unit,the commander of a Ukrainian artillery unit
"“We had a job fair in the middle of a heat wave and there was still a line going out of the door,”",Unnamed Group of People,null,,"We had another one when it was pouring rain, and the same thing happened."
