SourcedStatement,SourceType,Name,Title,Justification
Aaliyah Wilburn moved to Vermont two years ago and has faced more hair discrimination here than ever before.,Named Person Sources,Aaliyah Wilburn,,"A senior at North Country Union High School in Newport, Wilburn, 17; Wilburn, a leader with the Vermont Student Anti-Racism Network."
"“She then told me that I felt like a sheep and she imitated the noises of one,” said Wilburn, a leader with the Vermont Student Anti-Racism Network.",Named Person Sources,Aaliyah Wilburn,,"A senior at North Country Union High School in Newport, Wilburn, 17; Wilburn, a leader with the Vermont Student Anti-Racism Network."
"“Later in the day, someone took it off me,” she said.",Named Person Sources,Aaliyah Wilburn,,"A senior at North Country Union High School in Newport, Wilburn, 17; Wilburn, a leader with the Vermont Student Anti-Racism Network."
"“I wouldn’t be scared of going out with a bonnet or a head wrap if this bill was in place at the time of these incidents,” she said in an email.",Named Person Sources,Aaliyah Wilburn,,"A senior at North Country Union High School in Newport, Wilburn, 17; Wilburn, a leader with the Vermont Student Anti-Racism Network."
"Addie Lentzner, executive director of the student anti-racism network, said she has seen hair discrimination in schools — not just in policies and norms but also in the form of microaggressions and racial bias.",Named Person Sources,Addie Lentzner,executive director,"Addie Lentzner, executive director of the student anti-racism network."
"“I think it’s a huge problem in our schools and this bill would help address it,” Lentzner said.",Named Person Sources,Addie Lentzner,executive director,"Addie Lentzner, executive director of the student anti-racism network."
"Modeled after language promoted as the CROWN Act and already enacted in 23 other states, including New York and Maine, the bill aims to prevent “an erasure and minimization of the experiences of marginalized people,” particularly Black and brown people, Rep. Saudia LaMont, D-Morristown, said during a preliminary vote on the bill Tuesday.",Named Person Sources,Rep. Saudia LaMont,Representative,"Rep. Saudia LaMont, D-Morristown."
"“Hair and head coverings do not determine behavior, capacity or competency and people should not be penalized, discriminated against or treated as such,” she said.",Named Person Sources,Rep. Saudia LaMont,Representative,"Rep. Saudia LaMont, D-Morristown."
"Hair discrimination is degrading, disrespectful and invades people’s privacy in deep ways, said one of the bill’s primary sponsors, Rep. Kevin “Coach” Christie, D-Hartford.",Named Person Sources,Rep. Kevin “Coach” Christie,Representative,"Rep. Kevin “Coach” Christie, D-Hartford; one of the bill’s primary sponsors."
"“It seems like a small bill but in actuality, it’s another big block in the foundation of equity in the state,” Christie said, adding that it pains him when families choose to leave Vermont after facing racial bullying, hazing and harassment.",Named Person Sources,Rep. Kevin “Coach” Christie,Representative,"Rep. Kevin “Coach” Christie, D-Hartford; one of the bill’s primary sponsors."
"Representing Vermont’s most diverse community, Rep. Daisy Berbeco, D-Winooski, also a sponsor, told VTDigger the bill is an important step in advancing equity and “a step in the right direction towards people feeling safe and welcome in our state, no matter where they are in Vermont.”",Named Person Sources,Rep. Daisy Berbeco,Representative,"Rep. Daisy Berbeco, D-Winooski; also a sponsor."
"Rep. Mike Mrowicki, D-Putney, another bill sponsor, said he has heard from constituents who have faced discrimination due to their hair.",Named Person Sources,Rep. Mike Mrowicki,Representative,"Rep. Mike Mrowicki, D-Putney; another bill sponsor."
"“The reality that people of color are often ostracized or mistreated because of their hair. It can be as seemingly innocent as people wanting to touch it — which is really an invasion of people’s space,” he said.",Named Person Sources,Rep. Mike Mrowicki,Representative,"Rep. Mike Mrowicki, D-Putney; another bill sponsor."
"Wilburn and the student anti-racism network support a bill, which the Vermont House passed in a landslide vote on Wednesday, that would prohibit racial discrimination by hair types, textures and styles.",Unnamed Group of People,student anti-racism network,,"Wilburn, a leader with the Vermont Student Anti-Racism Network; Addie Lentzner, executive director of the student anti-racism network, said she has seen hair discrimination in schools — not just in policies and norms but also in the form of microaggressions and racial bias."
