SourcedStatement,SourceType,Name,Title,Justification
Republican Gov. Jim Pillen’s office did not immediately respond to messages Thursday by The Associated Press asking whether he would sign the bill into law.,Named Organization Sources,Republican Gov. Jim Pillen’s office,,
"As of October 2023, 26 states and the District of Columbia had expanded voting rights to people living with felony convictions, according to The Sentencing Project, a nonprofit sentencing advocacy group that studies criminal justice policy.",Named Organization Sources,The Sentencing Project,,a nonprofit sentencing advocacy group that studies criminal justice policy
"The bill, introduced for years by Omaha state Sen. Justin Wayne, passed by a wide margin in the last year of Wayne’s second term.",Named Person Sources,Justin Wayne,Omaha state Sen.,
He is barred by term limits from running this year for a third term.,Named Person Sources,Justin Wayne,Omaha state Sen.,
"The passage of the bill “means everything for the thousands of people who have not been full participants in society,” said TJ King, a Nebraska-based outreach specialist with the advocacy group Black and Pink who was unable to vote in the 2022 general election after coming off probation for drug and theft convictions three months earlier.",Named Person Sources,TJ King,outreach specialist,a Nebraska-based outreach specialist with the advocacy group Black and Pink who was unable to vote in the 2022 general election after coming off probation for drug and theft convictions three months earlier
King said the bill’s passage is the final layer in his ability to be civically engaged and “have a full voice and complete connection to the community.”,Named Person Sources,TJ King,outreach specialist,a Nebraska-based outreach specialist with the advocacy group Black and Pink who was unable to vote in the 2022 general election after coming off probation for drug and theft convictions three months earlier
"“Studies have shown that if you allow people to engage in their community upon being released, the recidivism rate drops,” Wayne said during a public hearing for the bill last year.",Named Person Sources,Justin Wayne,Omaha state Sen.,
"“We spend on average $42,000 a year on prisoners, of which we have around a 30 percent recidivism rate.",Named Person Sources,Justin Wayne,Omaha state Sen.,
"“One year, I brought in a little chart that says if we just cut it by 10 percent, we’re saving around $5 million a year.”",Named Person Sources,Justin Wayne,Omaha state Sen.,
"As of October 2023, 26 states and the District of Columbia had expanded voting rights to people living with felony convictions, according to The Sentencing Project, a nonprofit sentencing advocacy group that studies criminal justice policy.",Named Person Sources,Nicole Porter,senior director of advocacy,at The Sentencing Project
"As a result, voting rights have been restored to over 2 million people, said Nicole Porter, senior director of advocacy at The Sentencing Project.",Named Person Sources,Nicole Porter,senior director of advocacy,at The Sentencing Project
