SourcedStatement,SourceType,Name,Title,Justification
"A prospective District 7 councilmember sued the Alameda County Registrar of Voters last week, saying in a petition that three of her supporters’ signatures required to qualify for the ballot were incorrectly discounted due to “minor technical errors.”",Named Organization Sources,Alameda County Registrar of Voters,,The Alameda County Registrar of Voters is the entity responsible for validating signatures for the District 7 council race.
The county attorneys countered in a brief that the state election code deems signatures on a nomination form invalid if they don’t include a signature and a printed name and if the address of the candidate’s supporter is not consistent with their voter registration form.,Named Organization Sources,county attorneys,,The county attorneys are representing the Alameda County Registrar of Voters in the legal case regarding Love’s candidacy.
The Alameda County Registrar is scheduled to send the final ballot for printing on Friday.,Named Organization Sources,Alameda County Registrar,,The Alameda County Registrar is responsible for finalizing and printing the ballot for the upcoming election.
"Tonya Love, former district director for California Assemblymember Rob Bonta and current chief of staff for Councilmember Carroll Fife, failed to qualify for the council race earlier this month because she hadn’t gathered enough signatures.",Named Person Sources,Tonya Love,former district director for California Assemblymember Rob Bonta and current chief of staff for Councilmember Carroll Fife,Tonya Love is a prospective District 7 councilmember and the subject of the legal case discussed in the article.
"“While we are disappointed by the court’s decision not to place us on the ballot in November, I remain undeterred in my commitment to serving Oakland and our communities,” she wrote.",Named Person Sources,Tonya Love,null,Tonya Love is a prospective District 7 councilmember and the subject of the legal case discussed in the article.
"“My dedication to our city does not begin nor end with a campaign. There are many ways to effect change and ensure our voices are heard. I will continue to work alongside each of you, advocating for public health, safety, and equitable development in Oakland.”",Named Person Sources,Tonya Love,null,Tonya Love is a prospective District 7 councilmember and the subject of the legal case discussed in the article.
"“These technical errors should not prevent the intent of the voters from being realized and the signatures counted towards verification,” the lawyers stated in their brief.",Named Person Sources,Love’s lawyers,null,Love’s lawyers are representing her in the legal case to validate her candidacy for the District 7 council seat.
"“The Elections Code and Oakland Ordinances only require that registered voters residing within the District sign the petition. The three individuals who signed the nomination petition but did not have their signatures counted met these basic requirements and, in addition, substantially complied with the applicable law.”",Named Person Sources,Love’s lawyers,null,Love’s lawyers are representing her in the legal case to validate her candidacy for the District 7 council seat.
"Judge Markman said that it appeared that the county registrar, Tim Dupuis, didn’t do “anything wrong” in this instance.",Named Person Sources,Judge Michael Markman,Alameda County Superior Court Judge,Judge Michael Markman is presiding over the legal case regarding Love’s candidacy for the District 7 council seat.
"“My understanding is that there are other candidates for this particular district city council who would’ve liked the opportunity to have more time to gather and submit signatures, and the process needs to be uniform,” he said.",Named Person Sources,Judge Michael Markman,Alameda County Superior Court Judge,Judge Michael Markman is presiding over the legal case regarding Love’s candidacy for the District 7 council seat.
"“In its implementation, it looks like the ROV attempted to do that here.”",Named Person Sources,Judge Michael Markman,Alameda County Superior Court Judge,Judge Michael Markman is presiding over the legal case regarding Love’s candidacy for the District 7 council seat.
"“There are only three in this one,” he said, “but I can imagine scenarios where it could be 23 in future cases.”",Named Person Sources,Judge Michael Markman,Alameda County Superior Court Judge,Judge Michael Markman is presiding over the legal case regarding Love’s candidacy for the District 7 council seat.
"In an interview with The Oaklandside last week, Newton was resigned to his failure to gather enough signatures–he picked up 37–but said he would work with whoever came out ahead in the race to help improve the community.",Named Person Sources,David Newton,null,David Newton is a prospective candidate for the District 7 council seat who failed to gather enough signatures.
