SourcedStatement,SourceType,Name,Title,Justification
"More than 4.6 million people are disenfranchised in the United States because of felony convictions, according to the Sentencing Project, which studies the issue and advocates for restoration of voting rights for former felons.",Named Organization Sources,the Sentencing Project,,which studies the issue and advocates for restoration of voting rights for former felons
"At least 14 states have introduced proposals this year focused on restoration of voting rights, according to the Brennan Center for Justice.",Named Organization Sources,Brennan Center for Justice,,
"Voting, King said in an interview, gives 'a little bit of your strength back and a little bit of your voice back. Being able to vote, being able to have a say in what happens in your society, in your state, is extremely important.'",Named Person Sources,TJ King,outreach specialist with the Nebraska AIDS Project,"An outreach specialist with the Nebraska AIDS Project, King came off probation in August after serving time for drug and theft convictions; King works in the HIV/AIDS field and volunteers at various organizations, but said voting is still the most direct way to be involved and became tearful when talking about being unable to vote"
"'I felt so hopeless and helpless not being able to have my voice heard in this last election,' King said. 'There are a lot of things that were on the ballot here in Nebraska that hit home with a lot of things that I advocate for.'",Named Person Sources,TJ King,outreach specialist with the Nebraska AIDS Project,"An outreach specialist with the Nebraska AIDS Project, King came off probation in August after serving time for drug and theft convictions; King works in the HIV/AIDS field and volunteers at various organizations, but said voting is still the most direct way to be involved and became tearful when talking about being unable to vote"
"'Restoring voting rights really is an issue where we’ve seen bipartisan momentum,' said Patrick Berry, counsel for the Democracy program at the Brennan Center.",Named Person Sources,Patrick Berry,counsel for the Democracy program at the Brennan Center,counsel for the Democracy program at the Brennan Center
"In Nebraska, nearly 18,000 people are unable to vote because of felony convictions, said the Sentencing Project’s director of advocacy, Nicole Porter. That includes 7,072 who fall under the two-year wait requirement and are currently unable to cast a ballot. The rest have not completed their full sentences.",Named Person Sources,Nicole Porter,director of advocacy at the Sentencing Project,the Sentencing Project’s director of advocacy
"'You’re civically dead and you can’t vote for the people who are levying those taxes,' he said.",Named Person Sources,Steve Smith,member of Civic Nebraska,"Steve Smith of Civic Nebraska, part of a large coalition of groups supporting the measure"
"Nebraska is alone in requiring a general waiting period beyond imprisonment and release from parole or probation, said Margaret Love, co-founder and director of the Collateral Consequences Resource Center, which keeps a 50-state database on restoration of rights.",Named Person Sources,Margaret Love,co-founder and director of the Collateral Consequences Resource Center,"co-founder and director of the Collateral Consequences Resource Center, which keeps a 50-state database on restoration of rights"
"'When people get out of our system, they’ve got to feel engaged in their community, and the number one way for a person to feel engaged in their community is to be able to vote for the leadership of that community,' he said.",Named Person Sources,Justin Wayne,Democratic state Sen.,"Democratic state Sen. Justin Wayne, who represents parts of Omaha with strong minority populations"
"'I do think that hopefully the waiting period reinforces the fact that voting is something very special, and hopefully that will be part of the things that an individual would consider if they’re tempted to break the law again,' she said.",Named Person Sources,Kathy Wilcot,member of the University of Nebraska Board of Regents,"Kathy Wilcot, a member of the University of Nebraska Board of Regents, was the lone dissenter from among the nearly 20 witnesses who spoke on Wayne’s bill. Wilcot stressed she was speaking as an individual and not on behalf of the university."
"For the people she works with, being able to register to vote provides a sense of acceptance, especially when there are so many barriers on where they can live, jobs they can work and who they can associate with, she said.",Named Person Sources,Demetrius Gatson,executive director of Q.U.E.E.N.S Butterfly House,"Demetrius Gatson is among the more than 10,000 people in Nebraska who has no right to vote because they haven’t completed their sentences; Since her 2018 release, she has obtained graduate degrees and served in a variety of volunteer roles. Now 48, Gatson has set up her own nonprofit and is executive director of Q.U.E.E.N.S Butterfly House, a safe house for women trying to reenter society."
'I don’t have a say in anything that goes on in my country because I’m a felon.',Named Person Sources,Demetrius Gatson,executive director of Q.U.E.E.N.S Butterfly House,"Demetrius Gatson is among the more than 10,000 people in Nebraska who has no right to vote because they haven’t completed their sentences; Since her 2018 release, she has obtained graduate degrees and served in a variety of volunteer roles. Now 48, Gatson has set up her own nonprofit and is executive director of Q.U.E.E.N.S Butterfly House, a safe house for women trying to reenter society."
"'You can’t harm society by voting,' he said. 'You can only help it.'",Named Person Sources,Steven Scott,,"Steven Scott, 33, was paroled in 2015 after serving more than four years on assault and other charges. After his release, he was rejected repeatedly for apartments, got a job only because his boss knew him and had his pursuit of an advanced degree derailed after his record came to light. He is now married with two small children and owns his own business, a physical rehabilitation and athletic coaching center. He also has regained voting rights and cast ballots for Republican candidates in his first elections, including 2020."
"Three of the witnesses with criminal records who spoke in favor of the legislation said in later interviews the waiting period is not a deterrent to future crime, but rather a barrier for those who have served their sentences.",Unnamed Group of People,witnesses with criminal records,,three of the witnesses with criminal records who spoke in favor of the legislation; said in later interviews
