SourcedStatement,SourceType,Name,Title,Justification
The initial goal was for MALS to use the money to hire a few employees — including a former code inspector since property conditions almost always drive the disputes. The nonprofit would then find tenants and landlords who seemed headed toward eviction and prevent at least 300 evictions — all in a year.,Named Organization Sources,Memphis Area Legal Services,,the nonprofit
"But receiving the money from the county turned into an adventure. The cash didn’t make it to MALS until February 2024, due to problems with how the County Commission resolution was originally drafted, Henderson said.",Named Organization Sources,Memphis Area Legal Services,,the nonprofit
"By then, Ettingoff was no longer with MALS, and the interim executive director, Loyce Lambert Ryan, was dealing with the fallout of a major cyber attack. Ultimately, MALS wasn’t able to launch the program in earnest until June.",Named Organization Sources,Memphis Area Legal Services,,the nonprofit
"Recently, MALS worked with a woman who was living in a house that 'should not be lived in by anyone' and was starting to fall behind on rent, Henderson said.",Named Organization Sources,Memphis Area Legal Services,,the nonprofit
"To drum up more business, Henderson and MALS attorney Cedric Harris, who is leading the program, have been spending a few nights and weekends this summer speaking to churches, on radio shows and at other events.",Named Organization Sources,Memphis Area Legal Services,,the nonprofit
Interested in applying for Memphis Area Legal Services’ new landlord-tenant mediation program? Call 901-432-4663.,Named Organization Sources,Memphis Area Legal Services,,the nonprofit
"Its leaders are scheduled to present to the County Commission at the end of 2024, in hopes they can receive additional county funding after this first $240,000 runs out in February 2025.",Named Organization Sources,Shelby County Commission,,"secured $240,000 in the county budget to pilot a pre-litigation mediation program for landlord-tenant disputes"
"For years, Woods’ relationship with his longtime landlord has been deteriorating. About nine months ago, the two men agreed he could withhold rent until repairs were made, he said.",Named Person Sources,Bryant Woods,null,He left the courthouse without much hope.
"Then, recently, his landlord caught him by surprise and filed for eviction. He couldn’t prove his missed rent payments were part of a verbal agreement, so the judge granted the property owner’s request and told Woods his family had 10 days to move.",Named Person Sources,Bryant Woods,null,He left the courthouse without much hope.
"The cash didn’t make it to MALS until February 2024, due to problems with how the County Commission resolution was originally drafted, Henderson said.",Named Person Sources,Deborah Henderson,Judge,"one of the court’s judges, Deborah Henderson; Shelby County Commissioner Erika Sugarmon; and Cindy Ettingoff, then-CEO of Memphis Area Legal Services, last summer secured $240,000 in the county budget to pilot a pre-litigation mediation program for landlord-tenant disputes"
But Henderson has been happy with the results since then.,Named Person Sources,Deborah Henderson,Judge,"one of the court’s judges, Deborah Henderson; Shelby County Commissioner Erika Sugarmon; and Cindy Ettingoff, then-CEO of Memphis Area Legal Services, last summer secured $240,000 in the county budget to pilot a pre-litigation mediation program for landlord-tenant disputes"
"Recently, MALS worked with a woman who was living in a house that 'should not be lived in by anyone' and was starting to fall behind on rent, Henderson said.",Named Person Sources,Deborah Henderson,Judge,"one of the court’s judges, Deborah Henderson; Shelby County Commissioner Erika Sugarmon; and Cindy Ettingoff, then-CEO of Memphis Area Legal Services, last summer secured $240,000 in the county budget to pilot a pre-litigation mediation program for landlord-tenant disputes"
Though the program has only helped a couple of tenants so far — not 300 — Henderson believes it’s already proving its value.,Named Person Sources,Deborah Henderson,Judge,"one of the court’s judges, Deborah Henderson; Shelby County Commissioner Erika Sugarmon; and Cindy Ettingoff, then-CEO of Memphis Area Legal Services, last summer secured $240,000 in the county budget to pilot a pre-litigation mediation program for landlord-tenant disputes"
"Henderson believes the program will require a much longer pilot period before it’s able to produce the proof necessary to create a housing court. But, despite the rough start, she remains 'very hopeful' for its future.",Named Person Sources,Deborah Henderson,Judge,"one of the court’s judges, Deborah Henderson; Shelby County Commissioner Erika Sugarmon; and Cindy Ettingoff, then-CEO of Memphis Area Legal Services, last summer secured $240,000 in the county budget to pilot a pre-litigation mediation program for landlord-tenant disputes"
"“There are no income limits or income requirements,” Henderson told a WLOK-AM audience earlier this summer. “If you’re a tenant who is having trouble with your landlord, you need to give us a call. … If you’re a landlord and you have a troublesome tenant … give us a call.”",Named Person Sources,Deborah Henderson,Judge,"one of the court’s judges, Deborah Henderson; Shelby County Commissioner Erika Sugarmon; and Cindy Ettingoff, then-CEO of Memphis Area Legal Services, last summer secured $240,000 in the county budget to pilot a pre-litigation mediation program for landlord-tenant disputes"
"Nicole Grida, the new MALS CEO, said her team has started creating marketing materials for the program, building partnerships with local nonprofits and screening folks who call in for other services to see if they will fit the program’s criteria, which has resulted in many promising leads.",Named Person Sources,Nicole Grida,CEO,the new MALS CEO
"For the program to succeed, Grida said raising greater awareness will be key, as most Memphians it could help don’t yet know it exists.",Named Person Sources,Nicole Grida,CEO,the new MALS CEO
"Meanwhile, Grida said MALS is looking for other funders interested in backing the effort.",Named Person Sources,Nicole Grida,CEO,the new MALS CEO
"Woods’ case, for instance, sounded like a perfect fit for mediation, Henderson said, if only they’d found him before the eviction was filed.",Named Person Sources,Deborah Henderson,Judge,"one of the court’s judges, Deborah Henderson; Shelby County Commissioner Erika Sugarmon; and Cindy Ettingoff, then-CEO of Memphis Area Legal Services, last summer secured $240,000 in the county budget to pilot a pre-litigation mediation program for landlord-tenant disputes"
"“We could have drafted a document that ensured the landlord (followed the verbal agreement),” she said.",Named Person Sources,Deborah Henderson,Judge,"one of the court’s judges, Deborah Henderson; Shelby County Commissioner Erika Sugarmon; and Cindy Ettingoff, then-CEO of Memphis Area Legal Services, last summer secured $240,000 in the county budget to pilot a pre-litigation mediation program for landlord-tenant disputes"
