SourcedStatement,SourceType,Name,Title,Justification
The county attorneys countered in a brief that the state election code deems signatures on a nomination form invalid if they don’t include a signature and a printed name and if the address of the candidate’s supporter is not consistent with their voter registration form.,Named Organization Sources,county attorneys,,null
The Alameda County Registrar is scheduled to send the final ballot for printing on Friday.,Named Organization Sources,Alameda County Registrar,,null
The message was cheered on by several community members and organizations such as the East Oakland Collective nonprofit.,Named Organization Sources,East Oakland Collective nonprofit,,null
"“While we are disappointed by the court’s decision not to place us on the ballot in November, I remain undeterred in my commitment to serving Oakland and our communities,” she wrote. “My dedication to our city does not begin nor end with a campaign. There are many ways to effect change and ensure our voices are heard. I will continue to work alongside each of you, advocating for public health, safety, and equitable development in Oakland.”",Named Person Sources,Tonya Love,former district director for California Assemblymember Rob Bonta and current chief of staff for Councilmember Carroll Fife,null
"Judge Markman said that it appeared that the county registrar, Tim Dupuis, didn’t do “anything wrong” in this instance.",Named Person Sources,Michael Markman,Alameda County Superior Court Judge,null
"“My understanding is that there are other candidates for this particular district city council who would’ve liked the opportunity to have more time to gather and submit signatures, and the process needs to be uniform,” he said. “In its implementation, it looks like the ROV attempted to do that here.”",Named Person Sources,Michael Markman,Alameda County Superior Court Judge,null
The judge also noted that he was wary of approving the request lest it turn the courts into “a clearing house for attempting to verify signatures.”,Named Person Sources,Michael Markman,Alameda County Superior Court Judge,null
"“There are only three in this one,” he said, “but I can imagine scenarios where it could be 23 in future cases.”",Named Person Sources,Michael Markman,Alameda County Superior Court Judge,null
"The lawyer representing Love said that the judge could limit his ruling to the type of unusual last-minute circumstance this represents, in which a candidate had only a couple of days to gather signatures.",Named Person Sources,null,lawyer representing Love,null
"In an interview with The Oaklandside last week, Newton was resigned to his failure to gather enough signatures–he picked up 37–but said he would work with whoever came out ahead in the race to help improve the community.",Named Person Sources,David Newton,nephew of Black Panther Party founder Huey Newton,null
"“We are moving forward because our campaign is committed to fighting for equity and social justice for our community in District 7,” she wrote. “We believe that every resident deserves to be represented and have access to the resources and opportunities to thrive.”",Named Person Sources,Tonya Love,former district director for California Assemblymember Rob Bonta and current chief of staff for Councilmember Carroll Fife,null
"Tonya Love, former district director for California Assemblymember Rob Bonta and current chief of staff for Councilmember Carroll Fife, failed to qualify for the council race earlier this month because she hadn’t gathered enough signatures. To qualify, a candidate needs to gather and submit at least 50 valid signatures; the registrar approved only 47 for Love.",Document Sources,null,,null
"Love’s lawyers, from the political law firm Kaufman Legal Group, said in their petition that Love had gathered 67 signatures in total and that three of the signatures were unfairly disqualified.",Document Sources,null,,null
The county attorneys countered in a brief that the state election code deems signatures on a nomination form invalid if they don’t include a signature and a printed name and if the address of the candidate’s supporter is not consistent with their voter registration form.,Document Sources,null,,null
The lawyers asked the court to direct the registrar to validate those signatures and place Love on the Nov. 5 ballot.,Document Sources,null,,null
"After Love’s lawyers submitted their petition on Aug. 20, the Alameda Court originally set a conference for September 24, but lawyers for the county asked for the hearing to be moved up to today, to ensure there was enough time to create the ballots.",Document Sources,null,,null
