SourcedStatement,SourceType,Name,Title,Justification
The Poor People’s Campaign is planning simultaneous actions on March 2 at over 30 state capitols.,Named Organization Sources,Poor People’s Campaign,,"The Poor People’s Campaign is planning simultaneous actions on March 2 at over 30 state capitols to launch “the campaign and highlight the policies being promulgated in state houses across the country that are hurting the poor or distracting from addressing the real issues facing poor and low-wealth people,” according to the PPC."
Lake’s analysis was certainly born out in the recently concluded South Carolina Democratic Primary where President Biden easily prevailed but what has professional Democrats worried was the anemic turnout in a state where Black voters are pivotal and voter engagement has been downhill since President Obama.,Named Organization Sources,Lake Research Partners,,"respected pollster Celinda Lake, President of Lake Research Partners"
"“This is why I am organizing with the Massachusetts Poor People's Campaign. We have got to get our power as people, get back the mic, raise our voices and register voters. Forward together!""",Named Organization Sources,Massachusetts Poor People's Campaign,,organizer with the Massachusetts Poor People's Campaign and SEIU 1199
"“They’re saying that they’re not voting because people are not speaking to their issues and that they’re just not interested in those candidates,” Hartley, told the New York Times “But it’s not that they couldn’t be.”",Named Person Sources,Robert Paul Hartley,Columbia University researcher,Columbia University researcher Robert Paul Hartley found that only 46 percent of voters with household income less than twice the federal poverty rate cast a ballot in 2016
"If voters want to vote the GOP into extinction they can do it by waking what the Rev. Dr. William Barber calls the “sleeping giant” that’s the low-wage, low-wealth multi-racial voter cohort.",Named Person Sources,Rev. Dr. William Barber,Rev. Dr.,"Rev. Dr. William Barber calls the “sleeping giant” that’s the low-wage, low-wealth multi-racial voter cohort"
"“In 2024, the election is going to be about mobilization,” Lake told reporters.",Named Person Sources,Celinda Lake,President of Lake Research Partners,"respected pollster Celinda Lake, President of Lake Research Partners"
"“For far too long extremists have blamed poor people and low wage people for their plight while moderates too often have ignored poor people, appealing instead to the so-called middle class while the poor and low wage people have become nearly half of this country,” Barber told reporters.",Named Person Sources,Barber,Rev. Dr.,"Barber continued: “Poverty is now the fourth leading crisis of death in America, a moral crisis in America taking the lives of 800 people a day and this is before and after COVID…These are the issues that must be at the center of the narrative of a democracy in our country."
"“We are mobilizing, organizing, registering and educating people for a movement that votes, votes for healthcare and debt cancellation, votes for living wages and string anti-poverty programs and votes for fair taxes and the demilitarizing of our communities and world,” said Rev. Dr. Liz Theoharis",Named Person Sources,Rev. Dr. Liz Theoharis,Rev. Dr.,"Rev. Dr. Liz Theoharis who noted that since the last presidential election close to 1,000 voter suppression bills have been introduced"
"“I work for MassHealth as a Personal Care Attendant, helping to take care of people with disabilities and who are sick and need help with their daily activities. But I do not have health insurance myself,” Guzman told reporters.",Named Person Sources,Janice Guzman,organizer with the Massachusetts Poor People's Campaign and SEIU 1199,"Janice Guzman, an organizer with the Massachusetts Poor People's Campaign and SEIU 1199"
"Columbia University study undertaken of the 2106 electorate with the support of the Poor People’s Campaign, which studied the low-wage voter cohort and found a majority of them did not vote and when they were surveyed they explained they didn’t turn out because they didn’t hear candidates discuss issues that had any relevancy to their lives.",Document Sources,Columbia University,,study undertaken of the 2106 electorate with the support of the Poor People’s Campaign
"Low-wealth voters are left out of our deliberations and sit on the sidelines, their disengagement reinforced by voter suppression",Unnamed Group of People,low-wealth voters,,their disengagement reinforced by voter suppression
"In 2016, in key rust belt states where unions were part of the historic Democratic base like Michigan, Trump won thanks to depressed African American voter turnout and the lack of engagement of the multi-racial cohort of economically struggling voters that polls show overwhelming support for reproductive rights, a living wage and universal healthcare.",Unnamed Group of People,economically struggling voters,,"multi-racial cohort of economically struggling voters that polls show overwhelming support for reproductive rights, a living wage and universal healthcare"
"In 2020, in Arizona, Georgia, Florida, Michigan, North Carolina, Nevada, Pennsylvania, and Wisconsin the Biden-Trump faceoff was really tight, close to just 3 percent.",Unnamed Group of People,Black voters,,Black voters are pivotal and voter engagement has been downhill since President Obama
"Columbia University study undertaken of the 2106 electorate with the support of the Poor People’s Campaign, which studied the low-wage voter cohort and found a majority of them did not vote and when they were surveyed they explained they didn’t turn out because they didn’t hear candidates discuss issues that had any relevancy to their lives.",Anonymous Sources,null,null,study undertaken of the 2106 electorate with the support of the Poor People’s Campaign
