SourcedStatement,SourceType,Name,Title,Justification
"Three other counties in the Bay Area — Alameda, Contra Costa and San Mateo — had between 2,100 and 4,700 homeless students enrolled in their schools in 2023.",Named Organization Sources,"Alameda, Contra Costa and San Mateo counties",,
"Maureen Smith, a professor who teaches childhood adolescent development at San Jose State University, said children experiencing homelessness without a guardian are also less likely to be enrolled in school.",Named Organization Sources,San Jose State University,,
"“He’s a very smart kid,” Campa said. “He listens.”",Named Person Sources,Juanita Campa,,Campa said
"“It goes back to economic hardships, loss of jobs, displacement. There’s just a number of reasons why our families are growing in our (homeless youth) population,” Almazan said. “And some of our families haven’t bounced back from that yet.”",Named Person Sources,Imee Almazan,Superintendent,Almazan said
"Adalat said many families have lost stable housing, their jobs or loved ones who were the family’s main provider since the COVID-19 pandemic.",Named Person Sources,Maryam Adalat,director of student services,Adalat said
"“We have students who are living in shelters. We actually have foster youth that are unhoused as well,” she said.",Named Person Sources,Maryam Adalat,director of student services,she said
"Annya Artigas, the director of Social Emotional Learning at the Alum Rock district, said homelessness can affect students inside and outside the classroom.",Named Person Sources,Annya Artigas,director of Social Emotional Learning,Artigas said
"“There are a number of kids that we knew who were homeless who would show up late. Before we brought them to the classroom, we bring them to the cafeteria and grab them something to eat and grab them some milk so that they can have something in their stomach before they went into the classroom,” she said.",Named Person Sources,Annya Artigas,director of Social Emotional Learning,she said
"“Whenever a child presents inside a classroom, all of those things come with that child. And all of those things are impacting their ability to engage, their ability to receive information and process it and retain it,” Artigas said.",Named Person Sources,Annya Artigas,director of Social Emotional Learning,Artigas said
"Maureen Smith, a professor who teaches childhood adolescent development at San Jose State University, said children experiencing homelessness without a guardian are also less likely to be enrolled in school.",Named Person Sources,Maureen Smith,professor,Smith said
"“They leave the home really traumatized to begin with, and then they end up on the streets,” Smith said.",Named Person Sources,Maureen Smith,professor,Smith said
"“I felt like I wasn’t doing my job as a mom because we’re homeless,” she said “We were working but it wasn’t enough. ... I don’t want to be back here.”",Named Person Sources,Juanita Campa,,she said
"Since 2020, the number of homeless students in Santa Clara County has almost doubled, according to the California Department of Education.",Document Sources,California Department of Education,,according to the California Department of Education
"About 1,200 students in the East Side Union High School District and Alum Rock Union School District were reported to be homeless in 2024 — three times the number of homeless students in 2020.",Document Sources,California Department of Education,,according to the state
"Three other counties in the Bay Area — Alameda, Contra Costa and San Mateo — had between 2,100 and 4,700 homeless students enrolled in their schools in 2023. According to the state, 10% to 12% of those students were living in temporary shelters that year.",Document Sources,California Department of Education,,according to the state
"Out of the 1,974 homeless students enrolled at East Side in 2022-2023, 488 were living in temporary shelters, according to the state education department, while 75 students were living in hotels and motels, and 33 students were temporarily unsheltered or living in abandoned buildings, campgrounds, vehicles, trailer parks or train and bus stations.",Document Sources,California Department of Education,,according to the state education department
