SourcedStatement,SourceType,Name,Title,Justification
"The Wyoming Legislature, where the GOP controls over 90% of the seats, passed legislation last year banning voters from changing their party registration in the three months before the August primary.",Named Organization Sources,Wyoming Legislature,,describing the legislative body that passed the new law
The Associated Press receives support from several private foundations to enhance its explanatory coverage of elections and democracy.,Named Organization Sources,The Associated Press,,disclosing funding sources for their democracy initiative
"Normally I just roll my eyes and walk away because I’m fighting a losing battle and I’m fully aware of that, Maybe that is why I’m well-liked, because I keep my mouth shut 10 times more than I want to.",Named Person Sources,Becky Blackburn,Paralegal for the Republican county attorney,describing her experience as a Democrat in a Republican-dominated area
"I am who I am, and I have the views that I have, And I don’t care if it bothers people or not.",Named Person Sources,Becky Blackburn,Paralegal for the Republican county attorney,expressing her commitment to her political views
"How far are they going to go to limit one’s ability to vote? If it really comes down to purifying the party, on a voting level all the way up to the elected officials, pretty soon there isn’t going to be anyone left who’s pure enough to be in the party,",Named Person Sources,Ross Diercks,Former Democratic state representative,criticizing the new law limiting party affiliation changes
"The best way to participate in meaningful change is to try to sway the dominant party, You know, we need to have a government that serves the people, all of them, not just Republicans and not just rural and not just urban and not just Democrats — and definitely not just the rich and the wealthy.",Named Person Sources,Pat Jordan,Truck driver,explaining why he registers as a Republican despite holding left-leaning views
"Most people don’t want to dive into those type of discussions, They respect you for what you do, how you work.",Named Person Sources,Ed Fullmer,Former high school basketball coach,describing how locals interact with him despite knowing his Democratic views
"Party-switching had undermined the sanctity of Wyoming’s primary process,",Named Person Sources,Chuck Gray,Wyoming’s Republican secretary of state,justifying the new law limiting party affiliation changes
"According to Associated Press election data, ...",Document Sources,Associated Press,,providing data on party affiliation in 30 states
"You feel skeevy and dirty when you do it. But you do it anyway and you change it back as soon as you can, because you don’t want to start getting the Republican mailings,",Unnamed Group of People,Democrats switching party registration,,describing their experience with party-switching to vote in Republican primaries
"Most people don’t want to dive into those type of discussions, They respect you for what you do, how you work.",Unnamed Group of People,Locals in Niobrara County,,describing their attitude towards discussing politics with Ed Fullmer
dozens of locals gathered outside to honk and cheer as one Democrat left town.,Unnamed Group of People,Locals in Niobrara County,,describing their behavior towards Ed Fullmer’s departure
