SourcedStatement,SourceType,Name,Title,Justification
"According to Mayor London Breed, the intention is to clean up sidewalks and force unhoused people into the city’s labyrinthine network of shelter and supportive housing programs.",Named Organization Sources,,,
"In a response to Gazetteer's questions about potential breaches in protocol, Public Works spokesperson Rachel Gordon only noted that ""the policy clearly spells out how soiled items can be handled and our crews follow the policy and consistently apply its terms.""",Named Organization Sources,,,
Gordon said claims for lost property can be filed with the City Attorney's office.,Named Organization Sources,,,
Mayor Breed's office did not respond to requests for comment.,Named Organization Sources,,,
"Robinson’s last encampment was swept about a month ago, and “nearly everything” was taken, including his state ID card, he said.",Named Person Sources,,,
"Despite Public Works’ policy and procedure for documenting, bagging, and tagging most belongings, Robinson said he was unable to find any of his property at the city’s mandated storage facility at 2323 Cesar Chavez St.",Named Person Sources,,,
Robinson did not accept it.,Named Person Sources,,,
“All they do is tell me to go back to the Hunters Point Navigation Center.,Named Person Sources,,,
And I don’t want to do that.,Named Person Sources,,,
"I had bad experiences,” he said.",Named Person Sources,,,
"When asked where he would move next, he shrugged and noted in his characteristic whisper that he was staying in the neighborhood.",Named Person Sources,,,
"“It’s quiet here,” he said.",Named Person Sources,,,
"Joey O’Brien, 46, tried to explain to police officers that he was camping on the sidewalk in Hunters Point while investigating a homicide that occurred while he was in jail.",Named Person Sources,,,
"“I don’t understand,” O’Brien kept repeating.",Named Person Sources,,,
"O’Brien was polite and contrite, admitting that he had broken several windows in the past while suffering a mental breakdown.",Named Person Sources,,,
"More than anything, however, he begged for officers to bring over his two neat backpacks, which had his best clothes, documents, and “bits of silver.”",Named Person Sources,,,
"“The other stuff is under all that over there,” the officer said with a shrug.",Named Person Sources,,,
“You’re going to have to pick it up later.”,Named Person Sources,,,
"“Typically, with city sweeps, they give 72 hours of notice with location and time, and we were following that, but they didn’t follow that usual rule,” Highsmith said.",Named Person Sources,,,
Highsmith told Gazetteer he believes the city may have gotten wind of the group’s planned sweep disruption and undercut it in order to prevent unhoused people from organizing with their advocates during an enforcement.,Named Person Sources,,,
“I personally think it’s a little suspicious to do the sweep earlier.,Named Person Sources,,,
"It doesn’t seem like the city wants attention on the encampment sweeps, and I don’t think they want people to see what happens during that process,” he said.",Named Person Sources,,,
"According to Public Works policy, staff are supposed to provide the resident of an encampment a “reasonable amount of time (approximately 30 minutes)” to sort through and collect their belongings before the camp is torn down.",Document Sources,Public Works,,According to Public Works policy
"as a recent batch of public records secured by City Hall watchdog Hazel Williams shows, Public Works has bagged medications, wheelchairs, and even a mobility walker from unhoused people, taking them to the city’s storage facility on Cesar Chavez St.",Document Sources,,,
"Dozens of people lined the sidewalks that had been swept just hours prior, fussing with their belongings, setting up new tents, and discreetly selling wares to one another.",Unnamed Group of People,people,,Dozens of people lined the sidewalks that had been swept just hours prior
