SourcedStatement,SourceType,Name,Title,Justification
"More than 4.6 million people are disenfranchised in the United States because of felony convictions, according to the Sentencing Project, which studies the issue and advocates for restoration of voting rights for former felons.",Named Organization Sources,The Sentencing Project,,which studies the issue and advocates for restoration of voting rights for former felons
"At least 14 states have introduced proposals this year focused on restoration of voting rights, according to the Brennan Center for Justice.",Named Organization Sources,The Brennan Center for Justice,,
Associated Press coverage of race and voting receives support from the Jonathan Logan Family Foundation.,Named Organization Sources,The Jonathan Logan Family Foundation,,
"Voting, King said in an interview, gives “a little bit of your strength back and a little bit of your voice back. Being able to vote, being able to have a say in what happens in your society, in your state, is extremely important.”",Named Person Sources,TJ King,outreach specialist with the Nebraska AIDS Project,an outreach specialist with the Nebraska AIDS Project
"“Restoring voting rights really is an issue where we’ve seen bipartisan momentum,” said Patrick Berry, counsel for the Democracy program at the Brennan Center.",Named Person Sources,Patrick Berry,counsel for the Democracy program at the Brennan Center,counsel for the Democracy program at the Brennan Center
"More than 4.6 million people are disenfranchised in the United States because of felony convictions, according to the Sentencing Project, which studies the issue and advocates for restoration of voting rights for former felons.",Named Person Sources,Nicole Porter,the Sentencing Project’s director of advocacy,the Sentencing Project’s director of advocacy
"You’re civically dead and you can’t vote for the people who are levying those taxes,” he said.",Named Person Sources,Steve Smith,of Civic Nebraska,"of Civic Nebraska, part of a large coalition of groups supporting the measure"
"At the time Nebraska was in step with other states. Now, while a few states require wait times for specific offenses or define completion of a sentence as including things such as fines and restitution, Nebraska is alone in requiring a general waiting period beyond imprisonment and release from parole or probation, said Margaret Love, co-founder and director of the Collateral Consequences Resource Center, which keeps a 50-state database on restoration of rights.",Named Person Sources,Margaret Love,co-founder and director of the Collateral Consequences Resource Center,"co-founder and director of the Collateral Consequences Resource Center, which keeps a 50-state database on restoration of rights"
"“When people get out of our system, they’ve got to feel engaged in their community, and the number one way for a person to feel engaged in their community is to be able to vote for the leadership of that community,” he said.",Named Person Sources,Justin Wayne,Democratic state Sen.,the bill’s author
"“I do think that hopefully the waiting period reinforces the fact that voting is something very special, and hopefully that will be part of the things that an individual would consider if they’re tempted to break the law again,” she said.",Named Person Sources,Kathy Wilcot,a member of the University of Nebraska Board of Regents,a member of the University of Nebraska Board of Regents
"“I felt so hopeless and helpless not being able to have my voice heard in this last election,” King said.",Named Person Sources,TJ King,outreach specialist with the Nebraska AIDS Project,an outreach specialist with the Nebraska AIDS Project
"For the people she works with, being able to register to vote provides a sense of acceptance, especially when there are so many barriers on where they can live, jobs they can work and who they can associate with, she said.",Named Person Sources,Demetrius Gatson,executive director of Q.U.E.E.N.S Butterfly House,"executive director of Q.U.E.E.N.S Butterfly House, a safe house for women trying to reenter society"
"“You can’t harm society by voting,” he said. “You can only help it.”",Named Person Sources,Steven Scott,"owns his own business, a physical rehabilitation and athletic coaching center","owns his own business, a physical rehabilitation and athletic coaching center"
