SourcedStatement,SourceType,Name,Title,Justification
"This past week, I reported that the U.S. Department of Housing and Urban Development (HUD) gave the AIDS Healthcare Foundation (AHF), along with the Massachusetts Alliance of HUD Tenants, a $10 million grant which they will jointly distribute to tenant associations at privately owned, federally subsidized multifamily housing.",Named Organization Sources,U.S. Department of Housing and Urban Development,,"the U.S. Department of Housing and Urban Development (HUD) gave the AIDS Healthcare Foundation (AHF), along with the Massachusetts Alliance of HUD Tenants, a $10 million grant"
The tenant groups will use that money to ensure their landlords maintain their buildings and provide habitable living conditions.,Named Organization Sources,tenant groups,,the tenant groups will use that money to ensure their landlords maintain their buildings and provide habitable living conditions
"While many of these problems are common at residential hotels on Skid Row, AHF-managed properties were more frequently hit with code complaints and emergency calls than similar properties, reported the Times.",Named Organization Sources,AHF-managed properties,,AHF-managed properties were more frequently hit with code complaints and emergency calls than similar properties
"Just yesterday, AHF settled a class action lawsuit filed by tenants of one its Los Angeles buildings. The nonprofit agreed to refund tenants a portion of their rent, hire an elevator consultant, and work with pest control experts to fight bug infestations in its buildings.",Named Organization Sources,AHF,,AHF settled a class action lawsuit filed by tenants of one its Los Angeles buildings
"Seattle's Mandatory Housing Affordability (MHA) Program, like all ""inclusionary zoning"" programs, is predicated on the idea that building new housing somehow makes housing less affordable.",Named Organization Sources,Seattle's Mandatory Housing Affordability (MHA) Program,,"Seattle's Mandatory Housing Affordability (MHA) Program, like all ""inclusionary zoning"" programs"
"When Seattle upzoned the city's ""urban villages"" to allow denser construction under the MHA program, it also required developers to offset the alleged affordability impacts of their new, larger projects by either building below-market-rate housing or paying an in-lieu affordable housing fee.",Named Organization Sources,Seattle,,"When Seattle upzoned the city's ""urban villages"" to allow denser construction under the MHA program"
The program has been controversial from the jump. City staff warned that fewer projects would be feasible under the costs of the MHA's affordable housing mandates.,Named Organization Sources,City staff,,City staff warned that fewer projects would be feasible under the costs of the MHA's affordable housing mandates
"The city is being sued by one Seattle homeowner over a $77,000 MHA fee that was charged when trying to add more units on her property to house her adult children.",Named Organization Sources,the city,,"The city is being sued by one Seattle homeowner over a $77,000 MHA fee"
"Earlier this month, researchers Jacob Krimmel and Betty X. Wang published a new study confirming the complaints of MHA's critics.",Named Organization Sources,researchers Jacob Krimmel and Betty X. Wang,,researchers Jacob Krimmel and Betty X. Wang published a new study confirming the complaints of MHA's critics
"The vast majority of subsidized housing units in Washington, D.C., aren't making enough money to cover their operating expenses, reports BisNow.",Named Organization Sources,BisNow,,reports BisNow
"Landlords are blaming the situation on a mix of higher operating costs and the housing court delays caused by D.C.'s pandemic-era eviction policies, which have allowed tenants to stay for years in their units without paying rent.",Named Organization Sources,Landlords,,Landlords are blaming the situation on a mix of higher operating costs and the housing court delays caused by D.C.'s pandemic-era eviction policies
"On Thursday, a group of Republican senators led by Sen. Tim Scott (R–S.C.) introduced the Renewing Opportunity in the American Dream (ROAD) to Housing Act, which proposes a grab bag of reforms to federal housing programs.",Named Person Sources,Tim Scott,Senator,a group of Republican senators led by Sen. Tim Scott (R–S.C.)
"""Housing policy is inherently local, and federal legislators should encourage local solutions to local problems,"" reads the press release on the bill.",Named Person Sources,Tim Scott,Senator,reads the press release on the bill
"A detailed Los Angeles Times investigation published in November 2023 reported a number of issues at AHF-owned properties, including apartments infested with cockroaches, exploding radiators, water shut-offs so regular that tenants had to defecate in wastebaskets, violent crime and drug dealing left unaddressed, and months-long elevator shut-offs that left disabled tenants stuck on upper floors or forced to sleep in the lobby.",Named Person Sources,Los Angeles Times,null,A detailed Los Angeles Times investigation published in November 2023
"A former AHF employee described the living conditions at foundation properties as ""inhumane.""",Named Person Sources,former AHF employee,null,A former AHF employee
"HUD told me in a statement that AHF ""is part of a team that applied for these awards. The team is not only eligible, but the best qualified applicant.""",Named Person Sources,HUD,null,HUD told me in a statement
"""We find that new construction differentially declined in the upzoned, affordability-mandated areas,"" they write. ""Developers intentionally avoided MHA-zoned areas – despite their upzoning– opting instead to build on nearby blocks without affordability requirements.""",Named Person Sources,Jacob Krimmel and Betty X. Wang,researchers,Jacob Krimmel and Betty X. Wang published a new study
"More than 80% of housing properties that have received D.C. funding aren't bringing in enough rental income to pay their mortgages and maintenance costs, according to the District's Department of Housing and Community Development.",Document Sources,District's Department of Housing and Community Development,,according to the District's Department of Housing and Community Development
"The scale of the crisis is viewed as existential: 22,000 units that house 48,000 vulnerable residents are at risk of foreclosure today, according to DHCD.",Document Sources,DHCD,,according to DHCD
"Delinquencies have risen dramatically, the report [ by Apartment and Office Building Association] concludes, because of D.C.'s pandemic-era policies that have tripled the length of the legal process required to evict nonpaying tenants.",Document Sources,Apartment and Office Building Association,,the report [ by Apartment and Office Building Association] concludes
