SourcedStatement,SourceType,Name,Title,Justification
"To learn more about having a child tested or to schedule a free test, contact your child’s pediatrician, call the Shelby County Health Department at 901-222-9582 or email them at sch.clppp@shelbycountytn.gov.",Named Organization Sources,Shelby County Health Department,,
"To have your home tested, call the Shelby County Lead Hazard Control program at 901-222-7605 or the City of Memphis Lead-Safe program at 901-636-5323.",Named Organization Sources,Shelby County Lead Hazard Control program,,
"To have your home tested, call the Shelby County Lead Hazard Control program at 901-222-7605 or the City of Memphis Lead-Safe program at 901-636-5323.",Named Organization Sources,City of Memphis Lead-Safe program,,
"To find out if your individual home was built before 1978, check Realtor.com or the Shelby County Assessor of Property website.",Named Organization Sources,Realtor.com,,
"To find out if your individual home was built before 1978, check Realtor.com or the Shelby County Assessor of Property website.",Named Organization Sources,Shelby County Assessor of Property,,
"This story is brought to you by MLK50: Justice Through Journalism, a nonprofit newsroom focused on poverty, power and policy in Memphis.",Named Organization Sources,MLK50: Justice Through Journalism,,
MLK50 is also supported by these generous donors.,Named Organization Sources,MLK50,,
Email him at Jacob.Steimer@mlk50.com,Named Person Sources,Jacob Steimer,housing and development reporter,Jacob Steimer is the housing and development reporter for MLK50: Justice Through Journalism.
"Over 75% of the homes in both ZIP codes were built before 1980, according to the U.S. Census Bureau.",Document Sources,U.S. Census Bureau,,according to the U.S. Census Bureau
"In South Memphis, for instance, about 96% of residents are Black, and about 91% of homes were built prior to 1978, according to the U.S. Census Bureau.",Document Sources,U.S. Census Bureau,,according to the U.S. Census Bureau
"The map below shows which Memphis ZIPs contain the most homes built before 1980, according to Census data.",Document Sources,Census,,according to Census data
Kids in Cordova are far safer from lead poisoning than kids in Midtown.,Unnamed Group of People,Kids,,Kids in Cordova are far safer from lead poisoning than kids in Midtown. And children in Arlington are much better off than their counterparts in North Memphis.
And children in Arlington are much better off than their counterparts in North Memphis.,Unnamed Group of People,children,,Kids in Cordova are far safer from lead poisoning than kids in Midtown. And children in Arlington are much better off than their counterparts in North Memphis.
Kids raised in Memphis’ suburbs face little risk of lead poisoning since few homes there were built after 1978.,Unnamed Group of People,Kids,,Kids raised in Memphis’ suburbs face little risk of lead poisoning since few homes there were built after 1978.
Children in these neighborhoods primarily ingest lead from dust in their homes and yards.,Unnamed Group of People,Children,,Children in these neighborhoods primarily ingest lead from dust in their homes and yards.
