SourcedStatement,SourceType,Name,Title,Justification
"The agency has received more than $700 million in funding for surveillance since fiscal year 2017, according to a 2021 report by the Office of Inspector General.",Named Organization Sources,Office of Inspector General,,
"Customs and Border Protection describes them on its website as “a partner that never sleeps, never needs to take a coffee break, never even blinks.”",Named Organization Sources,U.S. Customs and Border Protection,,
"The Department of Homeland Security “has also acknowledged the need for better coordination, communication, and oversight,” it said in its 2021 report on its border technology.",Named Organization Sources,Department of Homeland Security,,its parent organization
Newsom’s office said earlier this month“California cannot maintain its efforts without federal support and has continued to advocate to Congress to provide federal funding to local communities that are receiving new arrivals.”,Named Organization Sources,Newsom’s office,,
"“That’s where we’ve seen a huge number of these towers go up,” said Dave Maass, the nonprofit’s director of investigations.",Named Person Sources,Dave Maass,director of investigations,the nonprofit’s
"The foundation has built an interactive map tracking border surveillance from San Diego to Brownsville, Texas.",Named Person Sources,Dave Maass,director of investigations,the nonprofit’s
"A few dozen more recently discovered towers in Texas will be added to the map over the next couple of weeks, he said.",Named Person Sources,Dave Maass,director of investigations,the nonprofit’s
"“These towers aren’t checking people’s papers,” Maass said.",Named Person Sources,Dave Maass,director of investigations,the nonprofit’s
“People have lived on the border longer than the United States has been a country.,Named Person Sources,Dave Maass,director of investigations,the nonprofit’s
"Just being somebody who lives on the border, whose family are on both sides of the border, doesn’t make you a criminal and shouldn’t put you under suspicion.”",Named Person Sources,Dave Maass,director of investigations,the nonprofit’s
An Anduril official said in its promotion video that its autonomous towers on private property can be programmed to exclude a person’s home or farm from monitoring.,Named Person Sources,An Anduril official,official,
"“The towers deployed in California have 360-degree, AI-fueled visual and auditory surveillance capabilities,” said Erika Pinheiro, executive director of Al Otro Lado, a nonprofit that provides legal and humanitarian support to refugees, deportees, and other migrants in the U.S. and Tijuana.",Named Person Sources,Erika Pinheiro,executive director,"Al Otro Lado, a nonprofit that provides legal and humanitarian support to refugees, deportees, and other migrants in the U.S. and Tijuana"
"“If they wanted to, the government could track the movements of any individual living on the California border,” Pinheiro said.",Named Person Sources,Erika Pinheiro,executive director,"Al Otro Lado, a nonprofit that provides legal and humanitarian support to refugees, deportees, and other migrants in the U.S. and Tijuana"
"“There’s just such a lack of accountability with those billions of dollars,” said Pinheiro.",Named Person Sources,Erika Pinheiro,executive director,"Al Otro Lado, a nonprofit that provides legal and humanitarian support to refugees, deportees, and other migrants in the U.S. and Tijuana"
"On a recent episode of The Border Chronicles podcast, Pinheiro questioned how some $1.4 billion allocated by the federal government to border agencies at the end of Title 42 was spent.",Named Person Sources,Erika Pinheiro,executive director,"Al Otro Lado, a nonprofit that provides legal and humanitarian support to refugees, deportees, and other migrants in the U.S. and Tijuana"
"“We saw this too under the Trump administration,” Pinheiro said.",Named Person Sources,Erika Pinheiro,executive director,"Al Otro Lado, a nonprofit that provides legal and humanitarian support to refugees, deportees, and other migrants in the U.S. and Tijuana"
"“When additional funding was allocated for humanitarian support, diapers and formula and things to help the families crossing the border, we saw that Border Patrol spent that money on ATV’s and other surveillance toys that they deployed on the border.",Named Person Sources,Erika Pinheiro,executive director,"Al Otro Lado, a nonprofit that provides legal and humanitarian support to refugees, deportees, and other migrants in the U.S. and Tijuana"
"“Where is this money going, if we have babies sitting out in the desert for up to a week at a time without any food or water?” she asked.",Named Person Sources,Erika Pinheiro,executive director,"Al Otro Lado, a nonprofit that provides legal and humanitarian support to refugees, deportees, and other migrants in the U.S. and Tijuana"
"Gov. Gavin Newsom has said California cannot continue providing the same level of humanitarian services for the coming fiscal year that it has in the past along the border, not while it is facing a $38 billion budget shortfall.",Named Person Sources,Gavin Newsom,Gov.,
"In the San Diego area, border agents have been telling migrants who are waiting to be processed in open-air detention areas that the system will detect anyone who tries to walk away, advocates say.",Anonymous Sources,,advocates,
