SourcedStatement,SourceType,Name,Title,Justification
"A sample comment on one of his practice runs, months before he made history: “that performance... no other way to describe it but... FUCKING LEGENDARY.”",Named Organization Sources,YouTube,,
"for his prowess at pretending to play the song, the Guinness Book awarded him a record for best Guitar Hero player in the world.",Named Organization Sources,Guinness Book,,
Being the GOAT at two video game simulations of real-life activities (both of which have all but vanished outside of Dave & Buster’s and Round1 arcades) is a “pretty niche” thing to devote your life to.,Named Person Sources,Chris Chike,,
"Chike first tried DDR in 2005, after his older brother got him a copy of the game for his thirteenth birthday.",Named Person Sources,Chris Chike,,
"“It wasn't anything serious,” he told Gazetteer SF over FaceTime from his home in Hayward.",Named Person Sources,Chris Chike,,
“I wasn't extremely good at the game or anything.”,Named Person Sources,Chris Chike,,
"In fact, Chike began collecting followers as soon as he started uploading videos of his performances online, under the username iamchris4life.",Named Person Sources,Chris Chike,,
"At his mother’s request, many of those early clips are shot from the waist down, his signature basketball shorts swooshing around his lanky legs.",Named Person Sources,Chris Chike,,
"“He's the GOAT,”",Named Person Sources,Roger Clark,,friend; a San Francisco programmer and longtime DDR enthusiast
“Everybody knows it.,Named Person Sources,Roger Clark,,friend; a San Francisco programmer and longtime DDR enthusiast
No one would deny it.”,Named Person Sources,Roger Clark,,friend; a San Francisco programmer and longtime DDR enthusiast
telling the New York Times he wanted to buy a multi-thousand dollar DDR arcade cabinet,Named Person Sources,Chris Chike,,
"“We’re learning to pay for things when we have the money,”",Named Person Sources,Chris Chike's mom,,"his mom, who reportedly managed those deals"
"“I don’t think I would have any other reason to take it so seriously if it wasn’t for the community and the competition,” he said.",Named Person Sources,Chris Chike,,
“You discover this group of people who’s really like-minded.,Named Person Sources,Chris Chike,,
"It’s a really rare thing, because out in the normal world, there’s not a lot of people who think like me or have similar hobbies or have the grinder mentality for video games like me.”",Named Person Sources,Chris Chike,,
"“I had no idea he could do shit like that,” someone uttered in the crowd, in awe, in a video of his display.",Named Person Sources,Unnamed Person,,someone in the crowd
Clark had been following Chike’s meteoric rise from its early days.,Named Person Sources,Roger Clark,,
"The two first met in person at the Ohio tournament, then grew close once they both lived in the Bay Area.",Named Person Sources,Roger Clark,,
"“Whenever you meet someone who plays DDR, you kind of don't really care that much what they're doing outside of the game, right?” Clark said.",Named Person Sources,Roger Clark,,
"In all of his years of knowing Chike, he could not recall a time when they'd talked about their jobs, despite both spending years working in the tech industry here.",Named Person Sources,Roger Clark,,
"It’s something that few other elite Dance Dance Revolution players really bother with, Clark said.",Named Person Sources,Roger Clark,,
"Clark recalled the song required about 800 steps at 220 beats per minute for two minutes, a feat of agility not entirely dissimilar to an Olympic sprint.",Named Person Sources,Roger Clark,,
"“How someone can even have the physical stamina to do that let alone have the mental fortitude to continue when one tiny mistake is the end of the run … it’s hard to even come up with words for this kind of thing,” Clark said.",Named Person Sources,Roger Clark,,
"“It's literally Olympics level, astronaut level.”",Named Person Sources,Roger Clark,,
"“I was, like, I get to quit and have severance at the same time — it was almost a win-win, ‘cause I was already a little bit checked out,” he said.",Named Person Sources,Chris Chike,,
"Chike told Gazetteer he’s saved enough to keep him afloat for a few years, helped along by the occasional brand deal.",Named Person Sources,Chris Chike,,
"“I don't think I can physically do this forever,” he said.",Named Person Sources,Chris Chike,,
"“I'm getting up there, I just turned 33 this week.",Named Person Sources,Chris Chike,,
So I'm just taking advantage of it while I can.”,Named Person Sources,Chris Chike,,
"The mixture of talent, endurance, and the good fortune of coming up at DDR’s peak is a one-in-a-million combination, as his friend Clark proudly pointed out.",Named Person Sources,Roger Clark,,his friend
"“This is the best that anyone in the human race could possibly achieve at this thing,” Clark told Gazetteer.",Named Person Sources,Roger Clark,,
