SourcedStatement,SourceType,Name,Title,Justification
"“They’re saying that they’re not voting because people are not speaking to their issues and that they’re just not interested in those candidates,”",Named Person,Robert Paul Hartley,Columbia University researcher,Columbia University researcher who studied the low-wage voter cohort
“But it’s not that they couldn’t be.”,Named Person,Robert Paul Hartley,Columbia University researcher,Columbia University researcher who studied the low-wage voter cohort
"""In 2024, the election is going to be about mobilization,”",Named Person,Celinda Lake,President of Lake Research Partners,respected pollster; President of Lake Research Partners
"""There is no question that the biggest contest between the two parties is going to be who can get their voters out to vote. Democrats have an enthusiasm gap today, and the progressive alliance and Democrats have fissures within their constituency that makes getting out the vote even more important. The biggest bloc of potential voters by far is low-income, low-wage voters. Increased participation even by miniscule percentages could be game changers. It is a massive voter engagement that is being started here today.""",Named Person,Celinda Lake,President of Lake Research Partners,respected pollster; President of Lake Research Partners
"""For far too long extremists have blamed poor people and low wage people for their plight while moderates too often have ignored poor people, appealing instead to the so-called middle class while the poor and low wage people have become nearly half of this country,”",Named Person,Rev. Dr. William Barber,,leader of the Poor People’s Campaign
"""Poor and low wage people have the power to determine and decide the 2024 elections and elections beyond. In the 2016 election there were 34 million",Named Person,Rev. Dr. William Barber,,leader of the Poor People’s Campaign
"""Poverty is now the fourth leading crisis of death in America, a moral crisis in America taking the lives of 800 people a day and this is before and after COVID…These are the issues that must be at the center of the narrative of a democracy in our country. If we are serious about saving the democracy it can’t be some philosophical term. Saving the democracy must be a Third Reconstruction where people are paid a living wage—where people have health care—where public education is fully funded and where voting rights are protected and expanded.""",Named Person,Rev. Dr. William Barber,,leader of the Poor People’s Campaign
"""We are mobilizing, organizing, registering and educating people for a movement that votes, votes for healthcare and debt cancellation, votes for living wages and string anti-poverty programs and votes for fair taxes and the demilitarizing of our communities and world,”",Named Person,Rev. Dr. Liz Theoharis,,co-leader of the Poor People’s Campaign
"""that impacts poor and low income people the most.""",Named Person,Rev. Dr. Liz Theoharis,,co-leader of the Poor People’s Campaign
"""I work for MassHealth as a Personal Care Attendant, helping to take care of people with disabilities and who are sick and need help with their daily activities. But I do not have health insurance myself,”",Named Person,Janice Guzman,organizer with the Massachusetts Poor People's Campaign and SEIU 1199,organizer with the Massachusetts Poor People's Campaign and SEIU 1199; Personal Care Attendant at MassHealth
"""I am an essential worker living paycheck-to-paycheck and I have to make decisions every day. Do I put gas in my car or do I pay my bills? Or do I put food on my my table?,""",Named Person,Janice Guzman,organizer with the Massachusetts Poor People's Campaign and SEIU 1199,organizer with the Massachusetts Poor People's Campaign and SEIU 1199; Personal Care Attendant at MassHealth
,Named Person,Janice Guzman,organizer with the Massachusetts Poor People's Campaign and SEIU 1199,organizer with the Massachusetts Poor People's Campaign and SEIU 1199; Personal Care Attendant at MassHealth
"""the campaign and highlight the policies being promulgated in state houses across the country that are hurting the poor or distracting from addressing the real issues facing poor and low-wealth people,""",Named Organization,Poor People's Campaign,,
