SourcedStatement,SourceType,Name,Title,Justification
"About 1,200 students in the East Side Union High School District and Alum Rock Union School District were reported to be homeless in 2024 — three times the number of homeless students in 2020.",Named Organization Sources,East Side Union High School District and Alum Rock Union School District,,provides data on the number of homeless students in the districts
"Three other counties in the Bay Area — Alameda, Contra Costa and San Mateo — had between 2,100 and 4,700 homeless students enrolled in their schools in 2023.",Named Organization Sources,"Alameda, Contra Costa and San Mateo counties",,provides data on the number of homeless students in these counties
"“He’s a very smart kid,” Campa said. “He listens.”",Named Person Sources,Juanita Campa,null,"mother of a homeless child with autism, currently living in transitional housing"
"“It goes back to economic hardships, loss of jobs, displacement. There’s just a number of reasons why our families are growing in our (homeless youth) population,” Almazan said. “And some of our families haven’t bounced back from that yet.”",Named Person Sources,Imee Almazan,Superintendent,"Superintendent of the Alum Rock Union School District, discussing the reasons for the increase in homeless students"
"Adalat said district staff have seen many families facing unstable housing and multiple families living in a household. “We have students who are living in shelters. We actually have foster youth that are unhoused as well,” she said.",Named Person Sources,Maryam Adalat,Director of Student Services,"Director of Student Services at East Side Union High School District, discussing the housing situations of students"
"“There are a number of kids that we knew who were homeless who would show up late. Before we brought them to the classroom, we bring them to the cafeteria and grab them something to eat and grab them some milk so that they can have something in their stomach before they went into the classroom,” she said.",Named Person Sources,Annya Artigas,Director of Social Emotional Learning,"Director of Social Emotional Learning at the Alum Rock district, discussing the challenges homeless students face in attending school"
"“They leave the home really traumatized to begin with, and then they end up on the streets,” Smith said.",Named Person Sources,Maureen Smith,Professor,"Professor who teaches childhood adolescent development at San Jose State University, discussing the trauma experienced by homeless children"
"“I felt like I wasn’t doing my job as a mom because we’re homeless,” she said “We were working but it wasn’t enough. ... I don’t want to be back here.”",Named Person Sources,Juanita Campa,null,"mother of a homeless child with autism, currently living in transitional housing"
"Since 2020, the number of homeless students in Santa Clara County has almost doubled, according to the California Department of Education.",Document Sources,California Department of Education,,provides data on the increase in homeless students in Santa Clara County
"Out of the 1,974 homeless students enrolled at East Side in 2022-2023, 488 were living in temporary shelters, according to the state education department, while 75 students were living in hotels and motels, and 33 students were temporarily unsheltered or living in abandoned buildings, campgrounds, vehicles, trailer parks or train and bus stations.",Document Sources,state education department,,provides detailed statistics on the living situations of homeless students in the East Side Union High School District
"“There are a number of kids that we knew who were homeless who would show up late. Before we brought them to the classroom, we bring them to the cafeteria and grab them something to eat and grab them some milk so that they can have something in their stomach before they went into the classroom,” she said.",Unnamed Group of People,kids,,"homeless children struggle to find timely transportation to school, and once they arrive at school, the only meal they may eat is their school lunch"
