,article_w_version,Source_Statement_Match_Rate,Source_Type_Match_Rate,Source_Name_Match_Rate,Source_Type_Name_Match_Rate,Source_Type_Correct_Name_Match_Rate,Source_Title_Match_Rate,Source_Justification_Match_Rate,Source_Title_Justification_Join_Match_Rate,All_Attribute_Accuracy,LLM_Miss_Rate,LLM_Unique_Discover_Rate,Both_Found_Count,Match_Counts,LLM_Unique_Discover_Counts,Total_Unique_Sentences
0,1-Harris-Trump-Reuters-Poll_avg,0.35,0.2857142857142857,0.42857142857142855,0.2857142857142857,1.0,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.1,0.65,0.047619047619047616,7.0,2.0,1.0,21.0
5,10-Nebraska-voting-rights_avg,0.5,1.0,1.0,1.0,1.0,0.8099999999999999,0.44666666666666666,0.9333333333333332,0.475,0.5,0.08888888888888888,4.0,4.0,0.8,8.8
11,11-Nebraska-felons-crim-justice_avg,0.62,0.9714285714285715,0.9080086580086582,0.9080086580086582,0.9343822843822845,0.3567099567099567,0.195021645021645,0.6149350649350649,0.38,0.38,0.03809523809523809,12.4,11.2,0.8,20.8
17,12-kids-lead-poisoning_avg,1.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6457142857142857,2.0,0.0,3.8,5.8
23,13-pilot-curb-evictions_avg,0.48214285714285715,1.0,0.8511904761904762,0.8511904761904762,0.8511904761904762,0.7023809523809524,0.42857142857142855,0.5773809523809524,0.2857142857142857,0.5178571428571428,0.17647058823529413,6.75,5.75,3.0,17.0
28,14-many-police-calls_avg,0.5739130434782608,0.923076923076923,0.9087912087912088,0.9087912087912088,0.9857142857142858,0.8472527472527472,0.43076923076923074,0.8978021978021978,0.47826086956521746,0.42608695652173917,0.13368700265251993,13.2,12.0,3.6,26.6
34,15-Newsom-declares-emergency_avg,0.5866666666666667,1.0,0.7224175824175825,0.7224175824175825,0.7224175824175825,0.2775824175824176,0.10571428571428569,0.3832967032967033,0.16,0.4133333333333333,0.11269349845201238,8.8,6.8,2.0,17.0
40,16-America's-Sleeping-Giant_avg,0.6,0.9464285714285715,0.5646825396825397,0.5111111111111111,0.5361111111111111,0.5047619047619047,0.04722222222222222,0.47619047619047616,0.21538461538461542,0.4,0.0819047619047619,7.8,4.0,1.2,14.2
46,17-homelessness-santa-clara_avg,0.63,0.7466666666666667,0.9733333333333334,0.7333333333333333,0.9818181818181818,0.5066666666666666,0.0,0.5066666666666666,0.31999999999999995,0.37,0.009523809523809523,12.6,9.2,0.2,20.2
52,18-wyoming-primary-dems_avg,0.5692307692307692,0.925,0.95,0.925,1.0,0.22142857142857145,0.4428571428571429,0.6785714285714286,0.3692307692307692,0.43076923076923085,0.12324929971988796,7.4,6.8,2.4,15.4
