SourcedStatement,SourceType,Name,Title,Justification
"Party-switching had “undermined the sanctity of Wyoming’s primary process,” Wyoming’s Republican secretary of state, Chuck Gray, said in a statement of approval.",Named Organization Sources,Wyoming’s Republican secretary of state,,
"“Normally I just roll my eyes and walk away because I’m fighting a losing battle and I’m fully aware of that,” she said.",Named Person Sources,Becky Blackburn,,"In Niobrara County, Wyoming, the least-populated county in the least-populated state, Becky Blackburn is one of just 32 left.;A paralegal for the Republican county attorney"
"“Maybe that is why I’m well-liked, because I keep my mouth shut 10 times more than I want to.”",Named Person Sources,Becky Blackburn,,"In Niobrara County, Wyoming, the least-populated county in the least-populated state, Becky Blackburn is one of just 32 left.;A paralegal for the Republican county attorney"
“I won two elections here.,Named Person Sources,Becky Blackburn,,
"Even though that’s nonpartisan, people still knew I had left-leaning values,” she said.",Named Person Sources,Becky Blackburn,,
“You feel skeevy and dirty when you do it.,Named Person Sources,Becky Blackburn,,
"But you do it anyway and you change it back as soon as you can, because you don’t want to start getting the Republican mailings,” Blackburn said.",Named Person Sources,Becky Blackburn,,
“How far are they going to go to limit one’s ability to vote?,Named Person Sources,Ross Diercks,,
"If it really comes down to purifying the party, on a voting level all the way up to the elected officials, pretty soon there isn’t going to be anyone left who’s pure enough to be in the party,” Diercks said.",Named Person Sources,Ross Diercks,,
"“The best way to participate in meaningful change is to try to sway the dominant party,” said Jordan, who lives in Niobrara County.",Named Person Sources,Pat Jordan,,
"“You know, we need to have a government that serves the people, all of them, not just Republicans and not just rural and not just urban and not just Democrats — and definitely not just the rich and the wealthy.”",Named Person Sources,Pat Jordan,,
He said people know his views but rarely put him on the spot about politics.,Named Person Sources,Ed Fullmer,,
"“Most people don’t want to dive into those type of discussions,” he said.",Named Person Sources,Ed Fullmer,,
"“They respect you for what you do, how you work.”",Named Person Sources,Ed Fullmer,,
"“I am who I am, and I have the views that I have,” she said.",Named Person Sources,Blackburn,,
“And I don’t care if it bothers people or not.”,Named Person Sources,Blackburn,,
"Niobrara County’s Democrats, who account for just 2.6% of registered voters, are the most outnumbered by Republicans in the 30 states that track local party affiliation, according to Associated Press election data.",Document Sources,Associated Press,,according to Associated Press election data.
"Nationwide, Democrats account for fewer than 3% of voters in three counties this year, up from one county in 2020 but down from seven in 2016.",Document Sources,Associated Press,,according to the AP data.
"There were none with such a low percentage of Democratic registrations in the presidential election years of 2012, 2008 and 2004, according to the AP data.",Document Sources,Associated Press,,according to the AP data.
"Her neighbors call her “the crazy Democrat,” although it’s more a term of endearment than derision.",Unnamed Group of People,neighbors,,"Her neighbors call her “the crazy Democrat,” although it’s more a term of endearment than derision."
"Last winter, dozens of locals gathered outside to honk and cheer as one Democrat left town.",Unnamed Group of People,locals,,"Last winter, dozens of locals gathered outside to honk and cheer as one Democrat left town."
