SourcedStatement,SourceType,Name,Title,Justification
LAist shared the report with advocates for landlords and tenants.,Named Organization Sources,LAist,,LAist shared the report
"Sharon Sandow, a spokesperson for the L.A. Housing Department, told LAist last week the document was still a “draft report,” and they didn't have a specific date lined up for its release.",Named Organization Sources,L.A. Housing Department,,"Sharon Sandow, a spokesperson for the L.A. Housing Department"
"By the end of last week, Sandow sent LAist a version of the report she described as ""final.""",Named Organization Sources,L.A. Housing Department,,"Sharon Sandow, a spokesperson for the L.A. Housing Department"
The city’s housing officials have been in possession of the Economic Roundtable report since May.,Named Organization Sources,Economic Roundtable,,The Economic Roundtable report
"“What [the report] is trying to do is make a PR effort to lay the groundwork to chip away at what little ability landlords have in L.A. to be able to raise rents and be able to keep up with their costs,” Yukelson said.",Named Person Sources,Daniel Yukelson,Apartment Association of Greater Los Angeles,Yukelson with the Apartment Association
"“There are plenty of owners out there who have had their renters in place for many years,” Yukelson said. “They're way below market. And they're having trouble today keeping up with the growing costs of insurance, maintenance and supplies.”",Named Person Sources,Daniel Yukelson,Apartment Association of Greater Los Angeles,Yukelson with the Apartment Association
"“Small landlords are able to maintain their profits and draw income above their expenses — they haven't been overly burdened by rent stabilization,” said Christina Boyar, a legal fellow with Public Counsel and a member of the Keep L.A. Housed coalition.",Named Person Sources,Christina Boyar,legal fellow with Public Counsel and a member of the Keep L.A. Housed coalition,"Christina Boyar, a legal fellow with Public Counsel and a member of the Keep L.A. Housed coalition"
"“The report shows that rent costs exceeding what tenants can pay is a primary cause of homelessness,” Boyar said. “We are obviously in a homelessness crisis in L.A., and if this formula isn't updated soon, more folks will just fall into homelessness.”",Named Person Sources,Christina Boyar,legal fellow with Public Counsel and a member of the Keep L.A. Housed coalition,"Christina Boyar, a legal fellow with Public Counsel and a member of the Keep L.A. Housed coalition"
"Daniel Flaming, president of the Economic Roundtable and a co-author of the report, said he didn’t have a good answer for why the report was kept under wraps.",Named Person Sources,Daniel Flaming,president of the Economic Roundtable and a co-author of the report,"Daniel Flaming, president of the Economic Roundtable and a co-author of the report"
"“The Los Angeles ceiling and floor are atypically high for rent-controlled cities,” he said. “Among cities that have elected to control rents — and not all cities have — Los Angeles appears to be tilted toward landlords.”",Named Person Sources,Daniel Flaming,president of the Economic Roundtable and a co-author of the report,"Daniel Flaming, president of the Economic Roundtable and a co-author of the report"
"Soto-Martinez, one of the council members who requested the report be commissioned — has already called for capping increases at 3%.",Named Person Sources,Hugo Soto-Martinez,council member,"Soto-Martinez, one of the council members who requested the report be commissioned"
"“As we await the finalized version of this report, it’s heartening to see so much data supporting the policy changes that renters have been demanding — especially when it comes to preventing excessive rent increases that can devastate working families,” Soto-Martínez said in an email reacting to the Economic Roundtable report.",Named Person Sources,Hugo Soto-Martinez,council member,"Soto-Martinez, one of the council members who requested the report be commissioned"
LAist obtained the report through a public records request.,Document Sources,Economic Roundtable,,LAist obtained the report through a public records request
The report notes that because L.A. has a 3% floor on annual increases — even in years when the consumer price index is lower — landlords have often been allowed to raise rents above inflation.,Document Sources,Economic Roundtable,,The report notes
"Between 2010 and 2020, the consumer price index in L.A. rose 21%. During the same period, rents in rent-controlled L.A. apartments were allowed to rise 36%.",Document Sources,Economic Roundtable,,The report notes
"On balance, Flaming said the report shows that L.A.’s policies diverge significantly from how other California cities handle rent control.",Document Sources,Economic Roundtable,,the report shows
"About 59% of the city’s renters spend more than 30% of their income on rent, a level considered unaffordable by federal government standards.",Unnamed Group of People,renters,,about 59% of the city’s renters
About one-fifth of L.A. renters are living below the federal poverty line.,Unnamed Group of People,renters,,about one-fifth of L.A. renters
"According to U.S. Census data, just over half of those renters spend 90% of their income or more on rent.",Unnamed Group of People,renters,,just over half of those renters
Some property owners have yet to fully recover from the pandemic.,Unnamed Group of People,property owners,,some property owners
