SourcedStatement,SourceType,Name,Title,Justification
"As a newsroom that serves NYC immigrants, we asked our Spanish-speaking readers what they are most concerned with regarding the upcoming election. Fifty-two percent of 170 respondents said they need more information about what will happen to asylum.",Named Organization Sources,Documented,,"Documented, a newsroom that serves NYC immigrants, conducted a survey among Spanish-speaking readers to gauge their concerns about the upcoming election."
"Trump’s first administration introduced numerous policies that limited asylum to the United States, including the Asylum Cooperative Agreements with the governments of El Salvador, Guatemala, and Honduras which required migrants to seek asylum in those countries instead of the U.S.",Named Organization Sources,Trump’s first administration,,"Trump’s first administration introduced policies that limited asylum to the United States, including the Asylum Cooperative Agreements with the governments of El Salvador, Guatemala, and Honduras."
"Migrant Protection Protocols (MPP), commonly known as the “Remain in Mexico” policy, was implemented in 2019 to deter asylum seekers from entering the United States by making them wait in Mexico for their court hearings.",Named Organization Sources,Migrant Protection Protocols (MPP),,"Migrant Protection Protocols (MPP), commonly known as the “Remain in Mexico” policy, was implemented in 2019 to deter asylum seekers from entering the United States."
"During the Covid-19 pandemic, Trump also reinterpreted Title 42 — a health measure commonly used to stop the introduction of communicable diseases — as a means of deterring migration in the border.",Named Organization Sources,Trump administration,,"During the Covid-19 pandemic, the Trump administration reinterpreted Title 42 as a means of deterring migration at the border."
Project 2025 is a plan created by a conservative think tank with ties to Trump that lays out what the president should change in the first 180 days after taking office.,Named Organization Sources,Project 2025,,Project 2025 is a plan created by a conservative think tank with ties to Trump that outlines changes for the first 180 days of a presidency.
"Brian Manning, a political asylum lawyer and former government asylum officer, said that asylum could be impacted by a second Trump presidency more drastically than before.",Named Person Sources,Brian Manning,political asylum lawyer and former government asylum officer,"Brian Manning, a political asylum lawyer and former government asylum officer, provides expert insight into the potential impact of a second Trump presidency on asylum policies."
"""There is concern that they’ll [asylum restrictions] actually be implemented more effectively. Last time, he didn’t expect to win and didn’t have a professional class built around him that could actually get things done in government in general,"" Manning said.",Named Person Sources,Brian Manning,political asylum lawyer and former government asylum officer,"Brian Manning, a political asylum lawyer and former government asylum officer, provides expert insight into the potential impact of a second Trump presidency on asylum policies."
"He added that now Trump could surround himself with people who can push for policies that would stand in court, as opposed to the executive actions that were challenged during the first administration.",Named Person Sources,Brian Manning,political asylum lawyer and former government asylum officer,"Brian Manning, a political asylum lawyer and former government asylum officer, provides expert insight into the potential impact of a second Trump presidency on asylum policies."
"""It is safe to assume that after the many missteps of his first presidency, that his administration would be better equipped to learn from their past mistakes and more effectively attack immigrant communities from the White House,"" Marlene Galaz, Director of Immigrant Rights Policy, New York Immigration Coalition, said.",Named Person Sources,Marlene Galaz,"Director of Immigrant Rights Policy, New York Immigration Coalition","Marlene Galaz, Director of Immigrant Rights Policy at the New York Immigration Coalition, provides insight into the potential impact of a second Trump presidency on immigrant communities."
"""The stuff about immigration is pretty severe. There are talks around the Project 2025 crowd about eliminating work authorization for asylum seekers, getting rid of TPS, Temporary Protected Status,"" Manning said.",Named Person Sources,Brian Manning,political asylum lawyer and former government asylum officer,"Brian Manning, a political asylum lawyer and former government asylum officer, provides expert insight into the potential impact of a second Trump presidency on asylum policies."
"""We anticipate the president, Trump, to use its executive authority to implement these policies — but again, we anticipate we should be able to challenge,"" Nils Kinuani, Federal Policy Manager at African Communities Together (ACT), said.",Named Person Sources,Nils Kinuani,Federal Policy Manager at African Communities Together (ACT),"Nils Kinuani, Federal Policy Manager at African Communities Together (ACT), provides insight into the potential challenges to Trump's immigration policies."
He added that in the past ACT and other partner organizations have successfully challenged Trump’s policies through litigation.,Named Person Sources,Nils Kinuani,Federal Policy Manager at African Communities Together (ACT),"Nils Kinuani, Federal Policy Manager at African Communities Together (ACT), provides insight into the potential challenges to Trump's immigration policies."
"""It is not impossible but it becomes harder to challenge that. But, again ... it is very unlikely given the current political climate.""",Named Person Sources,Nils Kinuani,Federal Policy Manager at African Communities Together (ACT),"Nils Kinuani, Federal Policy Manager at African Communities Together (ACT), provides insight into the potential challenges to Trump's immigration policies."
