SourcedStatement,SourceType,Name,Title,Justification
"“He’s a very smart kid,” Campa said. “He listens.”",Named Person Sources,Juanita Campa,null,"After being evicted from her apartment, Juanita Campa was homeless for years, eventually coming to live with her 4-year-old son and his father in the Jungle, an encampment along the edge of San Jose’s Coyote Creek.; More recently, though, they moved into a hotel that serves as transitional housing for homeless children and their families."
"“It goes back to economic hardships, loss of jobs, displacement. There’s just a number of reasons why our families are growing in our (homeless youth) population,” Almazan said. “And some of our families haven’t bounced back from that yet.”",Named Person Sources,Imee Almazan,Superintendent,"In the Alum Rock district, Superintendent Imee Almazan said the COVID-19 pandemic exacerbated multiple economic issues that were out of the parents’ and the school district’s control, leading to the increase in homeless youth."
"“We have students who are living in shelters. We actually have foster youth that are unhoused as well,” she said.",Named Person Sources,Maryam Adalat,Director of student services,"Maryam Adalat, director of student services at East Side Union High School District, said many families have lost stable housing, their jobs or loved ones who were the family’s main provider since the COVID-19 pandemic.; Adalat said district staff have seen many families facing unstable housing and multiple families living in a household."
"“Whenever a child presents inside a classroom, all of those things come with that child. And all of those things are impacting their ability to engage, their ability to receive information and process it and retain it,” Artigas said.",Named Person Sources,Annya Artigas,Director of Social Emotional Learning,"Annya Artigas, the director of Social Emotional Learning at the Alum Rock district, said homelessness can affect students inside and outside the classroom.; For example, many homeless children struggle to find timely transportation to school, and once they arrive at school, the only meal they may eat is their school lunch."
"“They leave the home really traumatized to begin with, and then they end up on the streets,” Smith said.",Named Person Sources,Maureen Smith,Professor,"Maureen Smith, a professor who teaches childhood adolescent development at San Jose State University, said children experiencing homelessness without a guardian are also less likely to be enrolled in school.; She said some children are forced to leave their homes because of domestic violence or because of their gender or sexual identity."
"Since 2020, the number of homeless students in Santa Clara County has almost doubled, according to the California Department of Education.",Document Sources,California Department of Education,,According to the California Department of Education.
"Out of the 1,974 homeless students enrolled at East Side in 2022-2023, 488 were living in temporary shelters, according to the state education department, while 75 students were living in hotels and motels, and 33 students were temporarily unsheltered or living in abandoned buildings, campgrounds, vehicles, trailer parks or train and bus stations.",Document Sources,California Department of Education,,According to the state education department.
"Three other counties in the Bay Area — Alameda, Contra Costa and San Mateo — had between 2,100 and 4,700 homeless students enrolled in their schools in 2023.",Document Sources,California Department of Education,,According to the state.
"Around 78% of homeless students were unable to meet the standards for mathematics, while 51% were unable to meet the standard for language arts.",Document Sources,California Department of Education,,"That same year, a majority of homeless students in the district were unable to pass the Smarter Balanced Summative Assessments, standardized tests for mathematics and language arts."
"Many come to school sleepy, tired and hungry, impacting their ability to function in the classroom.",Unnamed Group of People,homeless children,,"Many homeless children struggle to find timely transportation to school, and once they arrive at school, the only meal they may eat is their school lunch.; Some homeless students may also miss class or arrive late because they live in temporary shelters outside of the district.; As a result of these different stressors, homeless children may also struggle to stay mentally present in school."
"They leave the home really traumatized to begin with, and then they end up on the streets.",Unnamed Group of People,children experiencing homelessness without a guardian,,"Maureen Smith, a professor who teaches childhood adolescent development at San Jose State University, said children experiencing homelessness without a guardian are also less likely to be enrolled in school.; She said some children are forced to leave their homes because of domestic violence or because of their gender or sexual identity."
