SourcedStatement,SourceType,Name,Title,Justification
“I was just thinking about her mother [Tamika Palmer] in regards to how she would interpret that particular ruling by the judge.”,Named Person Sources,Christopher 2X,"longtime community organizer, and friend of Taylor’s family",said
"“It’s just more pain on top of pain, and unfortunately, that’s the way the court system goes,”",Named Person Sources,Christopher 2X,"longtime community organizer, and friend of Taylor’s family",he said
"“With this ruling by Judge Simpson, the conversation of police reform keeps going on. There’s no backtracking in this conversation. People can, in the most civil way, have the conversation, debate about it, [especially] when these incidents are right in front of your face, the ruling is right in front of your face, the conversation doesn’t stop,”",Named Person Sources,Christopher 2X,"longtime community organizer, and friend of Taylor’s family",Christopher 2X said
"“She’s a former prosecutor. I believe, respectfully, that she should talk about it (police reform) with force, and with great understanding of the atmosphere that’s still asking for that conversation,”",Named Person Sources,Christopher 2X,"longtime community organizer, and friend of Taylor’s family",Christopher 2X said
"“She should be willing and ready to address this whole issue that still, there’s no answers to.”",Named Person Sources,Christopher 2X,"longtime community organizer, and friend of Taylor’s family",adding
"“it would prevent the necessity for cases like Breonna Taylor’s because we would be attacking the root cause of crime, which brings down crime rates,”",Named Person Sources,Hawk Newsome,co-founder of Black Lives Matter of Greater New York and Black Opportunities,Newsome said
“Less crime means politicians are less likely to allow illegal and overzealous policing.”,Named Person Sources,Hawk Newsome,co-founder of Black Lives Matter of Greater New York and Black Opportunities,adding
"According to the Mapping Police Violence database, the number of people, especially Black people, killed by the police has continued to rise since 2020.",Document Sources,Mapping Police Violence database,,The database found
"214 Black lives have been lost during encounters with police, nearing the 264 killed in 2020.",Unnamed Group of People,Researchers,,according to the Mapping Police Violence database
"over 300,000 people experienced use of force by police that includes chemical sprays, K-9 dog attacks, neck restraints, stun guns as well as beanbags and baton strikes.",Unnamed Group of People,Researchers,,according to the Mapping Police Violence database
"Black people are more susceptible to nonfatal police violence than being killed by police, the report found.",Unnamed Group of People,Researchers,,according to the Mapping Police Violence database
