SourcedStatement,SourceType,Name,Title,Justification
“I was just thinking about her mother [Tamika Palmer] in regards to how she would interpret that particular ruling by the judge.”,Named Person Sources,Christopher 2X,community organizer,"a longtime community organizer, and friend of Taylor’s family"
"“It’s just more pain on top of pain, and unfortunately, that’s the way the court system goes,” he said.",Named Person Sources,Christopher 2X,community organizer,
"“With this ruling by Judge Simpson, the conversation of police reform keeps going on.",Named Person Sources,Christopher 2X,community organizer,
“She’s a former prosecutor.,Named Person Sources,Christopher 2X,community organizer,
"“I believe, respectfully, that she should talk about it (police reform) with force, and with great understanding of the atmosphere that’s still asking for that conversation,” Christopher 2X said, adding, “She should be willing and ready to address this whole issue that still, there’s no answers to.”",Named Person Sources,Christopher 2X,community organizer,
"If the latter goes in effect, “it would prevent the necessity for cases like Breonna Taylor’s because we would be attacking the root cause of crime, which brings down crime rates,” Newsome said, adding, “Less crime means politicians are less likely to allow illegal and overzealous policing.”",Named Person Sources,Hawk Newsome,co-founder of Black Lives Matter of Greater New York and Black Opportunities,
"Researchers behind Mapping Police Violence released a new database Wednesday that focuses on nonfatal police encounters in the United States between 2017 and 2022, the Guardian first reported.",Document Sources,the Guardian,,the Guardian first reported
"The database found that in each year, over 300,000 people experienced use of force by police that includes chemical sprays, K-9 dog attacks, neck restraints, stun guns as well as beanbags and baton strikes.",Document Sources,Mapping Police Violence database,,
"Since 2020, the number of people, especially Black people, killed by the police has continued to rise, according to the Mapping Police Violence database.",Document Sources,Mapping Police Violence database,,
"The decision to blame Taylor’s boyfriend for her death, and not the officers, is another stark reminder of the need for the George Floyd Justice in Policing Act, which includes ending qualified immunity, advocates said.",Unnamed Group of People,advocates,,
"Although robust policing reforms have stalled on the federal level, local governments across the country have turned proposals such as banning choke holds into law.",Unnamed Group of People,,,local governments across the country
