SourcedStatement,SourceType,Name,Title,Justification
"A study by the Vermont nonprofit Crime Research Group shows Brattleboro police are dispatched most to the local Quality Inn, where the state is housing people otherwise without shelter (authorities received 181 calls there in the first half of this year), as well as to such downtown locations as the Whetstone path park (112 calls so far in 2024), the Groundworks Collaborative shelter (93) and Transportation Center parking garage (57).",Named Organization Sources,Crime Research Group,,Vermont nonprofit
"Groundworks Collaborative, for example, helps local people without permanent housing (its outreach team reports contact with 159 such individuals so far this year).",Named Organization Sources,Groundworks Collaborative,,nonprofit
Turning Point of Windham County,Named Organization Sources,Turning Point of Windham County,,
Southeastern Vermont Community Action,Named Organization Sources,Southeastern Vermont Community Action,,
"“Jaws dropped,” Jim Baker, a consultant for a state public safety enhancement initiative, recounted at a recent public meeting. “The providers recognized those folks and came to the realization that if they’re falling through the cracks in their system, who ends up dealing with them?”",Named Person Sources,Jim Baker,consultant for a state public safety enhancement initiative,a consultant for a state public safety enhancement initiative
"“The 20 people that are consuming a lot of resources clearly need some, but they’re not getting the right ones,” Brattleboro Assistant Police Chief Jeremy Evans recently told the town selectboard.",Named Person Sources,Jeremy Evans,Assistant Police Chief,Brattleboro Assistant Police Chief
"“Compared to communities your size, you are consistently higher,” Baker, former commander of the Vermont State Police and one-time Rutland City police chief, recently told local leaders of their figures.",Named Person Sources,Jim Baker,former commander of the Vermont State Police and one-time Rutland City police chief,former commander of the Vermont State Police and one-time Rutland City police chief
"“The disorder we are witnessing, especially in our downtown area, has many causes and impacts,” Evans wrote the selectboard in a recent memorandum.",Named Person Sources,Jeremy Evans,Assistant Police Chief,Brattleboro Assistant Police Chief
"“You have a lot of people looking for help,” Evans said, “but there’s a small percentage that, for whatever reason, are unable or unwilling to accept it.”",Named Person Sources,Jeremy Evans,Assistant Police Chief,Brattleboro Assistant Police Chief
"“Unfortunately, many of those are providers,” Evans said, “which creates a huge, huge problem.”",Named Person Sources,Jeremy Evans,Assistant Police Chief,Brattleboro Assistant Police Chief
"“This is something that we see in a lot of different jurisdictions,” Robin Joy, the Crime Research Group’s statistical director, told local leaders at another meeting.",Named Person Sources,Robin Joy,statistical director of the Crime Research Group,the Crime Research Group’s statistical director
"“We need to consider our own boundaries around increasing safety and reducing risks,” Groundworks executive director Libby Bennett said upon this April’s first anniversary of the death.",Named Person Sources,Libby Bennett,executive director of Groundworks,Groundworks executive director
"“All of us area agencies, we are doing everything humanly possible that we can do,” said Christine Allen, executive director of Turning Point of Windham County.",Named Person Sources,Christine Allen,executive director of Turning Point of Windham County,executive director of Turning Point of Windham County
"“It was an epiphany,” Baker said.",Named Person Sources,Jim Baker,consultant for a state public safety enhancement initiative,a consultant for a state public safety enhancement initiative
"“We were looking at real information that made us have some quite difficult conversations,” Quipp said following the session.",Named Person Sources,Daniel Quipp,chair of the selectboard and staff member of Southeastern Vermont Community Action,chair of the selectboard and staff member of Southeastern Vermont Community Action
