SourcedStatement,SourceType,Name,Title,Justification
Staff for the American Civil Liberties Union have also held clinics elsewhere to prepare trans Americans for the identification requirements they will have to navigate.,Named Organization Sources,American Civil Liberties Union,,preparing trans Americans for the identification requirements they will have to navigate
"The ACLU, which is tracking some of these laws and rules, has tried to prepare election workers on how to process trans voters who come into their polling sites.",Named Organization Sources,American Civil Liberties Union (ACLU),,tracking some of these laws and rules
VoteRiders is conducting year-round voter education.,Named Organization Sources,VoteRiders,,conducting year-round voter education
"Equality Florida, the state’s leading LGBTQ+ advocacy group, is holding “know your rights” trainings in the wake of new regulations barring many transgender voters from obtaining photo identification that reflects their gender.",Named Organization Sources,Equality Florida,,the state’s leading LGBTQ+ advocacy group
"“There is a chilling effect,” said Lauren Kunis, CEO and executive director of VoteRiders, which helps voters obtain identification. “There is an unsafe and intimidating environment around existing as trans in society, and definitely in being able to go to the polls safely and cast a ballot.”",Named Person Sources,Lauren Kunis,CEO and Executive Director of VoteRiders,"CEO and executive director of VoteRiders, which helps voters obtain identification"
"“A lot is falling on poll workers to correctly enforce the law,” Kunis added. “And I would argue that is less of a solid protection in states where anti-trans rhetoric is skyrocketing.”",Named Person Sources,Lauren Kunis,CEO and Executive Director of VoteRiders,"CEO and executive director of VoteRiders, which helps voters obtain identification"
"“Trans votes count,” said Ankit Rastogi, director of research for the National Center for Transgender Equality, which conducted the survey and will soon be known as Advocates for Trans Equality Education Fund.",Named Person Sources,Ankit Rastogi,Director of Research for the National Center for Transgender Equality,conducted the survey and will soon be known as Advocates for Trans Equality Education Fund
"“It’s a tactic that’s designed to splinter support for trans rights and suggest sort of who is harmed by protecting trans people — to frame that as cisgender women being the people harmed by protections for trans people,” said Rose Saxe, who is deputy project director for the ACLU’s LGBT & HIV Project.",Named Person Sources,Rose Saxe,Deputy Project Director for the ACLU’s LGBT & HIV Project,deputy project director for the ACLU’s LGBT & HIV Project
"“Trans people, just like everyone else, want to be able to travel, start new jobs, open bank accounts, enroll in school, vote — all of those things require some form of ID. And so when a state goes out of its way to enforce its message about its belief about sex and gender on a license, and transgender people then have to publicize that when they show other people, it creates a dangerous environment,” said Lucas Cameron-Vaughn, an attorney for the ACLU of Tennessee.",Named Person Sources,Lucas Cameron-Vaughn,Attorney for the ACLU of Tennessee,attorney for the ACLU of Tennessee
"“We saw it as a move to inflict maximum chaos and misunderstanding,” Diaz said. “And really to scare trans folks from even participating and getting the license if they needed to update it.”",Named Person Sources,Quinn Diaz,Public Policy Associate at Equality Florida,public policy associate at Equality Florida; transgender; moved to Florida from Massachusetts
"“With these laws in Florida, you’re forced to choose between living authentically and just not really participating in public life,” Diaz said.",Named Person Sources,Quinn Diaz,Public Policy Associate at Equality Florida,public policy associate at Equality Florida; transgender; moved to Florida from Massachusetts
"“I can imagine that a lot of trans folks in Florida who might not have access … to an accurate and affirming ID might not want to engage in that process at all, especially in such a heightened political environment,” Diaz said.",Named Person Sources,Quinn Diaz,Public Policy Associate at Equality Florida,public policy associate at Equality Florida; transgender; moved to Florida from Massachusetts
"“Gender nonconforming people are already under such public scrutiny nationwide,” Diaz said. “That’s when you’re gonna see the convergence of those two elements. It really seems like it would only result in more discrimination, more discomfort for trans people, more interrogation and potentially just being turned away.”",Named Person Sources,Quinn Diaz,Public Policy Associate at Equality Florida,public policy associate at Equality Florida; transgender; moved to Florida from Massachusetts
"“Our ability to participate in this democracy in Florida, it’s been on the line for a while,” Diaz said. Transgender people, they said, are being “forced to choose between participating in our greatest civic right or just sitting out because the state doesn’t see us for who we are.”",Named Person Sources,Quinn Diaz,Public Policy Associate at Equality Florida,public policy associate at Equality Florida; transgender; moved to Florida from Massachusetts
"“There’s nothing these laws will do to stop me from living my best life,” Krebs said. “It just puts my energy and passion towards making this place better for me and other trans people.”",Named Person Sources,Hazel Krebs,,transgender woman living in Kansas; experienced the weight of increased scrutiny as she cast her ballot in March
"“They won’t stop me, but I can see how it would stop others,” she said. “It is almost certainly stopping some people from showing up at the polls.”",Named Person Sources,Hazel Krebs,,transgender woman living in Kansas; experienced the weight of increased scrutiny as she cast her ballot in March
"“It really shows the resiliency of the trans community to ensure that our voices are heard and we have visibility at the ballot box,” said Josie Caballero, director of voting and elections for the group that conducted the 2022 U.S. Transgender Survey.",Named Person Sources,Josie Caballero,Director of Voting and Elections,director of voting and elections for the group that conducted the 2022 U.S. Transgender Survey
"According to a tally by the Movement Advancement Project (MAP), which tracks LGBTQ+ policy, at least nine states in the past two years have explicitly regulated gender in this way.",Document Sources,Movement Advancement Project (MAP),,tracks LGBTQ+ policy
"The Williams Institute at the University of California, Los Angeles School of Law, estimated ahead of the 2022 midterm election that more than 200,000 voting-eligible transgender Americans may find it difficult to vote at the time because of voter ID laws.",Document Sources,"The Williams Institute at the University of California, Los Angeles School of Law",,estimated ahead of the 2022 midterm election
"An analysis released in August of respondents to the 2022 U.S. Transgender Survey, widely seen as the most comprehensive study of binary and nonbinary transgender Americans, found that voting-eligible trans people had cast ballots in the last presidential election at a higher rate than the U.S. population.",Document Sources,2022 U.S. Transgender Survey,,widely seen as the most comprehensive study of binary and nonbinary transgender Americans
"According to the Center for Democracy and Civic Engagement at the University of Maryland, whose research was partially supported by VoteRiders, nearly 21 million voting-eligible U.S. citizens do not have a current driver’s license.",Document Sources,Center for Democracy and Civic Engagement at the University of Maryland,,whose research was partially supported by VoteRiders
"Trans people, just like everyone else, want to be able to travel, start new jobs, open bank accounts, enroll in school, vote — all of those things require some form of ID.",Unnamed Group of People,Trans people,,"just like everyone else; want to be able to travel, start new jobs, open bank accounts, enroll in school, vote"
"Cisgender people, particularly women and women of color.",Unnamed Group of People,"Cisgender people, particularly women and women of color",,most likely not to have a current license; harmed by the requirement regardless of their gender identity
Black and Hispanic people are among those most likely not to have a current license...,Unnamed Group of People,Black and Hispanic people,,most likely not to have a current license; harmed by the requirement regardless of their gender identity
Gender nonconforming people are already under such public scrutiny nationwide...,Unnamed Group of People,Gender nonconforming people,,already under such public scrutiny nationwide
