SourcedStatement,SourceType,Name,Title,Justification
Democrat Kamala Harris leads Republican Donald Trump 45% to 41% in a Reuters/Ipsos poll published on Thursday that showed the vice president sparking new enthusiasm among voters and shaking up the race ahead of the Nov. 5 election.,Named Organization Sources,Reuters/Ipsos,,a Reuters/Ipsos poll published on Thursday
The 4 percentage point advantage among registered voters was wider than a 1 point lead Harris held over the former president in a late July Reuters/Ipsos poll.,Named Organization Sources,Reuters/Ipsos,,a late July Reuters/Ipsos poll
"The new poll, which was conducted in the eight days ended Wednesday and had a 2 percentage point margin of error, showed Harris picking up support among women and Hispanics.",Named Organization Sources,Reuters/Ipsos,,The new poll
"Across four Reuters/Ipsos polls conducted in July, Harris had a 9 point lead among women and a 6 point lead among Hispanics.",Named Organization Sources,Reuters/Ipsos,,four Reuters/Ipsos polls conducted in July
A separate Bloomberg News/Morning Consult poll published later on Thursday showed that Harris was either leading or tied with Trump in each of those states.,Named Organization Sources,Bloomberg News/Morning Consult,,A separate Bloomberg News/Morning Consult poll published later on Thursday
That poll showed Harris led Trump by 2 percentage points among registered voters across the seven states and was ahead by 1 point — a statistical tie — among likely voters.,Named Organization Sources,Bloomberg News/Morning Consult,,That poll
The margin of error was 1 percentage point across the seven states.,Named Organization Sources,Bloomberg News/Morning Consult,,That poll
Some 73% of Democratic registered voters in the Reuters/Ipsos poll said they were more excited about voting in November after Harris entered the race.,Named Organization Sources,Reuters/Ipsos,,the Reuters/Ipsos poll
"And while a March Reuters/Ipsos poll found that 61% respondents who intended to vote for Biden were doing so mainly to stop Trump, 52% of Harris voters in the August poll were voting to support her as a candidate rather than primarily to oppose Trump.",Named Organization Sources,Reuters/Ipsos,,a March Reuters/Ipsos poll; the August poll
"Voters picked Trump as having a better approach to managing the U.S. economy, 45% to 36%, a wider margin than Trump had in another Reuters/Ipsos poll this week.",Named Organization Sources,Reuters/Ipsos,,another Reuters/Ipsos poll this week
Some 41% of voters in the poll - and 70% of Democrats - said they were worried the next president might sign a national ban on abortions.,Named Organization Sources,Reuters/Ipsos,,the poll
"&#x20;""It's obvious that running against Harris is more challenging for Trump given the shift in these numbers, but it's certainly not insurmountable,"" Matt Wolking, a Republican campaign strategist who worked on Trump's 2020 campaign, said in response to the Reuters/Ipsos poll results.",Named Person Sources,Matt Wolking,Republican campaign strategist,a Republican campaign strategist who worked on Trump's 2020 campaign
"He said Trump needs to stay as focused as possible in his campaign ""so he's not scaring"" away voters who were leaning his way because they didn't like Biden.",Named Person Sources,Matt Wolking,Republican campaign strategist,a Republican campaign strategist who worked on Trump's 2020 campaign
"""We see it in this poll that people are more motivated about the future than the past,"" said Aimee Allison, founder of She the People, a liberal group that aims to grow the numbers of women of color in elected office.",Named Person Sources,Aimee Allison,founder of She the People,"founder of She the People, a liberal group that aims to grow the numbers of women of color in elected office"
"""They see Kamala Harris as the future, and Republicans see this election as just about Trump.",Named Person Sources,Aimee Allison,founder of She the People,"founder of She the People, a liberal group that aims to grow the numbers of women of color in elected office"
"Voters are more likely to be engaged when given the option of 'more than' beating Trump.""",Named Person Sources,Aimee Allison,founder of She the People,"founder of She the People, a liberal group that aims to grow the numbers of women of color in elected office"
