SourcedStatement,SourceType,Name,Title,Justification
"Before Sam Altman was ousted from OpenAI last week, he and the company’s board of directors had been bickering for more than a year.",Unnamed Person,null,null,null
"At one point, Mr. Altman, the chief executive, made a move to push out one of the board’s members because he thought a research paper she had co-written was critical of the company.",Unnamed Person,null,null,null
"Another member, Ilya Sutskever, thought Mr. Altman was not always being honest when talking with the board.",Unnamed Person,null,null,null
And some board members worried that Mr. Altman was too focused on expansion while they wanted to balance that growth with A.I. safety.,Unnamed Person,null,null,null
"The news that he was being pushed out came in a videoconference on Friday afternoon, when Mr. Sutskever, who had worked closely with Mr. Altman at OpenAI for eight years, read him a statement.",Unnamed Person,null,null,null
The decision stunned OpenAI’s employees and exposed board members to tough questions about their qualifications to manage such a high-profile company.,Unnamed Person,null,null,null
The OpenAI debacle has illustrated how building A.I. systems is testing whether businesspeople who want to make money from artificial intelligence can work in sync with researchers who worry that what they are building could eventually eliminate jobs or become a threat if technologies like autonomous weapons grow out of control.,Unnamed Person,null,null,null
OpenAI was started in 2015 with an ambitious plan to one day create a superintelligent automated system that can do everything a human brain can do.,Unnamed Person,null,null,null
"But friction plagued the company’s board, which hadn’t even been able to agree on replacements for members who had stepped down.",Unnamed Person,null,null,null
"Nearly all of OpenAI’s 800 employees had threatened to follow Mr. Altman to Microsoft, which asked him to lead an A.I. lab with Greg Brockman, who quit his roles as OpenAI’s president and board chairman in solidarity with Mr. Altman.",Unnamed Person,null,null,null
The board had told Mr. Brockman that he would no longer be OpenAI’s chairman but invited him to stay on at the company — though he was not invited to the meeting where the decision was made to push him off the board and Mr. Altman out of the company.,Unnamed Person,null,null,null
"In 2015, Mr. Altman teamed with Elon Musk and others, including Mr. Sutskever, to create a nonprofit to build A.I. that was safe and beneficial to humanity.",Unnamed Person,null,null,null
They planned to raise money from private donors for their mission.,Unnamed Person,null,null,null
"But within a few years, they realized that their computing needs required much more funding than they could raise from individuals.",Unnamed Person,null,null,null
"After Mr. Musk left in 2018, they created a for-profit subsidiary that began raising billions of dollars from investors, including $1 billion from Microsoft.",Unnamed Person,null,null,null
"They said that the subsidiary would be controlled by the nonprofit board and that each director’s fiduciary duty would be to “humanity, not OpenAI investors,” the company said on its website.",Named Organization,OpenAI,null,null
"Mr. Altman complained that the research paper seemed to criticize OpenAI’s efforts to keep its A.I. technologies safe while praising the approach taken by Anthropic, a company that has become OpenAI’s biggest rival, according to an email that Mr. Altman wrote to colleagues and that was viewed by The New York Times.",Document,email,null,an email that Mr. Altman wrote to colleagues and that was viewed by The New York Times
"In the email, Mr. Altman said that he had reprimanded Ms. Toner for the paper and that it was dangerous to the company, particularly at a time, he added, when the Federal Trade Commission was investigating OpenAI over the data used to build its technology.",Document,email,null,an email that Mr. Altman wrote to colleagues and that was viewed by The New York Times
Ms. Toner defended it as an academic paper that analyzed the challenges that the public faces when trying to understand the intentions of the countries and companies developing A.I.,Named Person,Helen Toner,an OpenAI board member and a director of strategy at Georgetown University’s Center for Security and Emerging Technology,an OpenAI board member and a director of strategy at Georgetown University’s Center for Security and Emerging Technology
But Mr. Altman disagreed.,Named Person,Sam Altman,chief executive of OpenAI,chief executive of OpenAI
"“I did not feel we’re on the same page on the damage of all this,” he wrote in the email. “Any amount of criticism from a board member carries a lot of weight.”",Named Person,Sam Altman,chief executive of OpenAI,chief executive of OpenAI
"Senior OpenAI leaders, including Mr. Sutskever, who is deeply concerned that A.I. could one day destroy humanity, later discussed whether Ms. Toner should be removed",Unnamed Person,null,null,null
"But shortly after those discussions, Mr. Sutskever did the unexpected: He sided with board members to oust Mr. Altman",Unnamed Person,null,null,null
