SourcedStatement,SourceType,Name,Title,Justification
"Bob Unanue, CEO of Goya Foods, even mocked her name by calling her ‘Que-mala,’ which means ‘so bad’” in Spanish.",Named Organization Sources,Goya Foods,,
"Harris explained that a name is a precious gift from one’s family, rooted in tradition, love, and hope.",Named Person Sources,Kamala Harris,Vice President of the United States,as the first female Vice President of the United States
"She emphasized that respecting the significance of names honors those values, while mocking or mispronouncing them is childish and reflects a lack of maturity and respect.",Named Person Sources,Kamala Harris,Vice President of the United States,as the first female Vice President of the United States
"“That the highest elected leaders should conduct themselves like they did when they were children on the playground, it speaks poorly of their appreciation for the responsibility of the role that they have,” Harris said to Noah.",Named Person Sources,Kamala Harris,,as the first female Vice President of the United States
“And I think it’s a reflection of their values and their maturity.”,Named Person Sources,Kamala Harris,,as the first female Vice President of the United States
"Harris added, “I don’t pay attention to the name-calling, Trevor.",Named Person Sources,Kamala Harris,,as the first female Vice President of the United States
There’s some of us who have lived a lifetime of being called names.,Named Person Sources,Kamala Harris,,as the first female Vice President of the United States
"It is predictable, it is childish, and it will not distract me.”",Named Person Sources,Kamala Harris,,as the first female Vice President of the United States
"However, during a 2020 interview with Trevor Noah on The Daily Show, she addressed the issue with grace and insight.",Named Person Sources,Trevor Noah,,on The Daily Show
"Bob Unanue, CEO of Goya Foods, even mocked her name by calling her ‘Que-mala,’ which means ‘so bad’” in Spanish.",Named Person Sources,Bob Unanue,,CEO of Goya Foods
"During the 2024 Republican National Convention, nearly half of the speakers who mentioned Harris’s first name mispronounced it.",Unnamed Group of People,speakers,,During the 2024 Republican National Convention
"Former President Donald Trump, tech mogul Elon Musk, and several Republican leaders, including members of Congress and governors, repeatedly mispronounce her name.",Unnamed Group of People,Republican leaders,,including members of Congress and governors
