SourcedStatement,SourceType,Name,Title,Justification
OUSD also committed to redesigning its water quality website and publishing a dashboard by Jan. 1 for community members to view test results.,Named Organization Sources,OUSD,,
Alameda County recommends that any families who were notified that their schools had elevated lead levels should get their child a blood lead test.,Named Organization Sources,Alameda County,,
"In Berkeley Unified, water fixtures testing above 1 part per billion are taken offline and repaired.",Named Organization Sources,Berkeley Unified,,
"""This mistake has caused families stress, anxiety and panic, further limiting our community’s trust in this district,"" said Max Simmons, one of OUSD’s student directors.",Named Person Sources,Max Simmons,student director,one of OUSD’s student directors
"""I sincerely apologize for the stress and concern this has caused our school sites, students and families.",Named Person Sources,Kyla Johnson-Trammell,Superintendent,
"""There is so much trust rebuilding that has to be done for our community.",Named Person Sources,Stuart Loebl,sixth-grade science teacher,at Frick
"""Why didn’t you do your job? You knew months ago that the water was contaminated.",Named Person Sources,Marina Muñoz,,a parent at Madison Park Academy and an organizer with Communities for a Better Environment
"""This is not new to Oakland, but it is something that we need to tackle as an entire city, and we need to have community partners, philanthropic partners, as well as our county and state folks to support us in dealing with this issue,""",Named Person Sources,Valarie Bachelor,"Director, chair of OUSD’s facilities committee",chair of OUSD’s facilities committee
According to a report from this week’s Oakland Unified school board meeting,Document Sources,null,,from this week’s Oakland Unified school board meeting
The district’s safe drinking water policy states that any water sources showing lead at above 5 parts per billion must be taken offline and repaired.,Document Sources,null,,The district’s safe drinking water policy
"In 2017, when OUSD was considering its clean drinking water policy, the cost to upgrade all the pipes would have been $38 million",Document Sources,null,,"In 2017, when OUSD was considering its clean drinking water policy"
"Teachers from Frick United Academy of Language demanded to know why, if testing took place in April, fountains weren’t shut down until August.",Unnamed Group of People,teachers,,from Frick United Academy of Language
Community members pointed out that other districts have lower thresholds for remediation.,Unnamed Group of People,community members,,
"Community members, many of whom raised concerns two weeks ago, were skeptical.",Unnamed Group of People,community members,,many of whom raised concerns two weeks ago
