SourcedStatement,SourceType,Name,Title,Justification
"Public Works policy, staff are supposed to provide the resident of an encampment a ""reasonable amount of time (approximately 30 minutes)"" to sort through and collect their belongings before the camp is torn down.",Named Organization Sources,Department of Public Works,,Public Works policy
"the Coalition on Homelessness and other unhoused advocates planned to crash an encampment sweep in SoMa last Thursday, which had been scheduled for 12:30 p.m.",Named Organization Sources,Coalition on Homelessness,,In order to bring public attention to the moral question of sweeps
Gordon said claims for lost property can be filed with the City Attorney's office.,Named Organization Sources,City Attorney's office,,claims for lost property can be filed with the City Attorney's office
There were 178 people on the Department of Homelessness and Supportive Housing’s online waitlist for shelter on Monday afternoon.,Named Organization Sources,Department of Homelessness and Supportive Housing,,Department of Homelessness and Supportive Housing’s online waitlist
"""nearly everything"" was taken, including his state ID card, he said.",Named Person Sources,Antonio Robinson,,"The 38-year-old had chosen to set up camp near Palou Ave. and Griffith St. in Hunters Point, on a dead-end road surrounded by industrial buildings.; Robinson’s last encampment was swept about a month ago"
"""All they do is tell me to go back to the Hunters Point Navigation Center. And I don’t want to do that. I had bad experiences,"" he said.",Named Person Sources,Antonio Robinson,,"The 38-year-old had chosen to set up camp near Palou Ave. and Griffith St. in Hunters Point, on a dead-end road surrounded by industrial buildings.; Robinson’s last encampment was swept about a month ago"
tried to explain to police officers that he was camping on the sidewalk in Hunters Point while investigating a homicide that occurred while he was in jail.,Named Person Sources,Joey O’Brien,,"46, tried to explain to police officers that he was camping on the sidewalk in Hunters Point while investigating a homicide that occurred while he was in jail."
"""I don’t understand,"" O’Brien kept repeating.",Named Person Sources,Joey O’Brien,,"46, tried to explain to police officers that he was camping on the sidewalk in Hunters Point while investigating a homicide that occurred while he was in jail."
"""the policy clearly spells out how soiled items can be handled and our crews follow the policy and consistently apply its terms.""",Named Person Sources,Rachel Gordon,Public Works spokesperson,In a response to Gazetteer's questions about potential breaches in protocol
"""Typically, with city sweeps, they give 72 hours of notice with location and time, and we were following that, but they didn’t follow that usual rule,""",Named Person Sources,Julian Highsmith,communications and policy director for the Coalition on Homelessness,"Julian Highsmith, communications and policy director for the Coalition on Homelessness"
"""I personally think it’s a little suspicious to do the sweep earlier. It doesn’t seem like the city wants attention on the encampment sweeps, and I don’t think they want people to see what happens during that process,""",Named Person Sources,Julian Highsmith,communications and policy director for the Coalition on Homelessness,"Julian Highsmith, communications and policy director for the Coalition on Homelessness"
the intention is to clean up sidewalks and force unhoused people into the city’s labyrinthine network of shelter and supportive housing programs.,Named Person Sources,London Breed,Mayor,According to Mayor London Breed
"A federal survey released in May counted more than 8,000 unhoused people in the city, which has fewer than 4,000 shelter beds to offer.",Document Sources,,,A federal survey released in May
"as a recent batch of public records secured by City Hall watchdog Hazel Williams shows, Public Works has bagged medications, wheelchairs, and even a mobility walker from unhoused people, taking them to the city’s storage facility on Cesar Chavez St.",Document Sources,,,a recent batch of public records secured by City Hall watchdog Hazel Williams
"Dozens of people lined the sidewalks that had been swept just hours prior, fussing with their belongings, setting up new tents, and discreetly selling wares to one another.",Unnamed Group of People,Dozens of people,,"that had been swept just hours prior, fussing with their belongings, setting up new tents, and discreetly selling wares to one another."
"a small group of protesters regrouped at City Hall for a series of chants and short speeches, holding a symbolic police citation for Breed that accused her of violating human rights.",Unnamed Group of People,protesters,,"regrouped at City Hall for a series of chants and short speeches, holding a symbolic police citation for Breed that accused her of violating human rights."
