SourcedStatement,SourceType,Name,Title,Justification
"the Coalition on Homelessness and other unhoused advocates planned to crash an encampment sweep in SoMa last Thursday, which had been scheduled for 12:30 p.m. The group planned live performances, speeches, and outreach, to take place at the same time as SFPD and Department of Public Works enforcement.",Named Organization Sources,Coalition on Homelessness,,and other unhoused advocates planned to crash an encampment sweep...
"“All they do is tell me to go back to the Hunters Point Navigation Center. And I don’t want to do that. I had bad experiences,” he said.",Named Person Sources,Antonio Robinson,,"The 38-year-old had chosen to set up camp near Palou Ave. and Griffith St. in Hunters Point, on a dead-end road surrounded by industrial buildings."
"“It’s quiet here,” he said.",Named Person Sources,Antonio Robinson,,"The 38-year-old had chosen to set up camp near Palou Ave. and Griffith St. in Hunters Point, on a dead-end road surrounded by industrial buildings."
"“I don’t understand,” O’Brien kept repeating.",Named Person Sources,Joey O’Brien,,"46, tried to explain to police officers that he was camping on the sidewalk in Hunters Point while investigating a homicide that occurred while he was in jail."
"“the policy clearly spells out how soiled items can be handled and our crews follow the policy and consistently apply its terms."" Gordon said claims for lost property can be filed with the City Attorney's office.",Named Person Sources,Rachel Gordon,Public Works spokesperson,Public Works spokesperson
"“Typically, with city sweeps, they give 72 hours of notice with location and time, and we were following that, but they didn’t follow that usual rule,”",Named Person Sources,Julian Highsmith,communications and policy director for the Coalition on Homelessness,communications and policy director for the Coalition on Homelessness
"“I personally think it’s a little suspicious to do the sweep earlier. It doesn’t seem like the city wants attention on the encampment sweeps, and I don’t think they want people to see what happens during that process,”",Named Person Sources,Julian Highsmith,communications and policy director for the Coalition on Homelessness,communications and policy director for the Coalition on Homelessness
"According to Mayor London Breed, the intention is to clean up sidewalks and force unhoused people into the city’s labyrinthine network of shelter and supportive housing programs.",Named Person Sources,London Breed,Mayor,Mayor London Breed
"A federal survey released in May counted more than 8,000 unhoused people in the city, which has fewer than 4,000 shelter beds to offer.",Document Sources,,,released in May
"According to Public Works policy, staff are supposed to provide the resident of an encampment a 'reasonable amount of time (approximately 30 minutes)' to sort through and collect their belongings before the camp is torn down.",Document Sources,Public Works,,According to Public Works policy
"a recent batch of public records secured by City Hall watchdog Hazel Williams shows, Public Works has bagged medications, wheelchairs, and even a mobility walker from unhoused people, taking them to the city’s storage facility on Cesar Chavez St.",Document Sources,,,secured by City Hall watchdog Hazel Williams
"many unhoused people, including Robinson, say it can be challenging to identify and retrieve their belongings at the facility. When they succeed, they often find important pieces missing from their stash — a problem that has persisted over years of sweeps.",Unnamed Group of People,many unhoused people,,including Robinson
