SourcedStatement,SourceType,Name,Title,Justification
"In Berkeley Unified, water fixtures testing above 1 part per billion are taken offline and repaired.",Named Organization Sources,Berkeley Unified,,Community members pointed out that other districts have lower thresholds for remediation.
Alameda County recommends that any families who were notified that their schools had elevated lead levels should get their child a blood lead test.,Named Organization Sources,Alameda County,,Alameda County recommends that any families who were notified that their schools had elevated lead levels should get their child a blood lead test.
"“This mistake has caused families stress, anxiety and panic, further limiting our community’s trust in this district,” said Max Simmons, one of OUSD’s student directors.",Named Person Sources,Max Simmons,student director,one of OUSD’s student directors
"“I sincerely apologize for the stress and concern this has caused our school sites, students and families. We understand the gravity of this situation and we are fully committed to taking immediate, transparent and corrective action,” she said.",Named Person Sources,Kyla Johnson-Trammell,Superintendent,"District leadership — including Superintendent Kyla Johnson-Trammell, chief systems and services officer Preston Thomas, and risk management officer Rebecca Littlejohn — committed to transparency going forward and said a personnel investigation is underway to determine how communication broke down."
"“There is so much trust rebuilding that has to be done for our community. We have failed. And when I say ‘we’ I mean OUSD has failed at its most basic job of not poisoning our students,” said Stuart Loebl, a sixth-grade science teacher at Frick.",Named Person Sources,Stuart Loebl,sixth-grade science teacher,a sixth-grade science teacher at Frick
"“Why didn’t you do your job? You knew months ago that the water was contaminated. You didn’t act, and you let those kids come back to school and drink poisoned water,” said Marina Muñoz, a parent at Madison Park Academy and an organizer with Communities for a Better Environment.",Named Person Sources,Marina Muñoz,parent and organizer,a parent at Madison Park Academy and an organizer with Communities for a Better Environment
"“This is not new to Oakland, but it is something that we need to tackle as an entire city, and we need to have community partners, philanthropic partners, as well as our county and state folks to support us in dealing with this issue,” she said.",Named Person Sources,Valarie Bachelor,Director and chair of OUSD’s facilities committee,the chair of OUSD’s facilities committee
"An average of two months passed between when Oakland schools were tested for lead this spring and when those school communities were notified of high lead levels in August, according to a report from this week’s Oakland Unified school board meeting.",Document Sources,Oakland Unified school board meeting,,"The district’s risk management team began testing water fixtures and faucets in April and continued through the summer, but it wasn’t until Aug. 10 that district officials realized school sites hadn’t been told about it or informed of the results."
The district’s safe drinking water policy states that any water sources showing lead at above 5 parts per billion must be taken offline and repaired.,Document Sources,Oakland Unified School District,,"Of the schools that have been tested so far, lead levels have ranged from below the district’s threshold to amounts in the hundreds of parts per billions."
"parents, students and school staff demanded transparency and answers about why they were kept in the dark.",Unnamed Group of People,"parents, students and school staff",,"Community members, many of whom raised concerns two weeks ago, were skeptical."
"Teachers from Frick United Academy of Language demanded to know why, if testing took place in April, fountains weren’t shut down until August.",Unnamed Group of People,Teachers from Frick United Academy of Language,,The school hosted students for summer programming when fountains would have still been in use.
