SourcedStatement,SourceType,Name,Title,Justification
"Nearly 21 million voting-eligible U.S. citizens do not have a current driver's license, according to the Center for Democracy and Civic Engagement at the University of Maryland, whose research was partially supported by VoteRiders.",Named Organization Sources,Center for Democracy and Civic Engagement at the University of Maryland,,whose research was partially supported by VoteRiders
"The Williams Institute at the University of California, Los Angeles School of Law, estimated ahead of the 2022 midterm election that more than 200,000 voting-eligible transgender Americans may find it difficult to vote at the time because of voter ID laws.",Named Organization Sources,"The Williams Institute at the University of California, Los Angeles School of Law",,
"""There is a chilling effect,"" said Lauren Kunis, CEO and executive director of VoteRiders, which helps voters obtain identification. ""There is an unsafe and intimidating environment around existing as trans in society, and definitely in being able to go to the polls safely and cast a ballot.""",Named Person Sources,Lauren Kunis,CEO and executive director of VoteRiders,which helps voters obtain identification
"""Trans votes count,"" said Ankit Rastogi, director of research for the National Center for Transgender Equality, which conducted the survey and will soon be known as Advocates for Trans Equality Education Fund. ""I think the big takeaway is that our community is really trying to come out and make a difference through the democratic process.""",Named Person Sources,Ankit Rastogi,director of research for the National Center for Transgender Equality,which conducted the survey
"""Trans people, just like everyone else, want to be able to travel, start new jobs, open bank accounts, enroll in school, vote — all of those things require some form of ID. And so when a state goes out of its way to enforce its message about its belief about sex and gender on a license, and transgender people then have to publicize that when they show other people, it creates a dangerous environment,"" he said.",Named Person Sources,Lucas Cameron-Vaughn,attorney for the ACLU of Tennessee,
"""It's a tactic that's designed to splinter support for trans rights and suggest sort of who is harmed by protecting trans people — to frame that as cisgender women being the people harmed by protections for trans people,"" said Rose Saxe",Named Person Sources,Rose Saxe,deputy project director for the ACLU's LGBT & HIV Project,
"""We saw it as a move to inflict maximum chaos and misunderstanding,"" Diaz said. ""And really to scare trans folks from even participating and getting the license if they needed to update it.""",Named Person Sources,Quinn Diaz,public policy associate at Equality Florida,"who is transgender, moved to Florida from Massachusetts, where they had an 'X' gender marker on their driver's license"
"""They won't stop me, but I can see how it would stop others,"" she said. ""It is almost certainly stopping some people from showing up at the polls.""",Named Person Sources,Hazel Krebs,,"a 42-year-old transgender woman living in Kansas, one of the states with a new anti-trans law"
"""It really shows the resiliency of the trans community to ensure that our voices are heard and we have visibility at the ballot box,"" she said.",Named Person Sources,Josie Caballero,director of voting and elections,for the group that conducted the 2022 U.S. Transgender Survey
"An analysis released in August of respondents to the 2022 U.S. Transgender Survey, widely seen as the most comprehensive study of binary and nonbinary transgender Americans, found that voting-eligible trans people had cast ballots in the last presidential election at a higher rate than the U.S. population. The study included more than 92,000 respondents, including more than 84,000 adults who were 18 and older.",Document Sources,2022 U.S. Transgender Survey,,widely seen as the most comprehensive study of binary and nonbinary transgender Americans
