SourcedStatement,SourceType,Name,Title,Justification
"Customs and Border Protection says the surveillance equipment is necessary to monitor remote, rugged areas like Jacumba Hot Springs and the Otay Mountain Wilderness in San Diego County, which are increasingly becoming destinations for migrants from around the world to cross into the United States.",Named Organization Sources,Customs and Border Protection,,Customs and Border Protection says
"The Department of Homeland Security, its parent organization, says the equipment is necessary to detect illegal crossings, keep up with smugglers’ movements and protect the safety of Border Patrol agents.",Named Organization Sources,Department of Homeland Security,,its parent organization
An Anduril official said in its promotion video that its autonomous towers on private property can be programmed to exclude a person’s home or farm from monitoring.,Named Organization Sources,Anduril,,An Anduril official said in its promotion video
"Customs and Border Protection also awarded contracts for surveillance equipment to General Dynamics, Advanced Technology Systems Company, and Elbit America.",Named Organization Sources,Customs and Border Protection,,Customs and Border Protection
"Gov. Gavin Newsom has said California cannot continue providing the same level of humanitarian services for the coming fiscal year that it has in the past along the border, not while it is facing a $38 billion budget shortfall.",Named Organization Sources,Gov. Gavin Newsom's office,,Gov. Gavin Newsom has said
"“California’s investment to assist the federal government, provide humanitarian services, and help new arrivals totals over $1.3 billion since 2019,” Newsom’s office said earlier this month.",Named Organization Sources,Gov. Gavin Newsom's office,,Newsom’s office said
"“That’s where we’ve seen a huge number of these towers go up,” said Dave Maass, the nonprofit’s director of investigations.",Named Person Sources,Dave Maass,director of investigations,the nonprofit’s director of investigations
"“These towers aren’t checking people’s papers,” Maass said. “People have lived on the border longer than the United States has been a country. Just being somebody who lives on the border, whose family are on both sides of the border, doesn’t make you a criminal and shouldn’t put you under suspicion.”",Named Person Sources,Dave Maass,director of investigations,the nonprofit’s director of investigations
"“If they wanted to, the government could track the movements of any individual living on the California border,” said Erika Pinheiro, executive director of Al Otro Lado, a nonprofit that provides legal and humanitarian support to refugees, deportees, and other migrants in the U.S. and Tijuana.",Named Person Sources,Erika Pinheiro,executive director,"executive director of Al Otro Lado, a nonprofit that provides legal and humanitarian support to refugees, deportees, and other migrants in the U.S. and Tijuana"
"“There’s just such a lack of accountability with those billions of dollars,” said Pinheiro.",Named Person Sources,Erika Pinheiro,executive director,"executive director of Al Otro Lado, a nonprofit that provides legal and humanitarian support to refugees, deportees, and other migrants in the U.S. and Tijuana"
"“We saw this too under the Trump administration,” Pinheiro said. “When additional funding was allocated for humanitarian support, diapers and formula and things to help the families crossing the border, we saw that Border Patrol spent that money on ATV’s and other surveillance toys that they deployed on the border. Where is this money going, if we have babies sitting out in the desert for up to a week at a time without any food or water?”",Named Person Sources,Erika Pinheiro,executive director,"executive director of Al Otro Lado, a nonprofit that provides legal and humanitarian support to refugees, deportees, and other migrants in the U.S. and Tijuana"
"The agency has received more than $700 million in funding for surveillance since fiscal year 2017, according to a 2021 report by the Office of Inspector General.",Document Sources,Office of Inspector General,,a 2021 report by the Office of Inspector General
"The Department of Homeland Security 'has also acknowledged the need for better coordination, communication, and oversight,' it said in its 2021 report on its border technology.",Document Sources,Department of Homeland Security,,its 2021 report on its border technology
"According to an Anduril promotional video, the system alerts border agents on their devices when it detects an object and shows them an image highlighting the item.",Document Sources,Anduril,,an Anduril promotional video
Privacy and human rights advocates say the towers pick up more than just the movement of migrants; some are pointed directly into residents’ backyards.,Unnamed Group of People,Privacy and human rights advocates,,Privacy and human rights advocates
"Other advocates noted that migrants sometimes huddle under the towers for protection from the elements, while nonprofits are the only groups providing food, water and blankets amid dropping temperatures.",Unnamed Group of People,Other advocates,,Other advocates noted
"Activists say they are concerned with the militarization of California’s border, especially because the state already has one of the most heavily-equipped sections of the U.S. southern border.",Unnamed Group of People,Activists,,Activists
"Border advocates are urging the state and federal governments to spend more on humanitarian aid, but state officials say they can’t afford to while facing a budget deficit.",Unnamed Group of People,Border advocates,,Border advocates
