SourcedStatement,SourceType,Name,Title,Justification
"The property owners are represented by the nonprofit Institute for Justice, a public interest law firm.",Named Organization Sources,Institute for Justice,,"nonprofit Institute for Justice, a public interest law firm"
"The No Railroad In Our Community Coalition, a coalition of residents who aren’t losing their property to the railroad but will be affected by the train.",Named Organization Sources,No Railroad In Our Community Coalition,,a coalition of residents who aren’t losing their property to the railroad but will be affected by the train
"""We’re determined to keep fighting against this attempt to take our ancestral land from us.""",Named Person Sources,Blaine Smith,heir of 600 acres,a Black man who is one of the heirs of 600 acres that came into their family in the 1920s
"""We want to keep our property whole, so we can pass it down to our children and they can continue to build generational wealth,"" Smith added.",Named Person Sources,Blaine Smith,heir of 600 acres,a Black man who is one of the heirs of 600 acres that came into their family in the 1920s
"""As Black people, ownership of land and property is more valuable than a dollar amount because it allows a certain type of economic freedom that we are often deprived of,"" attorney Sharika Robinson told Capital B last year. ""I don’t know what is 'just' about replacing that economic liberty with a dollar amount that will not increase in value.""",Named Person Sources,Sharika Robinson,attorney,attorney Sharika Robinson told Capital B last year
"""Georgia law does not permit a private company to take land through eminent domain unless the land will be put to a public use,"" said Bill Maurer, senior attorney for Institute for Justice who represents the landowners. ""Building a rail spur that will only be used by a few private companies, and not the public at large, is not a public use. We look forward to making it clear to the court that the [Public Service Commission] made an error in considering Sandersville’s land grab as a public use.""",Named Person Sources,Bill Maurer,senior attorney for Institute for Justice,senior attorney for Institute for Justice who represents the landowners
"""The reality is if you’ve ever lived near a train, or you’ve ever ridden on a train or been near a train, it’s not the same as trucks driving by,"" Rush said last year. ""Even if the train is not going through your property, the fact that a train is near your property — all of the noise pollution, the vibrations of a train … all of that affects your property value, your peace of mind and your home.""",Named Person Sources,Jamie Rush,senior staff attorney with the Southern Poverty Law Center’s Economic Justice Project,"senior staff attorney with the Southern Poverty Law Center’s Economic Justice Project who represents the No Railroad In Our Community Coalition, a coalition of residents who aren’t losing their property to the railroad but will be affected by the train"
"Benjamin Tarbutton III, the owner of Sandersville Railroad, has contended this development is expected to create 20 temporary construction jobs, a dozen permanent jobs with an average salary and benefits package of $90,000, and generate over $1.5 million annually for Hancock County.",Named Person Sources,Benjamin Tarbutton III,owner of Sandersville Railroad,the owner of Sandersville Railroad
"Georgia state Rep. Spencer Fyre sent a letter to the commission describing the land acquisition as a 'heist attempt,' where private businesses are looking to increase their profits by taking folks’ land despite their resistance to sell.",Document Sources,Georgia state Rep. Spencer Fyre,,Georgia state Rep. Spencer Fyre sent a letter to the commission
"""The proposed condemnation … serves a legitimate public purpose and is necessary for the proper accommodation of the business,"" Bond wrote.",Document Sources,Georgia Public Service Commission,,Bond wrote
Other residents told Capital B they feared potential damage to their homes from the train.,Unnamed Group of People,residents,,Other residents told Capital B
"But, some legal experts and landowners told Capital B that Black communities aren’t experiencing 'just' and 'fair' processes and say there needs to be more accountability to stop government abuse of eminent domain.",Anonymous Sources,null,null,some legal experts and landowners told Capital B
