SourcedStatement,SourceType,Name,Title,Justification
"Attempts like those to discourage ex-felons from voting appear to be an outlier among the states, even as some Republican-led states continue to restrict voting access in other ways.",Named Organization Sources,Republican Party,,mentioned as the party leading states that restrict voting access
"At least 14 states have introduced proposals this year focused on restoration of voting rights, according to the Brennan Center for Justice.",Named Organization Sources,Brennan Center for Justice,,cited as a source for information on state-level proposals for restoring voting rights
"In Minnesota, Democratic Gov. Tim Walz on Friday signed a bill restoring voting rights to convicted felons as soon as they get out of prison.",Named Organization Sources,Democratic Party,,mentioned as the party of the governor who signed the bill
Associated Press writer Margery Beck contributed to this report.,Named Organization Sources,Associated Press,,credited as the publisher of the report
Associated Press coverage of race and voting receives support from the Jonathan Logan Family Foundation.,Named Organization Sources,Jonathan Logan Family Foundation,,acknowledged as a supporter of the Associated Press's coverage
"Voting, King said in an interview, gives “a little bit of your strength back and a little bit of your voice back. Being able to vote, being able to have a say in what happens in your society, in your state, is extremely important.”",Named Person Sources,TJ King,outreach specialist with the Nebraska AIDS Project,sharing personal experience of being unable to vote due to felony conviction
"“Restoring voting rights really is an issue where we’ve seen bipartisan momentum,” said Patrick Berry, counsel for the Democracy program at the Brennan Center.",Named Person Sources,Patrick Berry,counsel for the Democracy program at the Brennan Center,providing expert analysis on the trend of restoring voting rights
"“You’re civically dead and you can’t vote for the people who are levying those taxes,”",Named Person Sources,Steve Smith,representative of Civic Nebraska,explaining the impact of the two-year wait requirement on taxpayers
"“I do think that hopefully the waiting period reinforces the fact that voting is something very special, and hopefully that will be part of the things that an individual would consider if they’re tempted to break the law again,”",Named Person Sources,Kathy Wilcot,member of the University of Nebraska Board of Regents,expressing a dissenting opinion on the proposed legislation
"“When people get out of our system, they’ve got to feel engaged in their community, and the number one way for a person to feel engaged in their community is to be able to vote for the leadership of that community,”",Named Person Sources,Justin Wayne,Democratic state Sen.,explaining the importance of voting for community reentry
"“I felt so hopeless and helpless not being able to have my voice heard in this last election,” King said. “There are a lot of things that were on the ballot here in Nebraska that hit home with a lot of things that I advocate for.”",Named Person Sources,TJ King,outreach specialist with the Nebraska AIDS Project,sharing personal experience of being unable to vote due to felony conviction
"For the people she works with, being able to register to vote provides a sense of acceptance, especially when there are so many barriers on where they can live, jobs they can work and who they can associate with, she said.",Named Person Sources,Demetrius Gatson,executive director of Q.U.E.E.N.S Butterfly House,sharing insights on the impact of voting on individuals reentering society
“I don’t have a say in anything that goes on in my country because I’m a felon.”,Named Person Sources,Demetrius Gatson,executive director of Q.U.E.E.N.S Butterfly House,sharing personal experience of being unable to vote due to felony conviction
"“You can’t harm society by voting,” he said. “You can only help it.”",Named Person Sources,Steven Scott,,sharing personal experience of regaining voting rights after felony conviction
"More than 4.6 million people are disenfranchised in the United States because of felony convictions, according to the Sentencing Project, which studies the issue and advocates for restoration of voting rights for former felons.",Document Sources,The Sentencing Project,,cited as a source for the number of disenfranchised individuals in the US
"In Nebraska, nearly 18,000 people are unable to vote because of felony convictions, said the Sentencing Project’s director of advocacy, Nicole Porter.",Document Sources,The Sentencing Project,,cited as a source for the number of disenfranchised individuals in Nebraska; Nicole Porter's statement provides additional context
"Now, while a few states require wait times for specific offenses or define completion of a sentence as including things such as fines and restitution, Nebraska is alone in requiring a general waiting period beyond imprisonment and release from parole or probation, said Margaret Love, co-founder and director of the Collateral Consequences Resource Center, which keeps a 50-state database on restoration of rights.",Document Sources,Collateral Consequences Resource Center,,cited as a source for information on state-by-state restoration of rights policies
"“You’re civically dead and you can’t vote for the people who are levying those taxes,”",Unnamed Group of People,taxpayers,,referring to the group of people affected by the two-year wait requirement in Nebraska
"For the people she works with, being able to register to vote provides a sense of acceptance, especially when there are so many barriers on where they can live, jobs they can work and who they can associate with, she said.",Unnamed Group of People,people she works with,,"referring to the individuals served by Q.U.E.E.N.S Butterfly House, a safe house for women trying to reenter society"
