SourcedStatement,SourceType,Name,Title,Justification
"The Department of Homeland Security has also acknowledged the need for better coordination, communication, and oversight.",Named Organization Sources,Department of Homeland Security,,parent organization of Customs and Border Protection
"Customs and Border Protection describes them on its website as a partner that never sleeps, never needs to take a coffee break, never even blinks.",Named Organization Sources,Customs and Border Protection,,
Border Patrol says capacity and personnel restraints at its facilities can cause delays in processing.,Named Organization Sources,Border Patrol,,
"California's investment to assist the federal government, provide humanitarian services, and help new arrivals totals over $1.3 billion since 2019. California cannot maintain its efforts without federal support and has continued to advocate to Congress to provide federal funding to local communities that are receiving new arrivals.",Named Organization Sources,Newsom's office,,
That's where we've seen a huge number of these towers go up,Named Person Sources,Dave Maass,director of investigations,"director of investigations at San Francisco-based Electronic Frontier Foundation, a nonprofit that advocates for digital privacy"
"These towers aren't checking people's papers. People have lived on the border longer than the United States has been a country. Just being somebody who lives on the border, whose family are on both sides of the border, doesn't make you a criminal and shouldn't put you under suspicion.",Named Person Sources,Dave Maass,director of investigations,"director of investigations at San Francisco-based Electronic Frontier Foundation, a nonprofit that advocates for digital privacy"
"The towers deployed in California have 360-degree, AI-fueled visual and auditory surveillance capabilities. If they wanted to, the government could track the movements of any individual living on the California border.",Named Person Sources,Erika Pinheiro,executive director,"executive director of Al Otro Lado, a nonprofit that provides legal and humanitarian support to refugees, deportees, and other migrants in the U.S. and Tijuana"
There's just such a lack of accountability with those billions of dollars.,Named Person Sources,Erika Pinheiro,executive director,executive director of Al Otro Lado
"We saw this too under the Trump administration. When additional funding was allocated for humanitarian support, diapers and formula and things to help the families crossing the border, we saw that Border Patrol spent that money on ATV's and other surveillance toys that they deployed on the border. Where is this money going, if we have babies sitting out in the desert for up to a week at a time without any food or water?",Named Person Sources,Erika Pinheiro,executive director,executive director of Al Otro Lado
"U.S. Customs and Border Protection plans to spend about $67.8 million acquiring 277 new surveillance towers and upgrading 191 existing towers along the entire 2,000-mile-long border over the next 14 years, the most recent federal contracts show.",Document Sources,,,most recent federal contracts
"Border advocates are urging the state and federal governments to spend more on humanitarian aid, but state officials say they can't afford to while facing a budget deficit.",Unnamed Group of People,Border advocates,,
Privacy and human rights advocates also are asking for more transparency about the capabilities of the towers and are questioning why so much money is going toward monitoring migrants.,Unnamed Group of People,Privacy and human rights advocates,,
"Activists say they are concerned with the militarization of California's border, especially because the state already has one of the most heavily-equipped sections of the U.S. southern border.",Unnamed Group of People,activists,,
