SourcedStatement,SourceType,Name,Title,Justification
"Christopher 2X, a longtime community organizer, and friend of Taylor’s family, said, “I was just thinking about her mother [Tamika Palmer] in regards to how she would interpret that particular ruling by the judge.”",Named Person Sources,Christopher 2X,,"a longtime community organizer, and friend of Taylor’s family"
"“It’s just more pain on top of pain, and unfortunately, that’s the way the court system goes,” he said.",Named Person Sources,Christopher 2X,,"a longtime community organizer, and friend of Taylor’s family"
Christopher 2X said Harris should talk more on the campaign trail about policing reforms.,Named Person Sources,Christopher 2X,,"a longtime community organizer, and friend of Taylor’s family"
"“With this ruling by Judge Simpson, the conversation of police reform keeps going on.",Named Person Sources,Christopher 2X,,"a longtime community organizer, and friend of Taylor’s family"
There’s no backtracking in this conversation.,Named Person Sources,Christopher 2X,,"a longtime community organizer, and friend of Taylor’s family"
"People can, in the most civil way, have the conversation, debate about it, [especially] when these incidents are right in front of your face, the ruling is right in front of your face, the conversation doesn’t stop,” Christopher 2X said.",Named Person Sources,Christopher 2X,,"a longtime community organizer, and friend of Taylor’s family"
"The founder of Game Changers, a nonprofit organization dedicated to educating children about violence in order to end violence in the long term, Christopher 2X said Harris should answer questions about policing reform just like it was a question about the economy.",Named Person Sources,Christopher 2X,,
“She’s a former prosecutor.,Named Person Sources,Christopher 2X,,
"I believe, respectfully, that she should talk about it (police reform) with force, and with great understanding of the atmosphere that’s still asking for that conversation,” Christopher 2X said, adding, “She should be willing and ready to address this whole issue that still, there’s no answers to.”",Named Person Sources,Christopher 2X,,
"Hawk Newsome, co-founder of Black Lives Matter of Greater New York and Black Opportunities, wrote in an email to Capital B that the organization’s Black Agenda 2024 consists of dozens of proposed policies created by a multigenerational group of leaders from across the country, and for people who “don’t attend your churches or community meetings, engage in local politics, or take your polls.”",Named Person Sources,Hawk Newsome,,
"If the latter goes in effect, “it would prevent the necessity for cases like Breonna Taylor’s because we would be attacking the root cause of crime, which brings down crime rates,” Newsome said, adding, “Less crime means politicians are less likely to allow illegal and overzealous policing.”",Named Person Sources,Hawk Newsome,,
"Since 2020, the number of people, especially Black people, killed by the police has continued to rise, according to the Mapping Police Violence database.",Document Sources,Mapping Police Violence,,according to the Mapping Police Violence database
"So far this year, 214 Black lives have been lost during encounters with police, nearing the 264 killed in 2020.",Document Sources,Mapping Police Violence,,according to the Mapping Police Violence database
"The database found that in each year, over 300,000 people experienced use of force by police that includes chemical sprays, K-9 dog attacks, neck restraints, stun guns as well as beanbags and baton strikes.",Document Sources,Mapping Police Violence,,"Researchers behind Mapping Police Violence released a new database Wednesday that focuses on nonfatal police encounters in the United States between 2017 and 2022, the Guardian first reported."
"Black people are more susceptible to nonfatal police violence than being killed by police, the report found.",Document Sources,Mapping Police Violence,,"Researchers behind Mapping Police Violence released a new database Wednesday that focuses on nonfatal police encounters in the United States between 2017 and 2022, the Guardian first reported."
"The decision to blame Taylor’s boyfriend for her death, and not the officers, is another stark reminder of the need for the George Floyd Justice in Policing Act, which includes ending qualified immunity, advocates said.",Unnamed Group of People,advocates,,advocates
