SourcedStatement,SourceType,Name,Title,Justification
"Party-switching had “undermined the sanctity of Wyoming’s primary process,”",Named Organization Sources,Wyoming Republican Party,,"a statement from Wyoming’s Republican secretary of state, Chuck Gray"
"“Normally I just roll my eyes and walk away because I’m fighting a losing battle and I’m fully aware of that,”",Named Person Sources,Becky Blackburn,paralegal for the Republican county attorney,"a Democrat in Niobrara County, Wyoming"
"“Maybe that is why I’m well-liked, because I keep my mouth shut 10 times more than I want to.”",Named Person Sources,Becky Blackburn,paralegal for the Republican county attorney,"a Democrat in Niobrara County, Wyoming"
"“You feel skeevy and dirty when you do it. But you do it anyway and you change it back as soon as you can, because you don’t want to start getting the Republican mailings,”",Named Person Sources,Becky Blackburn,paralegal for the Republican county attorney,"a Democrat in Niobrara County, Wyoming"
"“I won two elections here. Even though that’s nonpartisan, people still knew I had left-leaning values,”",Named Person Sources,Becky Blackburn,paralegal for the Republican county attorney,"a Democrat in Niobrara County, Wyoming"
"“How far are they going to go to limit one’s ability to vote? If it really comes down to purifying the party, on a voting level all the way up to the elected officials, pretty soon there isn’t going to be anyone left who’s pure enough to be in the party,”",Named Person Sources,Ross Diercks,former Democratic state representative,a former middle school English teacher who switched parties to vote in the GOP primary
"“The best way to participate in meaningful change is to try to sway the dominant party,”",Named Person Sources,Pat Jordan,truck driver,a Niobrara County resident who supports many left-leaning goals but registers as a Republican
"“You know, we need to have a government that serves the people, all of them, not just Republicans and not just rural and not just urban and not just Democrats — and definitely not just the rich and the wealthy.”",Named Person Sources,Pat Jordan,truck driver,a Niobrara County resident who supports many left-leaning goals but registers as a Republican
"“Most people don’t want to dive into those type of discussions,”",Named Person Sources,Ed Fullmer,high school boys basketball team coach,a Democrat who coached the Tigers to their best record in a decade
"“They respect you for what you do, how you work.”",Named Person Sources,Ed Fullmer,high school boys basketball team coach,a Democrat who coached the Tigers to their best record in a decade
"“I am who I am, and I have the views that I have,”",Named Person Sources,Becky Blackburn,paralegal for the Republican county attorney,"a Democrat in Niobrara County, Wyoming"
“And I don’t care if it bothers people or not.”,Named Person Sources,Becky Blackburn,paralegal for the Republican county attorney,"a Democrat in Niobrara County, Wyoming"
