SourcedStatement,SourceType,Name,Title,Justification
"To reduce such evictions, one of the court’s judges, Deborah Henderson; Shelby County Commissioner Erika Sugarmon; and Cindy Ettingoff, then-CEO of Memphis Area Legal Services, last summer secured $240,000 in the county budget to pilot a pre-litigation mediation program for landlord-tenant disputes.",Named Organization Sources,Memphis Area Legal Services,,MALS is the organization implementing the mediation program.
The initial goal was for MALS to use the money to hire a few employees — including a former code inspector since property conditions almost always drive the disputes.,Named Organization Sources,Memphis Area Legal Services,,MALS is responsible for staffing and executing the program.
"Ultimately, MALS wasn’t able to launch the program in earnest until June.",Named Organization Sources,Memphis Area Legal Services,,MALS faced delays in launching the program due to funding and organizational challenges.
"Nicole Grida, the new MALS CEO, said her team has started creating marketing materials for the program, building partnerships with local nonprofits and screening folks who call in for other services to see if they will fit the program’s criteria, which has resulted in many promising leads.",Named Organization Sources,Memphis Area Legal Services,,MALS is actively working to expand the program's reach and effectiveness.
"Meanwhile, Grida said MALS is looking for other funders interested in backing the effort.",Named Organization Sources,Memphis Area Legal Services,,MALS is seeking additional funding to sustain the program.
"To reduce such evictions, one of the court’s judges, Deborah Henderson; Shelby County Commissioner Erika Sugarmon; and Cindy Ettingoff, then-CEO of Memphis Area Legal Services, last summer secured $240,000 in the county budget to pilot a pre-litigation mediation program for landlord-tenant disputes.",Named Person Sources,Deborah Henderson,Judge,Henderson is one of the key figures who helped secure funding for the mediation program.
"To reduce such evictions, one of the court’s judges, Deborah Henderson; Shelby County Commissioner Erika Sugarmon; and Cindy Ettingoff, then-CEO of Memphis Area Legal Services, last summer secured $240,000 in the county budget to pilot a pre-litigation mediation program for landlord-tenant disputes.",Named Person Sources,Erika Sugarmon,Shelby County Commissioner,Sugarmon is one of the key figures who helped secure funding for the mediation program.
"To reduce such evictions, one of the court’s judges, Deborah Henderson; Shelby County Commissioner Erika Sugarmon; and Cindy Ettingoff, then-CEO of Memphis Area Legal Services, last summer secured $240,000 in the county budget to pilot a pre-litigation mediation program for landlord-tenant disputes.",Named Person Sources,Cindy Ettingoff,Former CEO of Memphis Area Legal Services,Ettingoff was involved in securing funding for the mediation program.
But Henderson has been happy with the results since then.,Named Person Sources,Deborah Henderson,Judge,Henderson is monitoring the program's progress and expressing satisfaction with its results.
"Recently, MALS worked with a woman who was living in a house that “should not be lived in by anyone” and was starting to fall behind on rent, Henderson said.",Named Person Sources,Deborah Henderson,Judge,Henderson provides an example of the program's impact on tenants.
Though the program has only helped a couple of tenants so far — not 300 — Henderson believes it’s already proving its value.,Named Person Sources,Deborah Henderson,Judge,Henderson evaluates the program's early performance and its potential.
"“There are no income limits or income requirements,” Henderson told a WLOK-AM audience earlier this summer.",Named Person Sources,Deborah Henderson,Judge,Henderson is promoting the program and explaining its accessibility to the public.
"Nicole Grida, the new MALS CEO, said her team has started creating marketing materials for the program, building partnerships with local nonprofits and screening folks who call in for other services to see if they will fit the program’s criteria, which has resulted in many promising leads.",Named Person Sources,Nicole Grida,CEO of Memphis Area Legal Services,Grida is leading efforts to expand the program's reach and effectiveness.
"For the program to succeed, Grida said raising greater awareness will be key, as most Memphians it could help don’t yet know it exists.",Named Person Sources,Nicole Grida,CEO of Memphis Area Legal Services,Grida emphasizes the importance of awareness for the program's success.
Henderson believes the program will require a much longer pilot period before it’s able to produce the proof necessary to create a housing court.,Named Person Sources,Deborah Henderson,Judge,Henderson discusses the program's long-term goals and challenges.
"To drum up more business, Henderson and MALS attorney Cedric Harris, who is leading the program, have been spending a few nights and weekends this summer speaking to churches, on radio shows and at other events.",Unnamed Group of People,churches,,The group is part of the outreach efforts to raise awareness about the mediation program.
"To drum up more business, Henderson and MALS attorney Cedric Harris, who is leading the program, have been spending a few nights and weekends this summer speaking to churches, on radio shows and at other events.",Unnamed Group of People,radio shows,,The group is part of the outreach efforts to raise awareness about the mediation program.
"To drum up more business, Henderson and MALS attorney Cedric Harris, who is leading the program, have been spending a few nights and weekends this summer speaking to churches, on radio shows and at other events.",Unnamed Group of People,other events,,The group is part of the outreach efforts to raise awareness about the mediation program.
"The cash didn’t make it to MALS until February 2024, due to problems with how the County Commission resolution was originally drafted, Henderson said.",Anonymous Sources,null,null,Henderson said; the source is connected to the delays in funding for the mediation program.
"Ultimately, MALS wasn’t able to launch the program in earnest until June.",Anonymous Sources,null,null,Henderson said; the source is connected to the timeline of the program's launch.
