SourcedStatement,SourceType,Name,Title,Justification
"About 1,200 students in the East Side Union High School District and Alum Rock Union School District were reported to be homeless in 2024 — three times the number of homeless students in 2020.",Named Organization Sources,East Side Union High School District and Alum Rock Union School District,,official enrollment data providers.
"Three other counties in the Bay Area — Alameda, Contra Costa and San Mateo — had between 2,100 and 4,700 homeless students enrolled in their schools in 2023.",Named Organization Sources,"Alameda, Contra Costa and San Mateo counties",,official education statistics providers for the Bay Area.
"It goes back to economic hardships, loss of jobs, displacement. There’s just a number of reasons why our families are growing in our (homeless youth) population.",Named Person Sources,Imee Almazan,Superintendent of Alum Rock Union School District,expertise in overseeing the school district's response to homeless youth.
We have students who are living in shelters. We actually have foster youth that are unhoused as well.,Named Person Sources,Maryam Adalat,Director of Student Services at East Side Union High School District,insight into the district's student population and housing challenges.
There are a number of kids that we knew who were homeless who would show up late... ,Named Person Sources,Annya Artigas,Director of Social Emotional Learning at Alum Rock district,expertise in understanding the emotional and social impacts of homelessness on students.
"They leave the home really traumatized to begin with, and then they end up on the streets.",Named Person Sources,Maureen Smith,Professor of Childhood Adolescent Development at San Jose State University,academic expertise in childhood development and homelessness.
He’s a very smart kid. He listens.,Named Person Sources,Juanita Campa,,personal experience as a homeless parent seeking to enroll her child in school.
I felt like I wasn’t doing my job as a mom because we’re homeless. ... I don’t want to be back here.,Named Person Sources,Juanita Campa,,personal experience as a homeless parent seeking stable housing and education for her child.
"Since 2020, the number of homeless students in Santa Clara County has almost doubled, according to the California Department of Education.",Document Sources,California Department of Education,,official education statistics provider.
"Out of the 1,974 homeless students enrolled at East Side in 2022-2023, 488 were living in temporary shelters, according to the state education department, while 75 students were living in hotels and motels, and 33 students were temporarily unsheltered or living in abandoned buildings, campgrounds, vehicles, trailer parks or train and bus stations.",Document Sources,California Department of Education,,official education statistics provider for East Side Union High School District.
"Around 78% of homeless students were unable to meet the standards for mathematics, while 51% were unable to meet the standard for language arts.",Document Sources,Smarter Balanced Summative Assessments,,standardized tests for mathematics and language arts.
"There are a number of kids that we knew who were homeless who would show up late. Before we brought them to the classroom, we bring them to the cafeteria and grab them something to eat and grab them some milk so that they can have something in their stomach before they went into the classroom.",Unnamed Group of People,homeless children,,"experiencing homelessness, struggling to find timely transportation to school, and relying on school lunch as their only meal."
We have students who are living in shelters. We actually have foster youth that are unhoused as well.,Unnamed Group of People,students,,"enrolled at East Side Union High School District, facing unstable housing and multiple families living in a household."
