,article_w_version,Statement_Match_Rate,Type_Match_Rate,Combined_Statement_Type_Match_Rate,Name_Match_Rate,Type_Name_Match_Rate,Type_Correct_Name_Match_Rate,Title_Match_Rate,Justification_Match_Rate,Title_Justification_Join_Match_Rate,All_Attribute_Accuracy,LLM_Miss_Rate,LLM_Unique_Discover_Rate,Both_Found_Count,Match_Counts,LLM_Unique_Discover_Counts,Total_Unique_Sentences
0,1-Harris-Trump-Reuters-Poll_avg,0.35,0.2857142857142857,0.1,0.42857142857142855,0.2857142857142857,1.0,0.42857142857142855,0.2857142857142857,0.2857142857142857,0.1,0.65,0.047619047619047616,7.0,2.0,1.0,21.0
5,10-Nebraska-voting-rights_avg,0.5,1.0,0.5,1.0,1.0,1.0,1.0,0.44666666666666666,0.7033333333333334,0.475,0.5,0.08888888888888888,4.0,4.0,0.8,8.8
11,11-Nebraska-felons-crim-justice_avg,0.6199999999999999,0.9714285714285715,0.6,0.9080086580086579,0.9080086580086579,0.9343822843822844,0.9080086580086579,0.2963203463203463,0.3463203463203463,0.38,0.38,0.03809523809523809,12.4,11.2,0.8,20.8
17,12-kids-lead-poisoning_avg,1.0,0.5,0.5,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.6457142857142857,2.0,0.0,3.8,5.8
23,13-pilot-curb-evictions_avg,0.48214285714285715,1.0,0.48214285714285715,0.8511904761904762,0.8511904761904762,0.8511904761904762,0.8511904761904762,0.0,0.10714285714285714,0.28571428571428575,0.5178571428571428,0.17647058823529413,6.75,5.75,3.0,17.0
28,14-many-police-calls_avg,0.5739130434782608,0.9230769230769231,0.5304347826086957,0.9087912087912088,0.9087912087912088,0.9857142857142858,0.9087912087912088,0.3813186813186813,0.7615384615384615,0.4782608695652174,0.42608695652173917,0.13368700265251993,13.2,12.0,3.6,26.6
34,15-Newsom-declares-emergency_avg,0.5866666666666667,1.0,0.5866666666666667,0.7224175824175825,0.7224175824175825,0.7224175824175825,0.7224175824175825,0.20505494505494504,0.4826373626373626,0.16,0.4133333333333333,0.1126934984520124,8.8,7.6,2.0,17.0
40,16-America's-Sleeping-Giant_avg,0.6,0.9464285714285715,0.5692307692307692,0.5646825396825397,0.5111111111111111,0.5361111111111111,0.6813492063492064,0.04722222222222222,0.34404761904761905,0.21538461538461542,0.4,0.0819047619047619,7.8,5.0,1.2,14.2
46,17-homelessness-santa-clara_avg,0.63,0.7466666666666667,0.47000000000000003,0.9733333333333334,0.7333333333333333,0.9818181818181818,0.9733333333333334,0.0,0.0,0.32,0.37,0.009523809523809523,12.6,9.2,0.2,20.2
52,18-wyoming-primary-dems_avg,0.5692307692307692,0.925,0.523076923076923,0.95,0.925,1.0,0.925,0.11071428571428572,0.11071428571428572,0.3692307692307692,0.43076923076923085,0.12324929971988796,7.4,6.8,2.4,15.4
58,19-oakland-sues-SW-airlines_avg,0.35,0.9333333333333332,0.3333333333333333,0.6933333333333334,0.6933333333333334,0.76,0.6933333333333334,0.32333333333333336,0.5133333333333333,0.16666666666666666,0.65,0.05934065934065934,4.2,2.8,0.8,12.8
