,article_w_version,Statement_Match_Rate,Type_Match_Rate,Combined_Statement_Type_Match_Rate,Name_Match_Rate,Type_Name_Match_Rate,Type_Correct_Name_Match_Rate,Title_Match_Rate,Justification_Match_Rate,Title_Justification_Join_Match_Rate,All_Attribute_Accuracy,LLM_Miss_Rate,LLM_Unique_Discover_Rate,Both_Found_Count,Match_Counts,LLM_Unique_Discover_Counts,Total_Unique_Sentences
0,1-Harris-Trump-Reuters-Poll_avg,0.38999999999999996,0.2265873015873016,0.09,0.4246031746031746,0.2265873015873016,1.0,0.4246031746031746,0.08722222222222223,0.08722222222222223,0.06,0.6100000000000001,0.11987954074910598,7.8,1.8,2.8,22.8
1,1-Harris-Trump-Reuters-Poll_vv1,0.4,0.125,0.05,0.25,0.125,1.0,0.25,0.125,0.125,0.05,0.6,0.13043478260869565,8.0,1.0,3.0,23.0
2,1-Harris-Trump-Reuters-Poll_vv2,0.5,0.3,0.15,0.4,0.3,1.0,0.4,0.2,0.2,0.1,0.5,0.047619047619047616,10.0,3.0,1.0,21.0
3,1-Harris-Trump-Reuters-Poll_vv3,0.25,0.2,0.05,0.6,0.2,1.0,0.6,0.0,0.0,0.05,0.75,0.2,5.0,1.0,5.0,25.0
4,1-Harris-Trump-Reuters-Poll_vv4,0.35,0.2857142857142857,0.1,0.42857142857142855,0.2857142857142857,1.0,0.42857142857142855,0.0,0.0,0.05,0.65,0.13043478260869565,7.0,2.0,3.0,23.0
5,1-Harris-Trump-Reuters-Poll_vv5,0.45,0.2222222222222222,0.1,0.4444444444444444,0.2222222222222222,1.0,0.4444444444444444,0.1111111111111111,0.1111111111111111,0.05,0.55,0.09090909090909091,9.0,2.0,2.0,22.0
6,10-Nebraska-voting-rights_avg,0.775,0.8342857142857142,0.65,0.8342857142857142,0.6685714285714286,0.8,0.8342857142857142,0.45714285714285713,0.5428571428571429,0.275,0.225,0.2,6.2,4.2,2.4,10.4
7,10-Nebraska-voting-rights_vv1,0.875,0.8571428571428571,0.75,0.8571428571428571,0.7142857142857143,0.8333333333333334,0.8571428571428571,0.42857142857142855,0.5714285714285714,0.375,0.125,0.3333333333333333,7.0,5.0,4.0,12.0
8,10-Nebraska-voting-rights_vv2,0.875,0.8571428571428571,0.75,0.8571428571428571,0.7142857142857143,0.8333333333333334,0.8571428571428571,0.42857142857142855,0.5714285714285714,0.375,0.125,0.3333333333333333,7.0,5.0,4.0,12.0
9,10-Nebraska-voting-rights_vv3,0.875,0.8571428571428571,0.75,0.8571428571428571,0.7142857142857143,0.8333333333333334,0.8571428571428571,0.42857142857142855,0.5714285714285714,0.375,0.125,0.3333333333333333,7.0,5.0,4.0,12.0
10,10-Nebraska-voting-rights_vv4,0.625,0.8,0.5,0.8,0.6,0.75,0.8,0.6,0.6,0.125,0.375,0.0,5.0,3.0,0.0,8.0
11,10-Nebraska-voting-rights_vv5,0.625,0.8,0.5,0.8,0.6,0.75,0.8,0.4,0.4,0.125,0.375,0.0,5.0,3.0,0.0,8.0
12,11-Nebraska-felons-crim-justice_avg,0.7,0.7571428571428571,0.53,0.7714285714285714,0.7000000000000001,0.9272727272727274,0.7714285714285714,0.0857142857142857,0.09999999999999998,0.24,0.3,0.15942028985507245,14.0,9.8,3.8,23.8
13,11-Nebraska-felons-crim-justice_vv1,0.7,0.7857142857142857,0.55,0.7857142857142857,0.7142857142857143,0.9090909090909091,0.7857142857142857,0.07142857142857142,0.07142857142857142,0.2,0.3,0.16666666666666666,14.0,10.0,4.0,24.0
