SourcedStatement,SourceType,Name,Title,Justification
the Federal Trade Commission was investigating OpenAI over the data used to build its technology,Named Organization Sources,Federal Trade Commission,,as the regulatory body investigating OpenAI
"Microsoft, which asked him to lead an A.I. lab with Greg Brockman,",Named Organization Sources,Microsoft,,as a major investor and partner of OpenAI
"“I did not feel we’re on the same page on the damage of all this,”",Named Person Sources,Sam Altman,Chief Executive of OpenAI,as the subject of the controversy
Ms. Toner defended it as an academic paper that analyzed the challenges that the public faces when trying to understand the intentions of the countries and companies developing A.I.,Named Person Sources,Helen Toner,Director of Strategy at Georgetown University’s Center for Security and Emerging Technology,as the author of the research paper
"“After a series of reasonably amicable negotiations, the co-founders of Anthropic were able to negotiate their exit on mutually agreeable terms.”",Named Person Sources,Sally Aldous,Anthropic Spokeswoman,as a representative of Anthropic
“I deeply regret my participation in the board’s actions.”,Named Person Sources,Ilya Sutskever,null,as a board member involved in Mr. Altman’s ouster
"Jason Kwon, OpenAI’s chief strategy officer, said the board was endangering the future of the company by pushing out Mr. Altman.",Named Person Sources,Jason Kwon,Chief Strategy Officer of OpenAI,as a senior executive of OpenAI
the company said on its website,Document Sources,OpenAI’s website,,as a declaration of its mission
according to an email that Mr. Altman wrote to colleagues and that was viewed by The New York Times,Document Sources,Email by Mr. Altman,,as evidence of Mr. Altman’s concerns
"Nearly all of OpenAI’s 800 employees had threatened to follow Mr. Altman to Microsoft,",Unnamed Group of People,OpenAI’s employees,,as a sign of solidarity with Mr. Altman
"Hours after Mr. Altman was ousted, OpenAI executives confronted the remaining board members during a video call,",Unnamed Group of People,OpenAI executives,,in response to Mr. Altman’s ouster
"After a series of reasonably amicable negotiations, the co-founders of Anthropic were able to negotiate their exit on mutually agreeable terms.",Anonymous Sources,null,null,a person involved in the conversations; according to two people familiar with the board’s deliberations; according to three people familiar with the attempt to push Mr. Altman out
The statement he read to Mr. Altman said that Mr. Altman was being fired because he wasn’t ‘consistently candid in his communications with the board.’,Anonymous Sources,null,null,according to two people familiar with the board’s deliberations
"Senior OpenAI leaders, including Mr. Sutskever, later discussed whether Ms. Toner should be removed,",Anonymous Sources,null,null,a person involved in the conversations
