SourcedStatement,SourceType,Name,Title,Justification
The Federal Trade Commission was investigating OpenAI over the data used to build its technology.,Named Organization Sources,Federal Trade Commission,,"The ongoing investigation, providing context for Mr. Altman’s concerns about the research paper."
Microsoft asked him to lead an A.I. lab with Greg Brockman.,Named Organization Sources,Microsoft,,"The company’s involvement in Mr. Altman’s potential next steps, highlighting the significance of the situation."
"The company said on its website that each director’s fiduciary duty would be to “humanity, not OpenAI investors”.",Named Organization Sources,OpenAI,,"The company’s official statement on its website, outlining its mission and values."
"“I did not feel we’re on the same page on the damage of all this,”",Named Person Sources,Sam Altman,Chief Executive,His concerns about the research paper and its potential impact on the company.
"“After a series of reasonably amicable negotiations, the co-founders of Anthropic were able to negotiate their exit on mutually agreeable terms.”",Named Person Sources,Sally Aldous,Anthropic Spokeswoman,"Her official statement on behalf of Anthropic, providing context on the co-founders’ exit."
"The board’s mission was to ensure that the company creates artificial intelligence that “benefits all of humanity,”",Named Person Sources,Helen Toner,OpenAI Board Member and Director of Strategy at Georgetown University’s Center for Security and Emerging Technology,Her defense of the research paper and explanation of the board’s mission.
“I deeply regret my participation in the board’s actions.”,Named Person Sources,Ilya Sutskever,null,"His public statement on X, expressing regret over his involvement in Mr. Altman’s ousting."
Jason Kwon said the board was endangering the future of the company by pushing out Mr. Altman.,Named Person Sources,Jason Kwon,OpenAI Chief Strategy Officer,His concerns about the board’s decision and its potential impact on the company’s future.
According to an email that Mr. Altman wrote to colleagues and that was viewed by The New York Times.,Document Sources,Email by Sam Altman,,"The email was viewed by The New York Times, providing direct insight into Mr. Altman’s concerns."
"The company said on its website that each director’s fiduciary duty would be to “humanity, not OpenAI investors”.",Document Sources,OpenAI Website,,"The company’s official statement on its website, outlining its mission and values."
Nearly all of OpenAI’s 800 employees had threatened to follow Mr. Altman to Microsoft.,Unnamed Group of People,OpenAI employees,,Their loyalty to Mr. Altman and potential impact on the company’s future.
"Hours after Mr. Altman was ousted, OpenAI executives confronted the remaining board members during a video call.",Unnamed Group of People,OpenAI executives,,Their concerns about the board’s decision and its impact on the company.
"After a series of reasonably amicable negotiations, the co-founders of Anthropic were able to negotiate their exit on mutually agreeable terms.",Anonymous Sources,null,null,According to three people familiar with the attempt to push Mr. Altman out.
There was no attempt to ‘oust’ Sam Altman at the time the founders of Anthropic left OpenAI.,Anonymous Sources,null,null,"According to an Anthropic spokeswoman, Sally Aldous, in a second statement."
"Senior OpenAI leaders, including Mr. Sutskever, later discussed whether Ms. Toner should be removed.",Anonymous Sources,null,null,According to a person involved in the conversations.
"But shortly after those discussions, Mr. Sutskever did the unexpected: He sided with board members to oust Mr. Altman.",Anonymous Sources,null,null,According to two people familiar with the board’s deliberations.
"Hours after Mr. Altman was ousted, OpenAI executives confronted the remaining board members during a video call.",Anonymous Sources,null,null,According to three people who were on the call.
"On Sunday, Mr. Sutskever was urged at OpenAI’s office to reverse course by Mr. Brockman’s wife, Anna.",Anonymous Sources,null,null,According to two people familiar with the exchange.
