SourcedStatement,SourceType,Name,Title,Justification
"According to the Brennan Center for Justice, at least 14 states have introduced proposals this year focused on restoration of voting rights.",Named Organization Sources,Brennan Center for Justice,,
"The Sentencing Project, which studies the issue and advocates for restoration of voting rights for former felons, said more than 4.6 million people are disenfranchised in the United States because of felony convictions.",Named Organization Sources,The Sentencing Project,,
"Voting, King said in an interview, gives “a little bit of your strength back and a little bit of your voice back. Being able to vote, being able to have a say in what happens in your society, in your state, is extremely important.”",Named Person Sources,TJ King,,an outreach specialist with the Nebraska AIDS Project
"“Restoring voting rights really is an issue where we’ve seen bipartisan momentum,” said Patrick Berry, counsel for the Democracy program at the Brennan Center.",Named Person Sources,Patrick Berry,counsel for the Democracy program at the Brennan Center,
"“You’re civically dead and you can’t vote for the people who are levying those taxes,” said Steve Smith of Civic Nebraska.",Named Person Sources,Steve Smith,,of Civic Nebraska
"“When people get out of our system, they’ve got to feel engaged in their community, and the number one way for a person to feel engaged in their community is to be able to vote for the leadership of that community,” said Justin Wayne.",Named Person Sources,Justin Wayne,Democratic state Sen.,
"“I do think that hopefully the waiting period reinforces the fact that voting is something very special, and hopefully that will be part of the things that an individual would consider if they’re tempted to break the law again,” said Kathy Wilcot.",Named Person Sources,Kathy Wilcot,member of the University of Nebraska Board of Regents,
"“I felt so hopeless and helpless not being able to have my voice heard in this last election,” King said.",Named Person Sources,TJ King,,
"“There are a lot of things that were on the ballot here in Nebraska that hit home with a lot of things that I advocate for,” King said.",Named Person Sources,TJ King,,
"“I don’t have a say in anything that goes on in my country because I’m a felon,” said Demetrius Gatson.",Named Person Sources,Demetrius Gatson,,
"“You can’t harm society by voting,” said Steven Scott.",Named Person Sources,Steven Scott,,
